,enter_time,leave_time
flow_212_0,215.0,346.0
flow_213_0,218.0,350.0
flow_2035_0,301.0,426.0
flow_1654_0,305.0,506.0
flow_2042_0,320.0,430.0
flow_1223_0,341.0,411.0
flow_1224_0,344.0,510.0
flow_222_0,365.0,1428.0
flow_1226_0,391.0,466.0
flow_1227_0,394.0,464.0
flow_1436_0,421.0,1006.0
flow_1437_0,424.0,494.0
flow_2028_0,427.0,511.0
flow_2081_0,432.0,486.0
flow_1438_0,451.0,586.0
flow_1439_0,454.0,524.0
flow_240_0,458.0,547.0
flow_2070_0,461.0,513.0
flow_2038_0,472.0,523.0
flow_1659_0,479.0,531.0
flow_17_0,481.0,590.0
flow_19_0,483.0,606.0
flow_1440_0,511.0,581.0
flow_1441_0,513.0,584.0
flow_2088_0,531.0,666.0
flow_2100_0,534.0,586.0
flow_2112_0,550.0,636.0
flow_2768_0,555.0,607.0
flow_1445_0,561.0,631.0
flow_1229_0,561.0,640.0
flow_1230_0,564.0,634.0
flow_1231_0,581.0,1109.0
flow_1233_0,583.0,660.0
flow_2058_0,585.0,656.0
flow_619_0,599.0,686.0
flow_1234_0,611.0,686.0
flow_1657_0,611.0,670.0
flow_1238_0,614.0,684.0
flow_1449_0,631.0,700.0
flow_1239_0,631.0,700.0
flow_1242_0,633.0,766.0
flow_1450_0,634.0,704.0
flow_1676_0,634.0,705.0
flow_1244_0,637.0,708.0
flow_1245_0,640.0,711.0
flow_610_0,641.0,706.0
flow_1248_0,642.0,717.0
flow_1250_0,644.0,770.0
flow_2126_0,645.0,697.0
flow_2063_0,651.0,707.0
flow_2127_0,653.0,710.0
flow_1846_0,653.0,711.0
flow_1453_0,663.0,766.0
flow_2129_0,670.0,726.0
flow_11_0,683.0,746.0
flow_2132_0,701.0,776.0
flow_2135_0,703.0,780.0
flow_284_0,738.0,907.0
flow_1681_0,751.0,816.0
flow_1457_0,751.0,856.0
flow_637_0,754.0,906.0
flow_662_0,761.0,813.0
flow_2139_0,763.0,816.0
flow_2144_0,770.0,821.0
flow_33_0,771.0,861.0
flow_1458_0,773.0,916.0
flow_1861_0,779.0,911.0
flow_1252_0,791.0,860.0
flow_1254_0,793.0,916.0
flow_1460_0,801.0,921.0
flow_293_0,825.0,920.0
flow_1256_0,831.0,946.0
flow_1258_0,834.0,966.0
flow_1680_0,836.0,887.0
flow_1260_0,836.0,906.0
flow_2098_0,836.0,888.0
flow_1262_0,839.0,950.0
flow_1263_0,842.0,986.0
flow_674_0,863.0,1010.0
flow_1691_0,874.0,990.0
flow_1867_0,876.0,928.0
flow_2161_0,877.0,1026.0
flow_2167_0,879.0,1030.0
flow_2151_0,880.0,1046.0
flow_1689_0,881.0,933.0
flow_2790_0,911.0,986.0
flow_2158_0,911.0,963.0
flow_1870_0,921.0,1096.0
flow_2145_0,933.0,1026.0
flow_2798_0,948.0,1018.0
flow_1267_0,951.0,1021.0
flow_1268_0,954.0,1100.0
flow_1472_0,971.0,1096.0
flow_1473_0,974.0,1044.0
flow_2062_0,983.0,1046.0
flow_1270_0,991.0,1176.0
flow_1271_0,993.0,1181.0
flow_1695_0,996.0,1206.0
flow_1696_0,998.0,1068.0
flow_2182_0,1010.0,1062.0
flow_1878_0,1023.0,1076.0
flow_1700_0,1040.0,1110.0
flow_1881_0,1043.0,1106.0
flow_1703_0,1052.0,1122.0
flow_58_0,1053.0,1106.0
flow_1475_0,1061.0,1131.0
flow_318_0,1078.0,1147.0
flow_689_0,1081.0,1133.0
flow_1476_0,1083.0,1176.0
flow_1705_0,1085.0,1210.0
flow_1706_0,1088.0,1157.0
flow_2797_0,1091.0,1196.0
flow_2247_0,1101.0,1214.0
flow_1478_0,1101.0,1171.0
flow_1480_0,1103.0,1174.0
flow_721_0,1111.0,1162.0
flow_1710_0,1122.0,1216.0
flow_2169_0,1135.0,1206.0
flow_1485_0,1141.0,1211.0
flow_1486_0,1144.0,1213.0
flow_239_0,1146.0,1266.0
flow_1273_0,1151.0,1221.0
flow_1274_0,1154.0,1246.0
flow_755_0,1157.0,1227.0
flow_1713_0,1165.0,1256.0
flow_1714_0,1168.0,1237.0
flow_2193_0,1181.0,1266.0
flow_348_0,1187.0,1257.0
flow_1277_0,1191.0,1261.0
flow_1892_0,1193.0,1271.0
flow_1279_0,1194.0,1326.0
flow_1716_0,1195.0,1276.0
flow_61_0,1226.0,1296.0
flow_46_0,1231.0,1286.0
flow_1487_0,1231.0,1300.0
flow_2813_0,1233.0,1316.0
flow_1282_0,1241.0,1316.0
flow_739_0,1241.0,1306.0
flow_741_0,1243.0,1311.0
flow_1286_0,1244.0,1330.0
flow_2806_0,1246.0,1306.0
flow_2200_0,1246.0,1376.0
flow_2283_0,1249.0,1380.0
flow_2213_0,1257.0,1382.0
flow_1722_0,1261.0,1590.0
flow_1896_0,1261.0,1396.0
flow_1725_0,1272.0,1342.0
flow_1287_0,1301.0,1371.0
flow_1726_0,1305.0,1406.0
flow_352_0,1318.0,1410.0
flow_2215_0,1327.0,1416.0
flow_1718_0,1331.0,1421.0
flow_1289_0,1331.0,1456.0
flow_1290_0,1333.0,1460.0
flow_1292_0,1361.0,1431.0
flow_1293_0,1363.0,1446.0
flow_1295_0,1366.0,1516.0
flow_1296_0,1368.0,1521.0
flow_1497_0,1371.0,1446.0
flow_1299_0,1372.0,1441.0
flow_1503_0,1373.0,1451.0
flow_1506_0,1375.0,1456.0
flow_1507_0,1378.0,1448.0
flow_1721_0,1379.0,1476.0
flow_2820_0,1381.0,1433.0
flow_1732_0,1385.0,1546.0
flow_1300_0,1401.0,1550.0
flow_1301_0,1403.0,1596.0
flow_355_0,1404.0,1474.0
flow_1510_0,1411.0,1516.0
flow_1511_0,1414.0,1484.0
flow_2186_0,1422.0,1475.0
flow_1886_0,1426.0,1477.0
flow_77_0,1443.0,1521.0
flow_294_0,1451.0,1576.0
flow_1305_0,1461.0,1531.0
flow_1737_0,1475.0,1890.0
flow_1739_0,1478.0,1926.0
flow_1740_0,1488.0,1636.0
flow_333_0,1501.0,1553.0
flow_1923_0,1513.0,1576.0
flow_1308_0,1521.0,1591.0
flow_1741_0,1525.0,1640.0
flow_1309_0,1541.0,1646.0
flow_2203_0,1541.0,1636.0
flow_1516_0,1543.0,1640.0
flow_2836_0,1555.0,1686.0
flow_1743_0,1555.0,1686.0
flow_789_0,1561.0,1616.0
