,enter_time,leave_time
flow_2756_0,251.0,320.0
flow_607_0,253.0,336.0
flow_1838_0,281.0,376.0
flow_2029_0,284.0,436.0
flow_2027_0,313.0,416.0
flow_2759_0,341.0,436.0
flow_2035_0,358.0,427.0
flow_1226_0,361.0,426.0
flow_2042_0,373.0,430.0
flow_2081_0,381.0,451.0
flow_2045_0,405.0,458.0
flow_2046_0,409.0,467.0
flow_2765_0,411.0,516.0
flow_2768_0,414.0,484.0
flow_2024_0,416.0,486.0
flow_1659_0,424.0,495.0
flow_1437_0,443.0,496.0
flow_2772_0,451.0,521.0
flow_1657_0,489.0,546.0
flow_1439_0,496.0,547.0
flow_1440_0,499.0,550.0
flow_1441_0,502.0,576.0
flow_2775_0,521.0,666.0
flow_11_0,521.0,581.0
flow_2776_0,524.0,594.0
flow_239_0,529.0,1442.0
flow_2127_0,573.0,643.0
flow_2777_0,581.0,671.0
flow_1234_0,581.0,633.0
flow_2780_0,583.0,696.0
flow_240_0,584.0,646.0
flow_2063_0,611.0,663.0
flow_2038_0,632.0,706.0
flow_2785_0,641.0,711.0
flow_1436_0,669.0,720.0
flow_670_0,671.0,741.0
flow_610_0,681.0,732.0
flow_1445_0,686.0,737.0
flow_2065_0,704.0,756.0
flow_1847_0,726.0,816.0
flow_1857_0,741.0,817.0
flow_2789_0,741.0,820.0
flow_2792_0,743.0,896.0
flow_1680_0,764.0,835.0
flow_1450_0,782.0,836.0
flow_1681_0,791.0,866.0
flow_683_0,821.0,901.0
flow_1466_0,823.0,956.0
flow_2186_0,831.0,900.0
flow_1865_0,834.0,916.0
flow_1683_0,835.0,956.0
flow_1867_0,838.0,908.0
flow_2061_0,841.0,912.0
flow_1846_0,855.0,907.0
flow_266_0,865.0,961.0
flow_270_0,867.0,976.0
flow_2797_0,871.0,966.0
flow_284_0,874.0,926.0
flow_2205_0,911.0,1006.0
flow_1877_0,940.0,1046.0
flow_2070_0,962.0,1318.0
flow_2071_0,966.0,1018.0
flow_1258_0,991.0,1043.0
flow_1473_0,994.0,1047.0
flow_1475_0,997.0,1066.0
flow_294_0,1031.0,1086.0
flow_1878_0,1032.0,1101.0
flow_1231_0,1034.0,1086.0
flow_2254_0,1034.0,1116.0
flow_2079_0,1048.0,1100.0
flow_2080_0,1051.0,1103.0
flow_1881_0,1051.0,1121.0
flow_2801_0,1051.0,1120.0
flow_2802_0,1054.0,1124.0
flow_1692_0,1058.0,1136.0
flow_1274_0,1063.0,1146.0
flow_1478_0,1065.0,1150.0
flow_1480_0,1068.0,1152.0
flow_46_0,1071.0,1196.0
flow_56_0,1074.0,1176.0
flow_1457_0,1076.0,1176.0
flow_222_0,1091.0,1517.0
flow_58_0,1100.0,1155.0
flow_2272_0,1101.0,1196.0
flow_1485_0,1112.0,1165.0
flow_2283_0,1128.0,1198.0
flow_1694_0,1131.0,1236.0
flow_1279_0,1134.0,1187.0
flow_1476_0,1134.0,1240.0
flow_1861_0,1161.0,1226.0
flow_777_0,1173.0,1242.0
flow_1281_0,1185.0,1276.0
flow_2083_0,1192.0,1245.0
flow_2803_0,1221.0,1291.0
flow_2805_0,1224.0,1293.0
flow_304_0,1251.0,1303.0
flow_326_0,1254.0,1336.0
flow_2812_0,1261.0,1331.0
flow_642_0,1261.0,1313.0
flow_2815_0,1264.0,1386.0
flow_2088_0,1264.0,1336.0
flow_285_0,1287.0,1357.0
flow_330_0,1311.0,1363.0
flow_2806_0,1313.0,1366.0
flow_1286_0,1321.0,1417.0
flow_339_0,1327.0,1397.0
flow_1698_0,1330.0,1400.0
flow_350_0,1333.0,1956.0
flow_2817_0,1351.0,1436.0
flow_1292_0,1351.0,1421.0
flow_1496_0,1353.0,1440.0
flow_2819_0,1355.0,1426.0
flow_2820_0,1358.0,1476.0
flow_2821_0,1362.0,1431.0
flow_1892_0,1390.0,1459.0
flow_2824_0,1391.0,1526.0
flow_2825_0,1393.0,1530.0
flow_2829_0,1396.0,1533.0
flow_2830_0,1398.0,1536.0
flow_662_0,1401.0,1452.0
flow_2831_0,1401.0,1539.0
flow_1293_0,1402.0,1453.0
flow_2832_0,1403.0,1541.0
flow_666_0,1405.0,1457.0
flow_351_0,1411.0,1463.0
flow_674_0,1423.0,1546.0
flow_1282_0,1431.0,1877.0
flow_1718_0,1437.0,1507.0
flow_1693_0,1461.0,1601.0
flow_2353_0,1481.0,1552.0
flow_2100_0,1485.0,1803.0
flow_1720_0,1485.0,1596.0
flow_1722_0,1488.0,1558.0
flow_1507_0,1506.0,1566.0
flow_1511_0,1526.0,1577.0
flow_2835_0,1531.0,1601.0
flow_2837_0,1534.0,1647.0
flow_1721_0,1544.0,2352.0
flow_2106_0,1547.0,1599.0
flow_1723_0,1548.0,1816.0
flow_2838_0,1551.0,1621.0
flow_2839_0,1554.0,1650.0
flow_324_0,1561.0,1653.0
flow_333_0,1569.0,1686.0
flow_365_0,1571.0,1686.0
flow_2113_0,1572.0,1625.0
flow_2844_0,1591.0,1661.0
flow_2126_0,1593.0,1690.0
flow_1932_0,1603.0,1655.0
flow_1724_0,1624.0,2206.0
flow_2062_0,1651.0,1716.0
flow_2847_0,1661.0,1796.0
flow_1904_0,1661.0,1797.0
flow_1520_0,1663.0,1736.0
flow_2129_0,1666.0,1717.0
flow_1309_0,1681.0,1740.0
flow_1938_0,1695.0,1786.0
flow_1886_0,1711.0,1786.0
flow_2132_0,1727.0,1791.0
flow_2135_0,1730.0,1956.0
flow_302_0,1731.0,1800.0
flow_689_0,1732.0,1960.0
flow_2139_0,1740.0,2036.0
flow_2391_0,1751.0,1821.0
flow_2143_0,1762.0,1815.0
flow_2144_0,1766.0,2040.0
flow_2121_0,1779.0,1848.0
flow_1735_0,1797.0,1886.0
flow_1923_0,1800.0,1870.0
flow_2851_0,1801.0,1871.0
flow_2853_0,1804.0,1886.0
flow_2151_0,1832.0,2076.0
flow_2855_0,1851.0,1996.0
flow_2857_0,1853.0,1999.0
flow_2158_0,1865.0,2080.0
flow_2130_0,1866.0,2106.0
flow_1739_0,1871.0,1960.0
flow_2861_0,1871.0,1941.0
flow_2866_0,1873.0,1944.0
flow_2867_0,1893.0,1964.0
flow_2136_0,1906.0,2110.0
flow_405_0,1961.0,2013.0
flow_424_0,1964.0,2036.0
flow_1945_0,1971.0,2042.0
flow_2165_0,1982.0,2035.0
flow_2166_0,1986.0,2046.0
flow_838_0,1991.0,2043.0
flow_2168_0,2003.0,2055.0
flow_2869_0,2021.0,2091.0
flow_2875_0,2024.0,2166.0
flow_1330_0,2042.0,2093.0
flow_433_0,2058.0,2166.0
flow_949_0,2081.0,2170.0
flow_2877_0,2083.0,2346.0
flow_2878_0,2086.0,2607.0
flow_1749_0,2089.0,2159.0
flow_1334_0,2094.0,2146.0
flow_2177_0,2100.0,2152.0
flow_1765_0,2105.0,2211.0
flow_1733_0,2106.0,2206.0
flow_2182_0,2109.0,2210.0
flow_1756_0,2131.0,2266.0
flow_1758_0,2168.0,2346.0
flow_2190_0,2182.0,2235.0
flow_2882_0,2183.0,2253.0
flow_1737_0,2191.0,2271.0
flow_720_0,2198.0,2250.0
flow_2883_0,2201.0,2306.0
flow_1761_0,2204.0,2350.0
flow_1766_0,2207.0,2352.0
flow_2884_0,2213.0,2355.0
flow_2872_0,2250.0,2316.0
flow_2150_0,2261.0,2358.0
flow_2885_0,2264.0,2386.0
flow_721_0,2271.0,2407.0
flow_2886_0,2273.0,2361.0
flow_97_0,2275.0,2327.0
flow_1547_0,2292.0,2406.0
flow_1548_0,2296.0,2397.0
flow_455_0,2301.0,2410.0
flow_1560_0,2311.0,2380.0
flow_2889_0,2331.0,2446.0
flow_2891_0,2333.0,2403.0
flow_1542_0,2341.0,2401.0
flow_1746_0,2344.0,2450.0
flow_1961_0,2351.0,2426.0
flow_1346_0,2361.0,2413.0
flow_1348_0,2364.0,2416.0
flow_1771_0,2371.0,2436.0
flow_1535_0,2386.0,2456.0
flow_1556_0,2396.0,2476.0
flow_2193_0,2402.0,2556.0
flow_114_0,2431.0,2483.0
flow_1755_0,2446.0,2560.0
flow_2176_0,2461.0,2530.0
flow_2897_0,2483.0,2553.0
flow_1966_0,2492.0,2561.0
flow_2200_0,2512.0,2636.0
flow_1353_0,2526.0,2640.0
flow_2539_0,2541.0,2611.0
flow_2210_0,2542.0,2595.0
flow_2899_0,2561.0,2631.0
flow_476_0,2561.0,2636.0
flow_2213_0,2562.0,2666.0
flow_2191_0,2564.0,2676.0
flow_2900_0,2591.0,2680.0
flow_2901_0,2594.0,2664.0
flow_909_0,2601.0,2667.0
flow_1785_0,2627.0,2698.0
flow_739_0,2631.0,2697.0
flow_741_0,2633.0,2700.0
flow_2903_0,2641.0,2736.0
flow_2905_0,2643.0,2741.0
flow_2907_0,2645.0,2715.0
flow_1579_0,2645.0,2697.0
