,enter_time,leave_time
flow_1652_0,181.0,306.0
flow_1_0,181.0,306.0
flow_4_0,183.0,310.0
flow_9_0,211.0,286.0
flow_11_0,214.0,366.0
flow_13_0,242.0,311.0
flow_1655_0,271.0,341.0
flow_207_0,273.0,344.0
flow_208_0,291.0,361.0
flow_209_0,294.0,366.0
flow_214_0,311.0,406.0
flow_217_0,313.0,411.0
flow_2763_0,345.0,416.0
flow_2764_0,347.0,417.0
flow_219_0,411.0,486.0
flow_1658_0,413.0,490.0
flow_225_0,431.0,526.0
flow_227_0,433.0,531.0
flow_229_0,471.0,606.0
flow_1839_0,474.0,544.0
flow_631_0,515.0,587.0
flow_230_0,531.0,610.0
flow_232_0,533.0,686.0
flow_1663_0,591.0,691.0
flow_1665_0,593.0,706.0
flow_233_0,611.0,710.0
flow_235_0,613.0,896.0
flow_1671_0,616.0,900.0
flow_2074_0,618.0,946.0
flow_238_0,620.0,690.0
flow_243_0,623.0,693.0
flow_1442_0,627.0,697.0
flow_244_0,641.0,711.0
flow_247_0,644.0,950.0
flow_249_0,721.0,966.0
flow_253_0,723.0,971.0
flow_1231_0,739.0,1282.0
flow_254_0,751.0,986.0
flow_222_0,756.0,826.0
flow_257_0,791.0,861.0
flow_1679_0,794.0,990.0
flow_1471_0,811.0,863.0
flow_258_0,831.0,901.0
flow_259_0,834.0,1006.0
flow_2054_0,841.0,893.0
flow_261_0,851.0,1010.0
flow_263_0,854.0,924.0
flow_1462_0,858.0,946.0
flow_1474_0,861.0,916.0
flow_265_0,871.0,1014.0
flow_268_0,873.0,1016.0
flow_269_0,891.0,1018.0
flow_271_0,894.0,964.0
flow_58_0,901.0,970.0
flow_39_0,914.0,1096.0
flow_61_0,921.0,1596.0
flow_2796_0,941.0,1101.0
flow_272_0,941.0,1021.0
flow_1685_0,943.0,1176.0
flow_2768_0,946.0,1016.0
flow_273_0,948.0,1180.0
flow_275_0,950.0,1196.0
flow_277_0,953.0,1200.0
flow_715_0,965.0,1037.0
flow_67_0,990.0,1061.0
flow_280_0,1021.0,1202.0
flow_48_0,1022.0,1073.0
flow_281_0,1023.0,1205.0
flow_239_0,1024.0,1176.0
flow_285_0,1025.0,1146.0
flow_1252_0,1027.0,1086.0
flow_286_0,1028.0,1098.0
flow_288_0,1032.0,1150.0
flow_289_0,1035.0,1208.0
flow_1256_0,1035.0,1090.0
flow_292_0,1038.0,1107.0
flow_2777_0,1040.0,1110.0
flow_299_0,1042.0,1210.0
flow_301_0,1061.0,1131.0
flow_302_0,1064.0,1336.0
flow_1262_0,1072.0,1126.0
flow_1450_0,1081.0,1156.0
flow_1268_0,1092.0,1160.0
flow_1492_0,1097.0,1167.0
flow_266_0,1101.0,1186.0
flow_2806_0,1122.0,1173.0
flow_53_0,1124.0,1190.0
flow_303_0,1131.0,1201.0
flow_307_0,1134.0,1340.0
flow_2051_0,1137.0,1207.0
flow_312_0,1151.0,1221.0
flow_313_0,1153.0,1224.0
flow_315_0,1155.0,1343.0
flow_316_0,1158.0,1346.0
flow_317_0,1160.0,1349.0
flow_319_0,1163.0,1417.0
flow_768_0,1165.0,1246.0
flow_320_0,1165.0,1420.0
flow_1707_0,1167.0,1436.0
flow_324_0,1170.0,1317.0
flow_2173_0,1173.0,1440.0
flow_1711_0,1191.0,1496.0
flow_1715_0,1195.0,1265.0
flow_335_0,1219.0,1289.0
flow_1277_0,1222.0,1274.0
flow_2161_0,1225.0,1277.0
flow_2186_0,1234.0,1336.0
flow_338_0,1251.0,1321.0
flow_1719_0,1254.0,1500.0
flow_649_0,1261.0,1356.0
flow_1493_0,1281.0,1360.0
flow_1485_0,1321.0,1373.0
flow_344_0,1321.0,1526.0
flow_345_0,1323.0,1530.0
flow_347_0,1361.0,1533.0
flow_1727_0,1363.0,1535.0
flow_353_0,1366.0,1538.0
flow_1730_0,1368.0,1540.0
flow_354_0,1370.0,1656.0
flow_358_0,1373.0,1659.0
flow_362_0,1391.0,1746.0
flow_336_0,1396.0,1456.0
flow_2062_0,1404.0,1496.0
flow_795_0,1407.0,1501.0
flow_1695_0,1412.0,1464.0
flow_1714_0,1461.0,1531.0
flow_1299_0,1471.0,1846.0
flow_367_0,1491.0,1850.0
flow_371_0,1493.0,2056.0
flow_1886_0,1501.0,1553.0
flow_1698_0,1528.0,1666.0
flow_1736_0,1531.0,2060.0
flow_375_0,1534.0,1604.0
flow_377_0,1551.0,2096.0
flow_1518_0,1551.0,1603.0
flow_380_0,1553.0,2101.0
flow_1281_0,1553.0,1605.0
flow_329_0,1556.0,1636.0
flow_1296_0,1557.0,1609.0
flow_376_0,1559.0,1612.0
flow_1301_0,1562.0,1626.0
flow_350_0,1570.0,1623.0
flow_383_0,1571.0,1641.0
flow_386_0,1574.0,2206.0
flow_341_0,1576.0,1656.0
flow_388_0,1591.0,2266.0
flow_391_0,1594.0,1664.0
flow_392_0,1596.0,1676.0
flow_397_0,1599.0,2270.0
flow_2840_0,1600.0,1670.0
flow_398_0,1613.0,2296.0
flow_399_0,1616.0,1686.0
flow_1748_0,1651.0,2300.0
flow_400_0,1653.0,1723.0
flow_402_0,1671.0,2303.0
flow_404_0,1673.0,2305.0
flow_2094_0,1675.0,1727.0
flow_1751_0,1693.0,2308.0
flow_1527_0,1694.0,1757.0
flow_1310_0,1705.0,1760.0
flow_1720_0,1741.0,1836.0
flow_407_0,1741.0,1811.0
flow_2097_0,1743.0,1839.0
flow_2098_0,1745.0,1798.0
flow_412_0,1771.0,1841.0
flow_2247_0,1772.0,1866.0
flow_413_0,1774.0,2311.0
flow_415_0,1776.0,1847.0
flow_838_0,1778.0,2240.0
flow_416_0,1780.0,2314.0
flow_417_0,1782.0,2316.0
flow_419_0,1803.0,1873.0
flow_690_0,1831.0,1886.0
flow_423_0,1841.0,1916.0
flow_425_0,1844.0,2319.0
flow_426_0,1847.0,2321.0
flow_427_0,1849.0,2376.0
flow_1759_0,1861.0,1931.0
flow_2846_0,1881.0,1932.0
flow_2093_0,1883.0,1935.0
flow_2096_0,1884.0,1955.0
flow_1721_0,1911.0,1981.0
flow_1724_0,1911.0,1963.0
flow_2129_0,1913.0,2026.0
flow_2858_0,1913.0,1966.0
flow_1763_0,1930.0,2396.0
flow_1764_0,1950.0,2400.0
flow_1737_0,1975.0,2027.0
flow_442_0,2021.0,2091.0
flow_1529_0,2024.0,2095.0
flow_111_0,2031.0,2100.0
flow_854_0,2068.0,2139.0
flow_2872_0,2071.0,2123.0
flow_939_0,2074.0,2125.0
flow_448_0,2111.0,2181.0
flow_452_0,2113.0,2184.0
flow_909_0,2114.0,2206.0
flow_2111_0,2117.0,2210.0
flow_114_0,2124.0,2266.0
flow_1741_0,2135.0,2188.0
flow_453_0,2141.0,2211.0
flow_1542_0,2142.0,2193.0
flow_1773_0,2144.0,2416.0
flow_1750_0,2150.0,2420.0
flow_1327_0,2155.0,2236.0
flow_1775_0,2181.0,2423.0
flow_1332_0,2193.0,2426.0
flow_463_0,2212.0,2282.0
flow_2144_0,2221.0,2429.0
flow_2847_0,2231.0,2286.0
flow_464_0,2241.0,2433.0
flow_122_0,2250.0,2319.0
flow_469_0,2311.0,2435.0
flow_718_0,2331.0,2386.0
flow_1331_0,2352.0,2406.0
flow_475_0,2363.0,2437.0
flow_2175_0,2381.0,2446.0
flow_2184_0,2383.0,2450.0
flow_1563_0,2394.0,2466.0
flow_1571_0,2395.0,2464.0
flow_729_0,2411.0,2470.0
flow_478_0,2421.0,2516.0
flow_479_0,2423.0,2521.0
flow_1338_0,2425.0,2477.0
flow_480_0,2433.0,2596.0
flow_1787_0,2440.0,2600.0
flow_1006_0,2451.0,2546.0
flow_1766_0,2481.0,2550.0
flow_482_0,2481.0,2602.0
flow_1574_0,2491.0,2566.0
flow_2192_0,2501.0,2576.0
flow_132_0,2512.0,2581.0
flow_1789_0,2531.0,2605.0
flow_1016_0,2554.0,2666.0
flow_488_0,2571.0,2666.0
flow_142_0,2572.0,2641.0
flow_489_0,2574.0,2644.0
flow_1578_0,2582.0,2633.0
flow_745_0,2621.0,2686.0
flow_491_0,2631.0,2701.0
flow_492_0,2634.0,2707.0
flow_497_0,2636.0,2710.0
flow_1368_0,2639.0,2776.0
flow_499_0,2641.0,2780.0
flow_1034_0,2677.0,2748.0
flow_500_0,2691.0,2782.0
flow_507_0,2693.0,2785.0
flow_1577_0,2734.0,2805.0
flow_2913_0,2739.0,2926.0
flow_2212_0,2771.0,2886.0
flow_1979_0,2774.0,2826.0
flow_1597_0,2821.0,2872.0
flow_508_0,2821.0,2891.0
flow_158_0,2822.0,2891.0
flow_510_0,2823.0,2894.0
flow_512_0,2826.0,2896.0
flow_514_0,2828.0,2899.0
flow_1358_0,2839.0,2909.0
flow_2215_0,2853.0,2904.0
flow_515_0,2881.0,2956.0
flow_1372_0,2882.0,2936.0
flow_521_0,2883.0,2960.0
flow_2213_0,2901.0,2986.0
flow_741_0,2903.0,3016.0
flow_502_0,2961.0,3031.0
flow_496_0,2961.0,3013.0
flow_1776_0,2966.0,3066.0
flow_526_0,2971.0,3066.0
flow_530_0,2973.0,3071.0
flow_1076_0,2981.0,3076.0
flow_2236_0,3024.0,3076.0
flow_2216_0,3031.0,3086.0
flow_1804_0,3031.0,3176.0
flow_532_0,3033.0,3180.0
flow_1376_0,3040.0,3206.0
flow_533_0,3061.0,3131.0
flow_534_0,3063.0,3134.0
flow_2224_0,3159.0,3256.0
flow_537_0,3231.0,3316.0
flow_1809_0,3233.0,3321.0
flow_541_0,3236.0,3323.0
flow_543_0,3238.0,3309.0
flow_1816_0,3241.0,3311.0
flow_547_0,3243.0,3314.0
flow_175_0,3261.0,3336.0
flow_1820_0,3281.0,3436.0
flow_1823_0,3284.0,3354.0
flow_1404_0,3286.0,3356.0
flow_2242_0,3301.0,3360.0
flow_562_0,3331.0,3400.0
flow_566_0,3333.0,3456.0
flow_567_0,3351.0,3421.0
flow_1626_0,3355.0,3456.0
flow_571_0,3411.0,3506.0
flow_525_0,3431.0,3501.0
flow_576_0,3461.0,3536.0
flow_1822_0,3462.0,3515.0
flow_2431_0,3473.0,3556.0
flow_580_0,3490.0,3560.0
flow_1417_0,3562.0,nan
