,enter_time,leave_time
flow_1_0,81.0,156.0
flow_4_0,121.0,196.0
flow_207_0,211.0,281.0
flow_208_0,213.0,284.0
flow_1652_0,241.0,316.0
flow_209_0,243.0,321.0
flow_214_0,245.0,326.0
flow_1655_0,248.0,318.0
flow_9_0,251.0,326.0
flow_11_0,254.0,356.0
flow_13_0,291.0,361.0
flow_2763_0,324.0,436.0
flow_2764_0,328.0,398.0
flow_1658_0,371.0,440.0
flow_631_0,439.0,526.0
flow_1663_0,451.0,536.0
flow_217_0,454.0,526.0
flow_1665_0,571.0,796.0
flow_1839_0,574.0,644.0
flow_219_0,611.0,800.0
flow_225_0,613.0,802.0
flow_1442_0,644.0,715.0
flow_227_0,661.0,805.0
flow_649_0,661.0,716.0
flow_229_0,663.0,808.0
flow_1462_0,705.0,796.0
flow_230_0,711.0,810.0
flow_2074_0,713.0,906.0
flow_222_0,756.0,826.0
flow_1671_0,771.0,910.0
flow_232_0,773.0,946.0
flow_233_0,791.0,951.0
flow_235_0,793.0,986.0
flow_1231_0,816.0,1281.0
flow_2054_0,826.0,878.0
flow_1679_0,831.0,990.0
flow_1685_0,833.0,1036.0
flow_2796_0,855.0,926.0
flow_58_0,891.0,986.0
flow_690_0,911.0,962.0
flow_715_0,945.0,1016.0
flow_266_0,961.0,1046.0
flow_238_0,971.0,1041.0
flow_243_0,973.0,1044.0
flow_61_0,981.0,1696.0
flow_1471_0,981.0,1050.0
flow_2051_0,997.0,1068.0
flow_239_0,1001.0,1091.0
flow_1252_0,1016.0,1067.0
flow_67_0,1022.0,1091.0
flow_1256_0,1024.0,1126.0
flow_2161_0,1027.0,1130.0
flow_2062_0,1027.0,1096.0
flow_1474_0,1071.0,1156.0
flow_2806_0,1075.0,1127.0
flow_2094_0,1091.0,1143.0
flow_718_0,1094.0,1160.0
flow_1492_0,1108.0,1177.0
flow_244_0,1111.0,1181.0
flow_2173_0,1114.0,1186.0
flow_2768_0,1141.0,1211.0
flow_1707_0,1144.0,1226.0
flow_247_0,1181.0,1366.0
flow_1711_0,1183.0,1371.0
flow_2097_0,1221.0,1272.0
flow_2098_0,1224.0,1276.0
flow_1262_0,1237.0,1306.0
flow_1715_0,1241.0,1311.0
flow_1695_0,1243.0,1310.0
flow_1719_0,1244.0,1426.0
flow_1268_0,1246.0,1346.0
flow_2186_0,1251.0,1366.0
flow_729_0,1261.0,1350.0
flow_745_0,1263.0,1386.0
flow_1450_0,1266.0,1390.0
flow_39_0,1281.0,1336.0
flow_768_0,1291.0,1392.0
flow_2777_0,1291.0,1361.0
flow_2093_0,1293.0,1395.0
flow_249_0,1294.0,1430.0
flow_1727_0,1310.0,1446.0
flow_48_0,1311.0,1363.0
flow_795_0,1324.0,1426.0
flow_1493_0,1341.0,1397.0
flow_2096_0,1354.0,1425.0
flow_1698_0,1371.0,1546.0
flow_1886_0,1374.0,1426.0
flow_53_0,1401.0,1476.0
flow_1714_0,1401.0,1471.0
flow_2129_0,1404.0,1506.0
flow_2111_0,1407.0,1496.0
flow_838_0,1498.0,2086.0
flow_2247_0,1502.0,1556.0
flow_2144_0,1511.0,1667.0
flow_741_0,1513.0,1671.0
flow_1721_0,1541.0,1626.0
flow_1730_0,1551.0,1726.0
flow_253_0,1553.0,1731.0
flow_828_0,1561.0,1612.0
flow_846_0,1574.0,1626.0
flow_254_0,1581.0,1756.0
flow_1736_0,1583.0,1776.0
flow_1485_0,1601.0,1653.0
flow_793_0,1611.0,1780.0
flow_257_0,1621.0,1691.0
flow_258_0,1623.0,1694.0
flow_1720_0,1641.0,1692.0
flow_1277_0,1665.0,1717.0
flow_259_0,1671.0,1806.0
flow_261_0,1673.0,1810.0
flow_854_0,1694.0,1765.0
flow_1724_0,1730.0,1782.0
flow_263_0,1731.0,1801.0
flow_350_0,1732.0,1785.0
flow_265_0,1734.0,1926.0
flow_1737_0,1736.0,1789.0
flow_376_0,1739.0,1817.0
flow_853_0,1761.0,1813.0
flow_268_0,1821.0,1930.0
flow_2840_0,1821.0,2046.0
flow_269_0,1823.0,2176.0
flow_2846_0,1824.0,1876.0
flow_1518_0,1831.0,1882.0
flow_2175_0,1851.0,1902.0
flow_1741_0,1852.0,1905.0
flow_1527_0,1891.0,1946.0
flow_909_0,1894.0,2176.0
flow_271_0,1921.0,1991.0
flow_272_0,1924.0,2180.0
flow_1281_0,1931.0,1997.0
flow_1299_0,1931.0,2316.0
flow_1750_0,1935.0,2320.0
flow_273_0,1951.0,2356.0
flow_275_0,1953.0,2361.0
flow_336_0,1959.0,2010.0
flow_905_0,1971.0,2023.0
flow_1296_0,1976.0,2027.0
flow_2858_0,1978.0,2031.0
flow_277_0,2001.0,2364.0
flow_280_0,2003.0,2366.0
flow_2184_0,2005.0,2090.0
flow_2192_0,2008.0,2066.0
flow_2213_0,2051.0,2368.0
flow_1542_0,2072.0,2123.0
flow_329_0,2086.0,2186.0
flow_926_0,2101.0,2152.0
flow_1529_0,2125.0,2195.0
flow_111_0,2141.0,2316.0
flow_114_0,2143.0,2320.0
flow_281_0,2181.0,2386.0
flow_285_0,2184.0,2296.0
flow_939_0,2201.0,2252.0
flow_2872_0,2204.0,2256.0
flow_286_0,2211.0,2281.0
flow_288_0,2214.0,2300.0
flow_1301_0,2225.0,2346.0
flow_2212_0,2225.0,2277.0
flow_955_0,2227.0,2280.0
flow_341_0,2236.0,2356.0
flow_2215_0,2243.0,2350.0
flow_289_0,2251.0,2390.0
flow_292_0,2254.0,2324.0
flow_1310_0,2255.0,2406.0
flow_122_0,2271.0,2361.0
flow_299_0,2301.0,2416.0
flow_301_0,2304.0,2374.0
flow_1563_0,2361.0,2446.0
flow_1766_0,2377.0,2450.0
flow_970_0,2401.0,2456.0
flow_974_0,2404.0,2456.0
flow_1571_0,2425.0,2494.0
flow_2216_0,2433.0,2507.0
flow_959_0,2461.0,2766.0
flow_1006_0,2461.0,2556.0
flow_302_0,2481.0,2771.0
flow_2236_0,2481.0,2533.0
flow_303_0,2484.0,2554.0
flow_2224_0,2484.0,2766.0
flow_1016_0,2487.0,2770.0
flow_2847_0,2498.0,2560.0
flow_307_0,2531.0,2786.0
flow_312_0,2534.0,2604.0
flow_1776_0,2539.0,2786.0
flow_1959_0,2592.0,2644.0
flow_1034_0,2635.0,2705.0
flow_313_0,2641.0,2711.0
flow_1748_0,2644.0,2790.0
flow_2253_0,2674.0,2790.0
flow_1046_0,2714.0,2796.0
flow_1574_0,2731.0,2800.0
flow_1578_0,2735.0,2787.0
flow_132_0,2752.0,2821.0
flow_142_0,2754.0,2824.0
flow_2913_0,2757.0,2857.0
flow_315_0,2771.0,2856.0
flow_158_0,2772.0,2841.0
flow_316_0,2773.0,2861.0
flow_317_0,2776.0,2936.0
flow_319_0,2778.0,2986.0
flow_320_0,2780.0,2990.0
flow_1327_0,2782.0,2886.0
flow_324_0,2783.0,2876.0
flow_2242_0,2801.0,2890.0
flow_1577_0,2823.0,2893.0
flow_2292_0,2831.0,2892.0
flow_2293_0,2833.0,2895.0
flow_1979_0,2850.0,2902.0
flow_1751_0,2871.0,3146.0
flow_335_0,2874.0,2944.0
flow_338_0,2876.0,2947.0
flow_344_0,2879.0,3150.0
flow_345_0,2882.0,3154.0
flow_347_0,2884.0,3156.0
flow_2546_0,2885.0,2937.0
flow_353_0,2901.0,3158.0
flow_354_0,2903.0,3161.0
flow_1759_0,2931.0,3001.0
flow_1763_0,2934.0,3196.0
flow_1331_0,2974.0,3025.0
flow_2309_0,3011.0,3076.0
flow_502_0,3021.0,3091.0
flow_1338_0,3036.0,3096.0
flow_1764_0,3101.0,3201.0
flow_358_0,3103.0,3226.0
flow_362_0,3106.0,3230.0
flow_367_0,3108.0,3356.0
flow_371_0,3111.0,3360.0
flow_1943_0,3113.0,3186.0
flow_375_0,3131.0,3201.0
flow_1773_0,3134.0,3386.0
flow_1076_0,3141.0,3326.0
flow_1597_0,3144.0,3206.0
flow_2319_0,3191.0,3242.0
flow_1332_0,3211.0,3390.0
flow_2431_0,3213.0,3526.0
flow_1775_0,3216.0,3530.0
flow_377_0,3218.0,3533.0
flow_380_0,3220.0,3536.0
flow_383_0,3223.0,3336.0
flow_1056_0,3236.0,3287.0
flow_386_0,3311.0,3539.0
flow_1109_0,3311.0,3363.0
flow_388_0,3313.0,3541.0
flow_1626_0,3345.0,3526.0
flow_175_0,3401.0,3456.0
flow_391_0,3411.0,3481.0
flow_392_0,3414.0,3506.0
flow_397_0,3461.0,nan
flow_398_0,3463.0,nan
flow_1787_0,3501.0,nan
flow_399_0,3504.0,3574.0
flow_400_0,3531.0,nan
flow_1789_0,3534.0,nan
flow_1167_0,3548.0,nan
flow_1822_0,3558.0,nan
flow_1172_0,3571.0,nan
flow_1368_0,3581.0,nan
flow_402_0,3583.0,nan
