,enter_time,leave_time
flow_605_0,181.0,286.0
flow_606_0,183.0,291.0
flow_2024_0,231.0,301.0
flow_2025_0,234.0,356.0
flow_2757_0,235.0,288.0
flow_608_0,241.0,311.0
flow_609_0,244.0,356.0
flow_2028_0,251.0,321.0
flow_2034_0,254.0,360.0
flow_610_0,271.0,361.0
flow_612_0,273.0,363.0
flow_2758_0,282.0,336.0
flow_2760_0,302.0,376.0
flow_2761_0,305.0,357.0
flow_2766_0,326.0,380.0
flow_614_0,371.0,456.0
flow_616_0,373.0,461.0
flow_2770_0,381.0,451.0
flow_2771_0,384.0,454.0
flow_617_0,411.0,481.0
flow_2038_0,411.0,481.0
flow_2773_0,412.0,506.0
flow_2039_0,414.0,486.0
flow_619_0,414.0,496.0
flow_620_0,417.0,487.0
flow_621_0,419.0,490.0
flow_622_0,422.0,516.0
flow_623_0,424.0,521.0
flow_1847_0,471.0,541.0
flow_214_0,471.0,526.0
flow_1225_0,474.0,576.0
flow_624_0,491.0,576.0
flow_625_0,494.0,564.0
flow_2779_0,508.0,560.0
flow_2040_0,561.0,726.0
flow_2043_0,563.0,730.0
flow_626_0,581.0,726.0
flow_627_0,584.0,654.0
flow_1441_0,612.0,682.0
flow_1440_0,612.0,697.0
flow_628_0,621.0,730.0
flow_629_0,624.0,694.0
flow_1444_0,631.0,683.0
flow_2764_0,634.0,700.0
flow_2049_0,651.0,756.0
flow_2050_0,654.0,732.0
flow_2051_0,656.0,1370.0
flow_2053_0,660.0,760.0
flow_2054_0,663.0,733.0
flow_2046_0,672.0,723.0
flow_633_0,681.0,751.0
flow_634_0,684.0,776.0
flow_2788_0,691.0,761.0
flow_2056_0,701.0,776.0
flow_635_0,701.0,781.0
flow_636_0,703.0,856.0
flow_2057_0,704.0,774.0
flow_638_0,706.0,861.0
flow_642_0,708.0,876.0
flow_646_0,710.0,936.0
flow_647_0,713.0,783.0
flow_2785_0,726.0,856.0
flow_648_0,731.0,940.0
flow_649_0,734.0,804.0
flow_2787_0,743.0,846.0
flow_240_0,745.0,815.0
flow_1447_0,771.0,1016.0
flow_16_0,773.0,1020.0
flow_650_0,781.0,1076.0
flow_652_0,784.0,854.0
flow_2058_0,801.0,871.0
flow_2061_0,803.0,874.0
flow_2062_0,851.0,936.0
flow_654_0,851.0,1079.0
flow_655_0,853.0,1136.0
flow_2759_0,854.0,924.0
flow_659_0,855.0,926.0
flow_660_0,858.0,1139.0
flow_662_0,861.0,1276.0
flow_663_0,863.0,1280.0
flow_1239_0,871.0,986.0
flow_2799_0,882.0,990.0
flow_2069_0,901.0,1016.0
flow_2076_0,903.0,1020.0
flow_1450_0,934.0,1005.0
flow_1846_0,979.0,1066.0
flow_665_0,991.0,1306.0
flow_666_0,993.0,1310.0
flow_2082_0,1021.0,1136.0
flow_2811_0,1033.0,1176.0
flow_667_0,1041.0,1111.0
flow_669_0,1044.0,1436.0
flow_2802_0,1048.0,1118.0
flow_1886_0,1051.0,1121.0
flow_2084_0,1053.0,1141.0
flow_36_0,1101.0,1153.0
flow_1461_0,1104.0,1180.0
flow_671_0,1121.0,1441.0
flow_2818_0,1123.0,1182.0
flow_672_0,1123.0,1476.0
flow_674_0,1126.0,1566.0
flow_676_0,1128.0,1199.0
flow_677_0,1131.0,1201.0
flow_2086_0,1131.0,1201.0
flow_679_0,1133.0,1570.0
flow_1449_0,1134.0,1276.0
flow_222_0,1136.0,1205.0
flow_1463_0,1141.0,1226.0
flow_1464_0,1144.0,1196.0
flow_1468_0,1147.0,1199.0
flow_43_0,1149.0,1202.0
flow_680_0,1151.0,1616.0
flow_681_0,1154.0,1224.0
flow_2810_0,1171.0,1230.0
flow_682_0,1191.0,1620.0
flow_684_0,1193.0,1786.0
flow_2797_0,1201.0,1366.0
flow_2087_0,1211.0,1281.0
flow_1897_0,1213.0,1306.0
flow_687_0,1221.0,1790.0
flow_688_0,1223.0,1806.0
flow_689_0,1241.0,1810.0
flow_690_0,1244.0,1316.0
flow_691_0,1271.0,1876.0
flow_1692_0,1271.0,1327.0
flow_692_0,1273.0,1880.0
flow_693_0,1276.0,1883.0
flow_694_0,1278.0,1885.0
flow_695_0,1280.0,1350.0
flow_1906_0,1281.0,1436.0
flow_696_0,1283.0,1353.0
flow_2089_0,1283.0,1441.0
flow_2093_0,1286.0,1476.0
flow_697_0,1321.0,1888.0
flow_698_0,1324.0,1394.0
flow_699_0,1326.0,1890.0
flow_700_0,1329.0,1893.0
flow_701_0,1331.0,1401.0
flow_2822_0,1342.0,1395.0
flow_824_0,1357.0,1409.0
flow_2827_0,1365.0,1418.0
flow_703_0,1371.0,1896.0
flow_705_0,1373.0,1899.0
flow_706_0,1391.0,1901.0
flow_2828_0,1392.0,1445.0
flow_707_0,1394.0,1464.0
flow_1867_0,1401.0,1486.0
flow_1460_0,1404.0,1732.0
flow_2094_0,1406.0,1477.0
flow_2096_0,1409.0,2196.0
flow_1271_0,1411.0,1466.0
flow_2097_0,1413.0,1483.0
flow_708_0,1421.0,1946.0
flow_709_0,1423.0,1951.0
flow_1279_0,1448.0,1571.0
flow_710_0,1451.0,1966.0
flow_713_0,1454.0,1524.0
flow_1292_0,1475.0,1616.0
flow_2098_0,1481.0,1551.0
flow_1916_0,1484.0,1620.0
flow_2101_0,1511.0,1786.0
flow_1490_0,1511.0,1563.0
flow_1494_0,1514.0,1627.0
flow_2833_0,1517.0,1630.0
flow_2834_0,1520.0,1727.0
flow_74_0,1521.0,1970.0
flow_1500_0,1541.0,1606.0
flow_716_0,1551.0,2016.0
flow_2102_0,1551.0,1790.0
flow_717_0,1553.0,2020.0
flow_2103_0,1553.0,1806.0
flow_1475_0,1557.0,1810.0
flow_1693_0,1571.0,1641.0
flow_718_0,1571.0,1641.0
flow_2104_0,1573.0,1876.0
flow_719_0,1574.0,2056.0
flow_2110_0,1621.0,2586.0
flow_2111_0,1623.0,1883.0
flow_720_0,1651.0,2060.0
flow_721_0,1653.0,2106.0
flow_2841_0,1676.0,1756.0
flow_2835_0,1708.0,1886.0
flow_1289_0,1721.0,1773.0
flow_1505_0,1724.0,1846.0
flow_2854_0,1741.0,1811.0
flow_1526_0,1743.0,1850.0
flow_722_0,1751.0,2110.0
flow_723_0,1753.0,2136.0
flow_724_0,1801.0,2140.0
flow_725_0,1804.0,1874.0
flow_859_0,1821.0,1916.0
flow_1509_0,1823.0,1920.0
flow_1934_0,1851.0,1926.0
flow_726_0,1851.0,1921.0
flow_1936_0,1854.0,1946.0
flow_727_0,1854.0,2166.0
flow_2116_0,1871.0,1941.0
flow_728_0,1871.0,2170.0
flow_2117_0,1873.0,1956.0
flow_729_0,1874.0,1956.0
flow_1523_0,1911.0,1986.0
flow_1528_0,1914.0,2116.0
flow_2856_0,1917.0,2120.0
flow_1942_0,1921.0,2276.0
flow_1709_0,1923.0,2021.0
flow_2865_0,1931.0,2001.0
flow_2859_0,1938.0,2176.0
flow_2863_0,1944.0,1995.0
flow_854_0,1951.0,2003.0
flow_1534_0,1955.0,2180.0
flow_2864_0,1972.0,2024.0
flow_732_0,1981.0,2216.0
flow_1739_0,1997.0,2067.0
flow_2119_0,2041.0,2110.0
flow_2121_0,2044.0,2114.0
flow_733_0,2051.0,2121.0
flow_2871_0,2052.0,2105.0
flow_734_0,2054.0,2220.0
flow_2391_0,2055.0,2606.0
flow_1541_0,2063.0,2146.0
flow_2124_0,2081.0,2166.0
flow_1947_0,2083.0,2170.0
flow_1540_0,2093.0,2200.0
flow_2881_0,2121.0,2191.0
flow_2125_0,2151.0,2220.0
