,enter_time,leave_time
flow_1223_0,181.0,251.0
flow_1224_0,184.0,256.0
flow_212_0,205.0,306.0
flow_213_0,208.0,310.0
flow_1654_0,225.0,336.0
flow_1436_0,261.0,756.0
flow_2035_0,261.0,316.0
flow_1437_0,264.0,334.0
flow_1438_0,281.0,356.0
flow_1226_0,281.0,426.0
flow_1439_0,284.0,354.0
flow_1227_0,284.0,354.0
flow_2042_0,291.0,346.0
flow_1440_0,300.0,370.0
flow_222_0,305.0,1547.0
flow_1441_0,341.0,411.0
flow_1229_0,341.0,490.0
flow_610_0,371.0,436.0
flow_1230_0,381.0,451.0
flow_1231_0,384.0,926.0
flow_2070_0,411.0,463.0
flow_2768_0,431.0,483.0
flow_2038_0,434.0,486.0
flow_1659_0,450.0,502.0
flow_2088_0,458.0,536.0
flow_1233_0,461.0,530.0
flow_1445_0,461.0,531.0
flow_1234_0,464.0,726.0
flow_2028_0,465.0,556.0
flow_2081_0,473.0,540.0
flow_1238_0,481.0,551.0
flow_11_0,485.0,537.0
flow_1449_0,513.0,596.0
flow_2100_0,514.0,566.0
flow_2058_0,516.0,600.0
flow_1239_0,521.0,596.0
flow_1242_0,531.0,600.0
flow_1450_0,533.0,603.0
flow_1657_0,541.0,606.0
flow_1453_0,566.0,636.0
flow_240_0,568.0,731.0
flow_619_0,575.0,726.0
flow_1244_0,581.0,651.0
flow_1245_0,583.0,654.0
flow_2112_0,591.0,660.0
flow_1457_0,620.0,706.0
flow_1676_0,644.0,715.0
flow_1458_0,651.0,720.0
flow_17_0,653.0,746.0
flow_19_0,656.0,750.0
flow_1248_0,661.0,731.0
flow_2126_0,661.0,714.0
flow_1250_0,664.0,746.0
flow_2129_0,666.0,761.0
flow_662_0,669.0,721.0
flow_2132_0,680.0,763.0
flow_1252_0,691.0,796.0
flow_1460_0,693.0,796.0
flow_1254_0,693.0,801.0
flow_2063_0,711.0,762.0
flow_2135_0,711.0,766.0
flow_2127_0,713.0,769.0
flow_2139_0,716.0,768.0
flow_2144_0,740.0,791.0
flow_1256_0,741.0,810.0
flow_1258_0,752.0,1146.0
flow_1861_0,761.0,1151.0
flow_33_0,761.0,830.0
flow_637_0,781.0,1146.0
flow_1260_0,791.0,861.0
flow_2062_0,794.0,845.0
flow_2151_0,802.0,866.0
flow_2158_0,810.0,862.0
flow_1680_0,830.0,906.0
flow_1681_0,831.0,906.0
flow_1846_0,833.0,910.0
flow_2098_0,839.0,891.0
flow_1262_0,841.0,916.0
flow_1263_0,843.0,921.0
flow_2797_0,854.0,1226.0
flow_2161_0,861.0,947.0
flow_2167_0,863.0,951.0
flow_1472_0,871.0,946.0
flow_1473_0,874.0,944.0
flow_1691_0,874.0,966.0
flow_1475_0,891.0,961.0
flow_2790_0,894.0,966.0
flow_2145_0,896.0,969.0
flow_1267_0,901.0,971.0
flow_1268_0,903.0,973.0
flow_674_0,909.0,961.0
flow_2182_0,913.0,986.0
flow_1476_0,921.0,996.0
flow_1478_0,923.0,993.0
flow_1695_0,947.0,1017.0
flow_1270_0,951.0,1020.0
flow_1271_0,953.0,1046.0
flow_1480_0,963.0,1033.0
