,enter_time,leave_time
flow_1_0,101.0,170.0
flow_4_0,131.0,200.0
flow_207_0,149.0,219.0
flow_9_0,201.0,346.0
flow_11_0,203.0,273.0
flow_1652_0,231.0,300.0
flow_208_0,233.0,303.0
flow_209_0,251.0,320.0
flow_1655_0,254.0,324.0
flow_214_0,271.0,346.0
flow_2763_0,349.0,446.0
flow_2764_0,352.0,421.0
flow_1658_0,361.0,446.0
flow_217_0,364.0,436.0
flow_219_0,381.0,450.0
flow_225_0,383.0,596.0
flow_13_0,402.0,471.0
flow_227_0,413.0,601.0
flow_229_0,441.0,616.0
flow_1663_0,443.0,620.0
flow_1665_0,471.0,656.0
flow_230_0,473.0,660.0
flow_232_0,491.0,663.0
flow_233_0,493.0,666.0
flow_235_0,503.0,670.0
flow_631_0,505.0,646.0
flow_1839_0,513.0,583.0
flow_238_0,531.0,601.0
flow_243_0,533.0,604.0
flow_244_0,561.0,631.0
flow_247_0,564.0,686.0
flow_1671_0,566.0,690.0
flow_249_0,569.0,706.0
flow_253_0,580.0,710.0
flow_254_0,583.0,713.0
flow_257_0,588.0,658.0
flow_258_0,591.0,661.0
flow_259_0,594.0,715.0
flow_2074_0,603.0,718.0
flow_261_0,621.0,721.0
flow_2054_0,621.0,673.0
flow_263_0,624.0,694.0
flow_265_0,651.0,746.0
flow_268_0,653.0,750.0
flow_649_0,661.0,726.0
flow_2051_0,664.0,734.0
flow_1679_0,691.0,766.0
flow_269_0,693.0,770.0
flow_222_0,696.0,766.0
flow_2062_0,699.0,768.0
flow_271_0,711.0,781.0
flow_272_0,723.0,796.0
flow_1442_0,725.0,795.0
flow_2094_0,731.0,783.0
flow_2097_0,734.0,787.0
flow_273_0,741.0,846.0
flow_275_0,743.0,851.0
flow_2098_0,751.0,803.0
flow_277_0,771.0,853.0
flow_280_0,773.0,856.0
flow_281_0,811.0,906.0
flow_1685_0,813.0,911.0
flow_285_0,831.0,901.0
flow_39_0,831.0,886.0
flow_1471_0,834.0,966.0
flow_286_0,834.0,904.0
flow_1462_0,835.0,906.0
flow_1231_0,838.0,1280.0
flow_2796_0,841.0,926.0
flow_2093_0,844.0,970.0
flow_2096_0,847.0,917.0
