,enter_time,leave_time
flow_1436_0,91.0,160.0
flow_1437_0,121.0,190.0
flow_1438_0,151.0,220.0
flow_1439_0,201.0,270.0
flow_1440_0,225.0,294.0
flow_1224_0,233.0,302.0
flow_1441_0,262.0,809.0
flow_212_0,291.0,360.0
flow_213_0,293.0,376.0
flow_1442_0,299.0,725.0
flow_13_0,300.0,352.0
flow_1654_0,340.0,416.0
flow_2028_0,361.0,413.0
flow_619_0,363.0,416.0
flow_1444_0,373.0,443.0
flow_17_0,410.0,546.0
flow_1445_0,421.0,551.0
flow_1447_0,424.0,494.0
flow_1448_0,426.0,497.0
flow_1449_0,433.0,576.0
flow_2764_0,459.0,516.0
flow_1450_0,461.0,1086.0
flow_1229_0,463.0,546.0
flow_19_0,481.0,583.0
flow_1452_0,511.0,581.0
flow_1453_0,514.0,586.0
flow_1231_0,531.0,1183.0
flow_1233_0,533.0,630.0
flow_222_0,567.0,1343.0
flow_1457_0,571.0,1164.0
flow_1458_0,573.0,690.0
flow_637_0,577.0,706.0
flow_1459_0,591.0,661.0
flow_1460_0,594.0,711.0
flow_1239_0,631.0,776.0
flow_1242_0,634.0,706.0
flow_1461_0,641.0,711.0
flow_1463_0,643.0,714.0
flow_1464_0,661.0,731.0
flow_2112_0,671.0,740.0
flow_1468_0,692.0,762.0
flow_33_0,701.0,770.0
flow_2790_0,715.0,786.0
flow_2054_0,721.0,806.0
flow_36_0,721.0,791.0
flow_2058_0,724.0,776.0
flow_1470_0,741.0,811.0
flow_1250_0,741.0,856.0
flow_2094_0,743.0,846.0
flow_1252_0,743.0,813.0
flow_1471_0,744.0,836.0
flow_214_0,751.0,806.0
flow_217_0,755.0,806.0
flow_1472_0,781.0,856.0
flow_1473_0,783.0,861.0
flow_2097_0,801.0,896.0
flow_1474_0,801.0,871.0
flow_2098_0,803.0,1151.0
flow_1475_0,804.0,907.0
flow_649_0,806.0,946.0
flow_1254_0,831.0,906.0
flow_1256_0,834.0,905.0
flow_690_0,841.0,950.0
flow_38_0,851.0,921.0
flow_266_0,852.0,976.0
flow_39_0,854.0,966.0
flow_2051_0,856.0,946.0
flow_1476_0,861.0,1362.0
flow_1478_0,863.0,933.0
flow_1480_0,872.0,941.0
flow_293_0,911.0,996.0
flow_1262_0,914.0,984.0
flow_2796_0,921.0,981.0
flow_2798_0,925.0,976.0
flow_1689_0,935.0,1026.0
flow_43_0,941.0,1011.0
flow_48_0,944.0,1046.0
flow_718_0,951.0,1090.0
flow_729_0,953.0,1092.0
flow_2110_0,954.0,1025.0
flow_2145_0,970.0,1022.0
flow_2806_0,975.0,1050.0
flow_2161_0,991.0,1061.0
flow_2129_0,991.0,1087.0
flow_2093_0,991.0,1095.0
flow_1870_0,994.0,1076.0
flow_2102_0,994.0,1136.0
flow_2169_0,1001.0,1053.0
flow_1485_0,1021.0,1466.0
flow_1486_0,1023.0,1131.0
flow_2096_0,1026.0,1091.0
flow_2810_0,1034.0,1104.0
flow_2813_0,1038.0,1166.0
flow_745_0,1041.0,1097.0
flow_1263_0,1041.0,1126.0
flow_1487_0,1041.0,1170.0
flow_2175_0,1043.0,1100.0
flow_1488_0,1044.0,1114.0
flow_1268_0,1044.0,1114.0
flow_1490_0,1046.0,1117.0
flow_1493_0,1055.0,1156.0
flow_2797_0,1061.0,1156.0
flow_67_0,1062.0,1114.0
flow_2184_0,1071.0,1176.0
flow_2192_0,1073.0,1181.0
flow_53_0,1081.0,1160.0
flow_60_0,1085.0,1155.0
flow_1494_0,1121.0,1191.0
flow_2215_0,1122.0,1191.0
flow_1497_0,1124.0,1216.0
flow_1500_0,1151.0,1221.0
flow_2167_0,1151.0,1220.0
flow_2212_0,1151.0,1206.0
flow_1270_0,1153.0,1276.0
flow_1271_0,1171.0,1266.0
