,enter_time,leave_time
flow_207_0,149.0,219.0
flow_208_0,173.0,243.0
flow_209_0,176.0,245.0
flow_1652_0,179.0,249.0
flow_214_0,233.0,346.0
flow_1655_0,245.0,315.0
flow_217_0,249.0,351.0
flow_219_0,269.0,338.0
flow_1658_0,314.0,383.0
flow_225_0,343.0,412.0
flow_227_0,349.0,418.0
flow_229_0,369.0,446.0
flow_230_0,379.0,450.0
flow_232_0,411.0,486.0
flow_233_0,423.0,492.0
flow_1663_0,429.0,499.0
flow_235_0,443.0,526.0
flow_1665_0,447.0,531.0
flow_238_0,471.0,541.0
flow_2763_0,495.0,564.0
flow_2764_0,497.0,567.0
flow_243_0,533.0,603.0
flow_244_0,551.0,621.0
flow_1671_0,554.0,623.0
flow_247_0,556.0,626.0
flow_631_0,585.0,696.0
flow_249_0,591.0,660.0
flow_1_0,601.0,670.0
flow_4_0,603.0,673.0
flow_9_0,606.0,700.0
flow_11_0,610.0,679.0
flow_13_0,613.0,683.0
flow_2074_0,633.0,706.0
flow_253_0,646.0,715.0
flow_254_0,648.0,718.0
flow_257_0,671.0,741.0
flow_258_0,673.0,744.0
flow_1231_0,673.0,1306.0
flow_1442_0,676.0,746.0
flow_2051_0,678.0,749.0
flow_2054_0,691.0,743.0
flow_259_0,701.0,770.0
flow_261_0,703.0,786.0
flow_263_0,705.0,775.0
flow_1679_0,708.0,791.0
flow_265_0,711.0,793.0
flow_268_0,713.0,796.0
flow_269_0,716.0,798.0
flow_271_0,718.0,788.0
flow_272_0,733.0,802.0
flow_273_0,761.0,830.0
flow_275_0,763.0,846.0
flow_277_0,766.0,849.0
flow_280_0,768.0,852.0
flow_281_0,770.0,855.0
flow_1839_0,773.0,843.0
flow_2062_0,774.0,846.0
flow_1685_0,801.0,870.0
flow_1252_0,814.0,907.0
flow_1462_0,818.0,896.0
flow_2094_0,841.0,893.0
flow_285_0,863.0,1196.0
flow_286_0,866.0,936.0
flow_2097_0,871.0,936.0
flow_1256_0,873.0,940.0
flow_2096_0,874.0,945.0
flow_2098_0,876.0,928.0
flow_1450_0,911.0,966.0
flow_2768_0,921.0,991.0
flow_58_0,931.0,1000.0
flow_61_0,933.0,1516.0
flow_715_0,945.0,1196.0
flow_1262_0,955.0,1077.0
flow_2111_0,969.0,1038.0
flow_649_0,971.0,1080.0
flow_690_0,973.0,1117.0
flow_2129_0,1021.0,1200.0
flow_2161_0,1045.0,1120.0
flow_1268_0,1065.0,1207.0
flow_1471_0,1071.0,1210.0
flow_67_0,1072.0,1141.0
flow_1474_0,1073.0,1226.0
flow_288_0,1091.0,1446.0
flow_289_0,1094.0,1177.0
flow_39_0,1101.0,1166.0
flow_1707_0,1110.0,1180.0
flow_1711_0,1150.0,1219.0
flow_1695_0,1163.0,1230.0
flow_222_0,1166.0,1236.0
flow_292_0,1181.0,1251.0
flow_2806_0,1182.0,1233.0
flow_1493_0,1184.0,1236.0
flow_299_0,1184.0,1253.0
flow_301_0,1186.0,1257.0
flow_1277_0,1188.0,1240.0
flow_302_0,1189.0,1259.0
flow_303_0,1192.0,1262.0
flow_718_0,1211.0,1286.0
flow_729_0,1213.0,1290.0
flow_2796_0,1219.0,1276.0
flow_2093_0,1221.0,1310.0
flow_745_0,1224.0,1376.0
flow_1492_0,1248.0,1317.0
flow_2186_0,1258.0,1327.0
flow_266_0,1261.0,1380.0
flow_1715_0,1261.0,1331.0
flow_2777_0,1263.0,1334.0
flow_1886_0,1264.0,1316.0
flow_2144_0,1271.0,1340.0
flow_1485_0,1281.0,1333.0
flow_2173_0,1281.0,1356.0
flow_307_0,1283.0,1360.0
flow_239_0,1294.0,1363.0
flow_48_0,1302.0,1353.0
flow_53_0,1304.0,1496.0
flow_1719_0,1311.0,1386.0
flow_1727_0,1313.0,1390.0
flow_1714_0,1345.0,1415.0
flow_2247_0,1355.0,1500.0
flow_312_0,1361.0,1431.0
flow_313_0,1363.0,1434.0
flow_315_0,1366.0,1435.0
flow_316_0,1368.0,1438.0
flow_317_0,1370.0,1440.0
flow_319_0,1373.0,1456.0
flow_320_0,1391.0,1460.0
flow_324_0,1394.0,1916.0
flow_795_0,1404.0,1474.0
flow_1730_0,1411.0,1480.0
flow_335_0,1414.0,1484.0
flow_338_0,1431.0,1501.0
flow_344_0,1434.0,1506.0
flow_1299_0,1445.0,1526.0
flow_345_0,1481.0,1550.0
flow_347_0,1483.0,1566.0
flow_741_0,1490.0,1571.0
flow_1736_0,1521.0,1596.0
flow_353_0,1523.0,1601.0
flow_768_0,1561.0,1826.0
flow_1698_0,1564.0,1796.0
flow_838_0,1654.0,2110.0
flow_354_0,1681.0,1750.0
flow_358_0,1683.0,1753.0
flow_2215_0,1688.0,1830.0
flow_362_0,1711.0,1780.0
flow_367_0,1713.0,1783.0
flow_371_0,1731.0,1806.0
flow_375_0,1761.0,1831.0
flow_1748_0,1764.0,1836.0
flow_377_0,1766.0,1841.0
flow_380_0,1769.0,1856.0
flow_1751_0,1771.0,1860.0
flow_383_0,1774.0,1920.0
flow_386_0,1786.0,1896.0
flow_1296_0,1808.0,1876.0
flow_388_0,1813.0,1901.0
flow_1301_0,1814.0,1880.0
flow_2175_0,1831.0,1883.0
flow_2184_0,1833.0,1885.0
flow_391_0,1851.0,1921.0
flow_2192_0,1851.0,1906.0
flow_350_0,1854.0,1906.0
flow_392_0,1854.0,1936.0
flow_397_0,1856.0,1957.0
flow_398_0,1859.0,1960.0
flow_376_0,1862.0,1926.0
flow_399_0,1862.0,1931.0
flow_400_0,1864.0,1934.0
flow_793_0,1871.0,1977.0
flow_1720_0,1871.0,1930.0
flow_2840_0,1874.0,2046.0
flow_1721_0,1874.0,2266.0
flow_336_0,1875.0,1946.0
flow_402_0,1881.0,1981.0
flow_404_0,1883.0,1996.0
flow_2213_0,1890.0,2000.0
flow_1759_0,1901.0,1971.0
flow_854_0,1907.0,1978.0
flow_1518_0,1911.0,1967.0
flow_1281_0,1913.0,1970.0
flow_1737_0,1915.0,1968.0
flow_1763_0,1930.0,2016.0
flow_2212_0,1931.0,2050.0
flow_828_0,1934.0,1986.0
flow_1741_0,1936.0,1988.0
flow_1310_0,1939.0,1990.0
flow_1750_0,1941.0,2020.0
flow_2846_0,1951.0,2006.0
flow_1529_0,1954.0,2024.0
flow_1527_0,1971.0,2027.0
flow_2236_0,1981.0,2033.0
flow_1724_0,1983.0,2036.0
flow_407_0,1991.0,2061.0
flow_1542_0,1992.0,2043.0
flow_1764_0,1994.0,2076.0
flow_846_0,2001.0,2053.0
flow_853_0,2003.0,2056.0
flow_329_0,2009.0,2266.0
flow_905_0,2021.0,2073.0
flow_412_0,2021.0,2091.0
flow_413_0,2024.0,2093.0
flow_2858_0,2025.0,2077.0
flow_341_0,2026.0,2095.0
flow_2242_0,2028.0,2106.0
flow_2216_0,2041.0,2236.0
flow_2224_0,2044.0,2116.0
flow_909_0,2047.0,2119.0
flow_1327_0,2066.0,2240.0
flow_2253_0,2078.0,2147.0
flow_415_0,2091.0,2161.0
flow_416_0,2094.0,2186.0
flow_1331_0,2108.0,2366.0
flow_417_0,2121.0,2190.0
flow_419_0,2124.0,2194.0
flow_1332_0,2141.0,2210.0
flow_423_0,2144.0,2271.0
flow_1773_0,2147.0,2216.0
flow_2431_0,2149.0,2219.0
flow_1775_0,2170.0,2246.0
flow_111_0,2191.0,2260.0
flow_114_0,2193.0,2276.0
flow_1338_0,2243.0,2370.0
flow_122_0,2271.0,2340.0
flow_425_0,2271.0,2340.0
flow_426_0,2273.0,2343.0
flow_427_0,2276.0,2345.0
flow_2872_0,2351.0,2403.0
flow_939_0,2354.0,2486.0
flow_442_0,2383.0,2453.0
flow_132_0,2400.0,2470.0
flow_959_0,2431.0,2500.0
flow_448_0,2441.0,2511.0
flow_452_0,2443.0,2514.0
flow_453_0,2461.0,2531.0
flow_463_0,2463.0,2534.0
flow_1571_0,2468.0,2539.0
flow_926_0,2471.0,2536.0
flow_2847_0,2473.0,2540.0
flow_464_0,2481.0,2550.0
flow_1787_0,2483.0,2553.0
flow_1563_0,2491.0,2597.0
flow_1574_0,2493.0,2600.0
flow_1578_0,2502.0,2554.0
flow_2292_0,2511.0,2677.0
flow_2293_0,2513.0,2680.0
flow_955_0,2516.0,2616.0
flow_2309_0,2518.0,2620.0
flow_469_0,2521.0,2606.0
flow_970_0,2521.0,2726.0
flow_974_0,2523.0,2576.0
flow_1943_0,2524.0,2836.0
flow_1789_0,2526.0,2610.0
flow_475_0,2529.0,2626.0
flow_478_0,2531.0,2840.0
flow_479_0,2534.0,2896.0
flow_1776_0,2536.0,2606.0
flow_480_0,2536.0,2630.0
flow_482_0,2538.0,2632.0
flow_488_0,2541.0,2635.0
flow_2319_0,2551.0,2697.0
flow_142_0,2552.0,2621.0
flow_1766_0,2553.0,2700.0
flow_2357_0,2591.0,2643.0
flow_2358_0,2594.0,2731.0
flow_489_0,2603.0,2673.0
flow_1368_0,2613.0,2686.0
flow_491_0,2633.0,2703.0
flow_492_0,2651.0,2720.0
flow_497_0,2653.0,2736.0
flow_1016_0,2654.0,2736.0
flow_1959_0,2655.0,2706.0
flow_1034_0,2658.0,2728.0
flow_1358_0,2664.0,2734.0
flow_1372_0,2684.0,2807.0
flow_499_0,2691.0,2760.0
flow_500_0,2693.0,2763.0
flow_2376_0,2701.0,2810.0
flow_507_0,2721.0,2790.0
flow_2384_0,2748.0,2817.0
flow_1577_0,2750.0,2820.0
flow_158_0,2772.0,2841.0
flow_508_0,2783.0,2853.0
flow_510_0,2813.0,2883.0
flow_2324_0,2831.0,3006.0
flow_1006_0,2833.0,3010.0
flow_512_0,2851.0,2921.0
flow_1979_0,2861.0,3106.0
flow_2546_0,2862.0,2915.0
flow_1046_0,2863.0,3110.0
flow_1376_0,2890.0,3156.0
flow_1056_0,2891.0,3112.0
flow_514_0,2903.0,2973.0
flow_515_0,2906.0,2975.0
flow_521_0,2941.0,3016.0
flow_1804_0,2943.0,3020.0
flow_2913_0,2945.0,3016.0
flow_1597_0,2951.0,3115.0
flow_1076_0,2954.0,3026.0
flow_526_0,2966.0,3036.0
flow_530_0,3011.0,3080.0
flow_532_0,3013.0,3083.0
flow_533_0,3015.0,3086.0
flow_534_0,3018.0,3088.0
flow_1809_0,3020.0,3089.0
flow_2572_0,3051.0,3126.0
flow_537_0,3063.0,3146.0
flow_2462_0,3084.0,3155.0
flow_541_0,3093.0,3166.0
flow_543_0,3096.0,3166.0
flow_1816_0,3131.0,3201.0
flow_547_0,3133.0,3204.0
flow_2491_0,3163.0,3236.0
flow_1820_0,3201.0,3356.0
flow_1823_0,3250.0,3320.0
flow_1404_0,3282.0,3596.0
flow_2497_0,3321.0,3390.0
flow_496_0,3331.0,3383.0
flow_1109_0,3333.0,3386.0
flow_502_0,3351.0,3421.0
flow_562_0,3396.0,3465.0
flow_1822_0,3428.0,3480.0
flow_1417_0,3455.0,3600.0
flow_1618_0,3511.0,nan
flow_2963_0,3541.0,nan
flow_2965_0,3544.0,3596.0
flow_1834_0,3571.0,nan
flow_566_0,3583.0,nan
flow_1423_0,3585.0,nan
flow_567_0,3586.0,nan
flow_571_0,3592.0,nan
flow_576_0,3598.0,nan
