,enter_time,leave_time
flow_2024_0,77.0,419.0
flow_2025_0,81.0,171.0
flow_2027_0,101.0,171.0
flow_2028_0,104.0,174.0
flow_2032_0,141.0,216.0
flow_2034_0,144.0,226.0
flow_2035_0,146.0,216.0
flow_2036_0,149.0,220.0
flow_2037_0,152.0,276.0
flow_605_0,161.0,230.0
flow_606_0,164.0,234.0
flow_2038_0,201.0,270.0
flow_2039_0,203.0,296.0
flow_2040_0,206.0,299.0
flow_2042_0,208.0,279.0
flow_2043_0,211.0,302.0
flow_609_0,213.0,283.0
flow_610_0,216.0,346.0
flow_612_0,233.0,303.0
flow_614_0,261.0,330.0
flow_616_0,264.0,334.0
flow_2045_0,271.0,341.0
flow_2046_0,273.0,344.0
flow_620_0,286.0,356.0
flow_621_0,289.0,358.0
flow_1847_0,290.0,359.0
flow_622_0,292.0,362.0
flow_623_0,295.0,376.0
flow_624_0,297.0,381.0
flow_2049_0,311.0,380.0
flow_2050_0,313.0,383.0
flow_2051_0,316.0,1387.0
flow_2053_0,318.0,388.0
flow_2054_0,320.0,406.0
flow_2056_0,323.0,411.0
flow_2057_0,325.0,413.0
flow_626_0,326.0,396.0
flow_2058_0,328.0,416.0
flow_2061_0,330.0,700.0
flow_628_0,331.0,402.0
flow_2062_0,333.0,1236.0
flow_2065_0,351.0,421.0
flow_2066_0,354.0,496.0
flow_1225_0,355.0,424.0
flow_634_0,356.0,426.0
flow_635_0,359.0,428.0
flow_636_0,381.0,450.0
flow_638_0,384.0,454.0
flow_2069_0,391.0,460.0
flow_2070_0,394.0,464.0
flow_2071_0,396.0,467.0
flow_2073_0,400.0,500.0
flow_1437_0,401.0,476.0
flow_2076_0,403.0,486.0
flow_2079_0,405.0,475.0
flow_2080_0,407.0,478.0
flow_2082_0,410.0,490.0
flow_2083_0,413.0,483.0
flow_1657_0,417.0,487.0
flow_1838_0,421.0,480.0
flow_642_0,423.0,496.0
flow_2084_0,431.0,506.0
flow_2086_0,433.0,510.0
flow_1436_0,434.0,504.0
flow_646_0,436.0,506.0
flow_2759_0,437.0,526.0
flow_1439_0,441.0,536.0
flow_648_0,449.0,519.0
flow_2087_0,471.0,556.0
flow_650_0,473.0,556.0
flow_2088_0,474.0,544.0
flow_2089_0,476.0,559.0
flow_2093_0,479.0,562.0
flow_2094_0,481.0,565.0
flow_2096_0,483.0,568.0
flow_654_0,485.0,560.0
flow_655_0,491.0,562.0
flow_2097_0,501.0,571.0
flow_2098_0,503.0,606.0
flow_1441_0,511.0,563.0
flow_11_0,514.0,596.0
flow_660_0,521.0,606.0
flow_662_0,533.0,676.0
flow_663_0,539.0,609.0
flow_665_0,551.0,621.0
flow_1226_0,561.0,616.0
flow_666_0,571.0,681.0
flow_2100_0,581.0,651.0
flow_2101_0,584.0,653.0
flow_2102_0,601.0,670.0
flow_669_0,601.0,671.0
flow_2776_0,602.0,696.0
flow_2103_0,603.0,686.0
flow_671_0,604.0,686.0
flow_672_0,613.0,690.0
flow_674_0,616.0,786.0
flow_1445_0,631.0,916.0
flow_679_0,639.0,716.0
flow_2104_0,641.0,716.0
flow_680_0,641.0,721.0
flow_2106_0,644.0,714.0
flow_2785_0,656.0,708.0
flow_682_0,671.0,740.0
flow_684_0,673.0,743.0
flow_687_0,691.0,760.0
flow_1450_0,701.0,753.0
flow_688_0,711.0,781.0
flow_689_0,714.0,790.0
flow_16_0,717.0,796.0
flow_691_0,726.0,800.0
flow_692_0,743.0,813.0
flow_670_0,746.0,920.0
flow_693_0,746.0,836.0
flow_694_0,748.0,840.0
flow_2107_0,751.0,821.0
flow_2110_0,754.0,836.0
flow_697_0,755.0,842.0
flow_699_0,761.0,831.0
flow_700_0,764.0,845.0
flow_2111_0,771.0,840.0
flow_2113_0,774.0,844.0
flow_703_0,781.0,851.0
flow_705_0,793.0,863.0
flow_2116_0,801.0,870.0
flow_2117_0,803.0,873.0
flow_2119_0,806.0,876.0
flow_2121_0,808.0,878.0
flow_2122_0,811.0,1126.0
flow_2124_0,813.0,883.0
flow_706_0,821.0,890.0
flow_708_0,824.0,894.0
flow_1449_0,835.0,904.0
flow_709_0,851.0,926.0
flow_2125_0,851.0,926.0
flow_710_0,854.0,924.0
flow_2126_0,854.0,924.0
flow_2128_0,856.0,1130.0
flow_716_0,857.0,931.0
flow_2129_0,859.0,930.0
flow_717_0,859.0,933.0
flow_1447_0,862.0,936.0
flow_2130_0,863.0,932.0
flow_2131_0,865.0,935.0
flow_2132_0,867.0,937.0
flow_2135_0,869.0,940.0
flow_2136_0,872.0,942.0
flow_2137_0,875.0,944.0
flow_2138_0,877.0,947.0
flow_2139_0,880.0,950.0
flow_2141_0,883.0,952.0
flow_719_0,891.0,960.0
flow_2143_0,901.0,971.0
flow_2144_0,903.0,974.0
flow_2145_0,907.0,986.0
flow_2146_0,909.0,991.0
flow_2147_0,911.0,993.0
flow_2150_0,914.0,996.0
flow_1687_0,925.0,1186.0
flow_1460_0,928.0,998.0
flow_2151_0,941.0,1011.0
flow_2155_0,944.0,1013.0
flow_2802_0,945.0,998.0
flow_240_0,951.0,1005.0
flow_1681_0,954.0,1156.0
flow_2803_0,963.0,1056.0
flow_2156_0,981.0,1050.0
flow_2158_0,984.0,1054.0
flow_1886_0,991.0,1716.0
flow_2205_0,991.0,1060.0
flow_222_0,992.0,1044.0
flow_1865_0,993.0,1166.0
flow_1475_0,1011.0,1063.0
flow_294_0,1014.0,1170.0
flow_683_0,1037.0,1190.0
flow_2159_0,1051.0,1120.0
flow_2164_0,1053.0,1136.0
flow_1846_0,1061.0,1113.0
flow_1478_0,1080.0,1172.0
flow_1480_0,1083.0,1175.0
flow_1693_0,1094.0,1216.0
flow_2165_0,1101.0,1171.0
flow_2166_0,1103.0,1174.0
flow_2812_0,1108.0,1177.0
flow_1897_0,1111.0,1221.0
flow_1901_0,1114.0,1192.0
flow_2168_0,1121.0,1191.0
flow_2169_0,1124.0,1223.0
flow_720_0,1133.0,1203.0
flow_721_0,1136.0,1206.0
flow_2172_0,1141.0,1226.0
flow_2175_0,1143.0,1229.0
flow_2805_0,1156.0,1306.0
flow_2176_0,1181.0,1250.0
flow_2177_0,1184.0,1254.0
