,enter_time,leave_time
flow_1838_0,140.0,216.0
flow_2027_0,193.0,246.0
flow_2035_0,204.0,256.0
flow_2029_0,221.0,686.0
flow_2756_0,223.0,686.0
flow_2042_0,262.0,326.0
flow_2045_0,267.0,319.0
flow_607_0,270.0,691.0
flow_2046_0,271.0,336.0
flow_2759_0,276.0,706.0
flow_2024_0,288.0,358.0
flow_1437_0,312.0,376.0
flow_2765_0,313.0,711.0
flow_2065_0,327.0,379.0
flow_2081_0,360.0,432.0
flow_2070_0,362.0,679.0
flow_2071_0,365.0,417.0
flow_2038_0,396.0,467.0
flow_2079_0,403.0,606.0
flow_2080_0,406.0,458.0
flow_1659_0,414.0,485.0
flow_2083_0,425.0,477.0
flow_2768_0,441.0,526.0
flow_2772_0,444.0,713.0
flow_610_0,451.0,502.0
flow_2088_0,460.0,511.0
flow_11_0,461.0,512.0
flow_2100_0,478.0,836.0
flow_2106_0,490.0,543.0
flow_2061_0,496.0,566.0
flow_1657_0,499.0,561.0
flow_2113_0,518.0,570.0
flow_1847_0,519.0,716.0
flow_1436_0,543.0,595.0
flow_642_0,551.0,603.0
flow_1439_0,552.0,616.0
flow_1440_0,555.0,607.0
flow_2775_0,571.0,719.0
flow_2776_0,574.0,644.0
flow_2126_0,583.0,647.0
flow_2127_0,591.0,661.0
flow_2129_0,606.0,657.0
flow_2777_0,611.0,721.0
flow_2132_0,613.0,664.0
flow_2135_0,632.0,726.0
flow_2139_0,648.0,731.0
flow_1441_0,652.0,726.0
flow_1445_0,655.0,731.0
flow_2143_0,675.0,728.0
flow_2144_0,679.0,733.0
flow_1450_0,686.0,737.0
flow_2780_0,691.0,776.0
flow_2121_0,693.0,781.0
flow_2785_0,696.0,766.0
flow_1857_0,701.0,776.0
flow_662_0,701.0,847.0
flow_2063_0,705.0,757.0
flow_666_0,705.0,757.0
flow_239_0,719.0,1382.0
flow_2151_0,723.0,851.0
flow_2130_0,734.0,836.0
flow_2789_0,743.0,841.0
