0.0,1.0
0.0,1.0
0.0,1.0
5.0,3.0
10.0,3.0
15.0,1.0
20.0,1.0
25.0,3.0
50.0,3.0
55.0,1.0
60.0,1.0
65.0,3.0
70.0,3.0
75.0,1.0
100.0,1.0
105.0,3.0
110.0,3.0
115.0,1.0
120.0,1.0
125.0,4.0
130.0,4.0
135.0,1.0
150.0,1.0
155.0,3.0
160.0,3.0
165.0,1.0
180.0,1.0
185.0,3.0
190.0,3.0
195.0,2.0
200.0,2.0
205.0,3.0
210.0,3.0
215.0,1.0
250.0,1.0
255.0,4.0
290.0,4.0
295.0,3.0
300.0,3.0
305.0,4.0
310.0,4.0
315.0,3.0
330.0,3.0
335.0,2.0
340.0,2.0
345.0,1.0
350.0,1.0
355.0,3.0
370.0,3.0
375.0,4.0
380.0,4.0
385.0,3.0
390.0,3.0
395.0,1.0
400.0,1.0
405.0,4.0
410.0,4.0
415.0,1.0
420.0,1.0
425.0,4.0
430.0,4.0
435.0,1.0
440.0,1.0
445.0,3.0
460.0,3.0
465.0,2.0
470.0,2.0
475.0,3.0
480.0,3.0
485.0,4.0
490.0,4.0
495.0,2.0
500.0,2.0
505.0,4.0
510.0,4.0
515.0,2.0
530.0,2.0
535.0,4.0
540.0,4.0
545.0,2.0
550.0,2.0
555.0,4.0
560.0,4.0
565.0,2.0
570.0,2.0
575.0,4.0
610.0,4.0
615.0,3.0
620.0,3.0
625.0,4.0
640.0,4.0
645.0,2.0
650.0,2.0
655.0,4.0
680.0,4.0
685.0,1.0
690.0,1.0
695.0,4.0
720.0,4.0
725.0,2.0
730.0,2.0
735.0,4.0
770.0,4.0
775.0,2.0
780.0,2.0
785.0,4.0
800.0,4.0
805.0,1.0
810.0,1.0
815.0,2.0
820.0,2.0
825.0,4.0
830.0,4.0
835.0,2.0
840.0,2.0
845.0,4.0
900.0,4.0
905.0,1.0
910.0,1.0
915.0,4.0
940.0,4.0
945.0,2.0
950.0,2.0
955.0,3.0
960.0,3.0
965.0,1.0
970.0,1.0
975.0,4.0
980.0,4.0
985.0,2.0
990.0,2.0
995.0,4.0
1000.0,4.0
1005.0,2.0
1010.0,2.0
1015.0,4.0
1020.0,4.0
1025.0,2.0
1030.0,2.0
1035.0,4.0
1040.0,4.0
1045.0,1.0
1050.0,1.0
1055.0,4.0
1070.0,4.0
1075.0,1.0
1080.0,1.0
1085.0,2.0
1090.0,2.0
1095.0,1.0
1100.0,1.0
1105.0,2.0
1110.0,2.0
1115.0,4.0
1140.0,4.0
1145.0,2.0
1150.0,2.0
1155.0,4.0
1230.0,4.0
1235.0,1.0
1240.0,1.0
1245.0,4.0
1260.0,4.0
1265.0,2.0
1270.0,2.0
1275.0,4.0
1280.0,4.0
1285.0,2.0
1290.0,2.0
1295.0,4.0
1310.0,4.0
1315.0,1.0
1320.0,1.0
1325.0,2.0
1330.0,2.0
1335.0,4.0
1350.0,4.0
1355.0,2.0
1360.0,2.0
1365.0,4.0
1380.0,4.0
1385.0,2.0
1390.0,2.0
1395.0,4.0
1410.0,4.0
1415.0,2.0
1420.0,2.0
1425.0,4.0
1450.0,4.0
1455.0,1.0
1460.0,1.0
1465.0,4.0
1470.0,4.0
1475.0,3.0
1480.0,3.0
1485.0,1.0
1490.0,1.0
1495.0,4.0
1500.0,4.0
1505.0,1.0
1510.0,1.0
1515.0,4.0
1520.0,4.0
1525.0,2.0
1530.0,2.0
1535.0,4.0
1550.0,4.0
1555.0,2.0
1560.0,2.0
1565.0,4.0
1580.0,4.0
1585.0,2.0
1590.0,2.0
1595.0,4.0
1610.0,4.0
1615.0,1.0
1620.0,1.0
1625.0,4.0
1650.0,4.0
1655.0,1.0
1660.0,1.0
1665.0,4.0
1670.0,4.0
1675.0,1.0
1680.0,1.0
1685.0,2.0
1690.0,2.0
1695.0,4.0
1700.0,4.0
1705.0,2.0
1710.0,2.0
1715.0,4.0
1790.0,4.0
1795.0,3.0
1800.0,3.0
1805.0,4.0
1810.0,4.0
1815.0,2.0
1820.0,2.0
1825.0,4.0
1830.0,4.0
1835.0,1.0
1840.0,1.0
1845.0,4.0
1860.0,4.0
1865.0,2.0
1890.0,2.0
1895.0,3.0
1900.0,3.0
1905.0,2.0
1910.0,2.0
1915.0,3.0
1920.0,3.0
1925.0,2.0
1930.0,2.0
1935.0,4.0
1950.0,4.0
1955.0,2.0
1960.0,2.0
1965.0,3.0
1970.0,3.0
1975.0,2.0
2010.0,2.0
2015.0,3.0
2020.0,3.0
2025.0,2.0
2060.0,2.0
2065.0,3.0
2070.0,3.0
2075.0,2.0
2100.0,2.0
2105.0,4.0
2110.0,4.0
2115.0,2.0
2130.0,2.0
2135.0,4.0
