,enter_time,leave_time
flow_1436_0,80.0,150.0
flow_1437_0,114.0,183.0
flow_1438_0,151.0,220.0
flow_1439_0,190.0,259.0
flow_1224_0,223.0,292.0
flow_1440_0,231.0,300.0
flow_1441_0,271.0,733.0
flow_2028_0,290.0,344.0
flow_1654_0,290.0,360.0
flow_1442_0,299.0,725.0
flow_13_0,326.0,377.0
flow_619_0,341.0,393.0
flow_1444_0,373.0,443.0
flow_214_0,391.0,556.0
flow_1445_0,391.0,460.0
flow_217_0,395.0,447.0
flow_2764_0,409.0,560.0
flow_1447_0,421.0,491.0
flow_1448_0,423.0,494.0
flow_2054_0,431.0,556.0
flow_2058_0,433.0,485.0
flow_1449_0,441.0,510.0
flow_1450_0,461.0,946.0
flow_637_0,467.0,537.0
flow_1229_0,473.0,542.0
flow_1452_0,475.0,545.0
flow_212_0,480.0,549.0
flow_213_0,482.0,551.0
flow_1453_0,501.0,570.0
flow_17_0,531.0,600.0
flow_1231_0,531.0,1131.0
flow_19_0,533.0,603.0
flow_1233_0,533.0,603.0
flow_222_0,537.0,1223.0
flow_1457_0,571.0,1147.0
flow_1239_0,571.0,876.0
flow_1458_0,573.0,656.0
flow_1459_0,591.0,661.0
flow_1460_0,594.0,663.0
flow_2094_0,601.0,696.0
flow_2097_0,603.0,701.0
flow_1461_0,621.0,691.0
flow_1242_0,631.0,706.0
flow_2098_0,651.0,978.0
flow_2112_0,651.0,720.0
flow_649_0,653.0,730.0
flow_1463_0,661.0,731.0
flow_1464_0,663.0,734.0
flow_33_0,681.0,751.0
flow_1468_0,701.0,771.0
flow_36_0,722.0,791.0
flow_38_0,724.0,795.0
flow_2051_0,726.0,777.0
flow_1470_0,741.0,811.0
flow_1471_0,744.0,876.0
flow_2790_0,755.0,846.0
flow_1472_0,761.0,850.0
flow_2093_0,771.0,822.0
flow_2102_0,774.0,1066.0
flow_690_0,781.0,832.0
flow_2110_0,784.0,855.0
flow_1473_0,791.0,866.0
flow_1474_0,794.0,880.0
flow_1475_0,797.0,870.0
flow_2796_0,811.0,906.0
flow_2798_0,815.0,867.0
flow_1250_0,821.0,890.0
flow_1252_0,824.0,894.0
flow_2145_0,831.0,883.0
flow_39_0,831.0,1006.0
flow_43_0,835.0,904.0
flow_1254_0,841.0,916.0
flow_1256_0,844.0,914.0
flow_1476_0,851.0,1343.0
flow_1478_0,853.0,936.0
flow_2096_0,856.0,907.0
flow_48_0,871.0,1011.0
flow_285_0,881.0,946.0
flow_288_0,883.0,950.0
flow_1480_0,891.0,966.0
flow_1262_0,891.0,961.0
flow_1263_0,902.0,972.0
flow_2806_0,908.0,1056.0
flow_1689_0,914.0,986.0
flow_2161_0,923.0,993.0
flow_2169_0,931.0,983.0
flow_2175_0,934.0,996.0
flow_1485_0,947.0,1286.0
flow_2167_0,951.0,1026.0
flow_293_0,953.0,1031.0
flow_1486_0,962.0,1031.0
flow_1691_0,971.0,1040.0
flow_718_0,971.0,1046.0
flow_729_0,973.0,1050.0
flow_2184_0,979.0,1086.0
flow_1487_0,980.0,1076.0
flow_266_0,992.0,1090.0
flow_1268_0,993.0,1064.0
flow_1488_0,1001.0,1071.0
