,enter_time,leave_time
flow_1436_0,1.0,74.0
flow_1437_0,38.0,116.0
flow_1438_0,75.0,148.0
flow_1439_0,112.0,196.0
flow_1440_0,149.0,236.0
flow_0_0,161.0,213.0
flow_2_0,164.0,266.0
flow_1441_0,186.0,259.0
flow_1442_0,223.0,808.0
flow_3_0,231.0,286.0
flow_5_0,233.0,291.0
flow_2763_0,251.0,326.0
flow_7_0,251.0,326.0
flow_2764_0,253.0,330.0
flow_10_0,254.0,306.0
flow_1443_0,260.0,334.0
flow_12_0,271.0,323.0
flow_15_0,274.0,330.0
flow_16_0,291.0,436.0
flow_17_0,294.0,396.0
flow_1444_0,297.0,370.0
flow_1445_0,301.0,374.0
flow_18_0,311.0,440.0
flow_1224_0,313.0,406.0
flow_19_0,314.0,400.0
flow_1446_0,315.0,389.0
flow_1447_0,329.0,406.0
flow_21_0,332.0,384.0
flow_631_0,341.0,436.0
flow_1448_0,343.0,446.0
flow_212_0,353.0,446.0
flow_1449_0,357.0,451.0
flow_22_0,361.0,516.0
flow_23_0,363.0,520.0
flow_13_0,366.0,436.0
flow_1450_0,371.0,466.0
flow_213_0,371.0,450.0
flow_1451_0,385.0,459.0
flow_1452_0,399.0,486.0
flow_24_0,401.0,453.0
flow_1453_0,413.0,491.0
flow_1454_0,427.0,501.0
flow_1455_0,441.0,596.0
flow_1654_0,441.0,526.0
flow_1456_0,455.0,529.0
flow_217_0,458.0,530.0
flow_1457_0,469.0,546.0
flow_27_0,471.0,523.0
flow_28_0,474.0,556.0
flow_1458_0,483.0,566.0
flow_29_0,491.0,543.0
flow_1459_0,497.0,570.0
flow_30_0,497.0,561.0
flow_1460_0,511.0,584.0
flow_2051_0,521.0,616.0
flow_1461_0,525.0,606.0
flow_222_0,531.0,601.0
flow_1229_0,534.0,607.0
flow_1462_0,539.0,666.0
flow_31_0,541.0,616.0
flow_1231_0,548.0,618.0
flow_1463_0,553.0,627.0
flow_1464_0,567.0,1109.0
flow_2782_0,571.0,636.0
flow_225_0,572.0,623.0
flow_2062_0,581.0,641.0
flow_1465_0,581.0,655.0
flow_1233_0,591.0,686.0
flow_1466_0,595.0,669.0
flow_33_0,601.0,996.0
flow_1467_0,601.0,675.0
flow_2790_0,612.0,663.0
flow_1468_0,616.0,690.0
flow_1469_0,631.0,705.0
flow_35_0,641.0,693.0
flow_36_0,644.0,1001.0
flow_1470_0,646.0,719.0
flow_1471_0,661.0,736.0
flow_1472_0,676.0,766.0
flow_37_0,681.0,733.0
flow_637_0,681.0,733.0
flow_38_0,684.0,1308.0
flow_661_0,684.0,746.0
flow_1242_0,685.0,755.0
flow_1473_0,691.0,770.0
flow_39_0,701.0,1061.0
flow_41_0,704.0,755.0
flow_42_0,706.0,758.0
flow_1474_0,706.0,836.0
flow_2795_0,711.0,996.0
flow_43_0,714.0,1063.0
flow_1475_0,721.0,841.0
flow_1476_0,736.0,856.0
flow_2096_0,741.0,792.0
flow_46_0,750.0,802.0
flow_1477_0,751.0,825.0
flow_1478_0,766.0,860.0
flow_2112_0,771.0,840.0
flow_1479_0,781.0,855.0
flow_2103_0,788.0,846.0
flow_1480_0,796.0,886.0
flow_48_0,801.0,1066.0
flow_49_0,804.0,856.0
flow_1481_0,811.0,885.0
flow_249_0,822.0,873.0
flow_1250_0,823.0,893.0
flow_239_0,826.0,877.0
flow_1482_0,826.0,900.0
flow_1483_0,841.0,915.0
flow_50_0,851.0,906.0
flow_52_0,853.0,911.0
flow_1484_0,856.0,930.0
flow_1485_0,871.0,946.0
flow_1254_0,871.0,946.0
flow_53_0,871.0,1069.0
flow_54_0,874.0,936.0
flow_55_0,876.0,940.0
flow_56_0,879.0,956.0
flow_1486_0,886.0,966.0
flow_2110_0,891.0,943.0
flow_2111_0,894.0,956.0
flow_1487_0,901.0,986.0
flow_1488_0,914.0,990.0
flow_60_0,921.0,1321.0
flow_62_0,923.0,976.0
flow_1489_0,927.0,1001.0
flow_1490_0,940.0,1013.0
flow_2806_0,942.0,995.0
flow_2809_0,944.0,1000.0
flow_1491_0,953.0,1126.0
flow_715_0,961.0,1026.0
flow_65_0,961.0,1013.0
flow_730_0,963.0,1031.0
flow_66_0,964.0,1026.0
