,enter_time,leave_time
flow_1222_0,1.0,75.0
flow_1223_0,38.0,361.0
flow_1224_0,75.0,148.0
flow_1225_0,112.0,236.0
flow_212_0,142.0,193.0
flow_213_0,144.0,196.0
flow_1226_0,149.0,226.0
flow_1650_0,171.0,266.0
flow_1651_0,173.0,270.0
flow_1227_0,186.0,376.0
flow_1653_0,211.0,286.0
flow_2030_0,211.0,266.0
flow_1654_0,214.0,266.0
flow_2031_0,214.0,266.0
flow_1228_0,223.0,297.0
flow_1436_0,231.0,301.0
flow_222_0,242.0,293.0
flow_1837_0,251.0,303.0
flow_1656_0,251.0,346.0
flow_2041_0,253.0,306.0
flow_1657_0,253.0,350.0
flow_1229_0,260.0,381.0
flow_1659_0,271.0,626.0
flow_2047_0,271.0,346.0
flow_2048_0,273.0,351.0
flow_1660_0,290.0,355.0
flow_1839_0,291.0,353.0
flow_2055_0,293.0,356.0
flow_1230_0,297.0,383.0
flow_1231_0,301.0,386.0
flow_1438_0,311.0,380.0
flow_2063_0,311.0,362.0
flow_1661_0,312.0,364.0
flow_2067_0,314.0,366.0
flow_1232_0,315.0,406.0
flow_1233_0,329.0,466.0
flow_2068_0,341.0,416.0
flow_2074_0,343.0,420.0
flow_1234_0,343.0,471.0
flow_1235_0,357.0,431.0
flow_2077_0,361.0,436.0
flow_2078_0,363.0,440.0
flow_1236_0,371.0,445.0
flow_1237_0,385.0,459.0
flow_1238_0,399.0,546.0
flow_1844_0,401.0,486.0
flow_1666_0,401.0,456.0
flow_2091_0,404.0,456.0
flow_239_0,411.0,486.0
flow_2756_0,411.0,490.0
flow_1239_0,413.0,551.0
flow_240_0,415.0,466.0
flow_1667_0,421.0,646.0
flow_1240_0,427.0,501.0
flow_2092_0,431.0,492.0
flow_2095_0,433.0,495.0
flow_1241_0,441.0,515.0
flow_2099_0,451.0,503.0
flow_1242_0,455.0,566.0
flow_1243_0,469.0,543.0
flow_1846_0,471.0,522.0
flow_2105_0,474.0,526.0
flow_1244_0,483.0,586.0
flow_1245_0,497.0,590.0
flow_2108_0,501.0,553.0
flow_2109_0,504.0,557.0
flow_1246_0,511.0,585.0
flow_17_0,511.0,586.0
flow_1668_0,511.0,650.0
flow_1669_0,513.0,706.0
flow_1670_0,517.0,576.0
flow_1672_0,520.0,710.0
flow_1849_0,521.0,576.0
flow_2112_0,524.0,646.0
flow_1247_0,525.0,599.0
flow_1674_0,529.0,580.0
flow_1248_0,539.0,879.0
flow_2114_0,541.0,596.0
flow_1854_0,543.0,599.0
flow_2038_0,545.0,630.0
flow_2768_0,548.0,687.0
flow_266_0,552.0,603.0
flow_1249_0,553.0,627.0
flow_1855_0,561.0,613.0
flow_1676_0,563.0,615.0
flow_2120_0,563.0,616.0
flow_1250_0,567.0,676.0
flow_2028_0,571.0,676.0
flow_2123_0,581.0,636.0
flow_1251_0,581.0,655.0
flow_1856_0,583.0,639.0
flow_1859_0,586.0,656.0
flow_19_0,591.0,680.0
flow_270_0,591.0,656.0
flow_1252_0,595.0,680.0
flow_1253_0,601.0,675.0
flow_2763_0,612.0,664.0
flow_1254_0,616.0,716.0
flow_2134_0,621.0,696.0
flow_1861_0,624.0,706.0
flow_1255_0,631.0,705.0
flow_1680_0,641.0,696.0
flow_1862_0,641.0,693.0
flow_1449_0,643.0,713.0
flow_1256_0,646.0,720.0
flow_1257_0,661.0,735.0
flow_1863_0,671.0,723.0
flow_1864_0,673.0,726.0
flow_1258_0,676.0,749.0
flow_284_0,682.0,733.0
flow_1259_0,691.0,796.0
flow_2777_0,691.0,816.0
flow_1683_0,701.0,816.0
flow_1684_0,704.0,756.0
flow_1260_0,706.0,779.0
flow_1453_0,721.0,790.0
flow_1261_0,721.0,795.0
flow_1457_0,724.0,793.0
flow_2152_0,731.0,821.0
flow_2154_0,733.0,846.0
flow_1262_0,736.0,809.0
flow_1263_0,751.0,836.0
flow_293_0,752.0,803.0
flow_1264_0,766.0,840.0
flow_1458_0,771.0,840.0
flow_1687_0,781.0,846.0
flow_1265_0,781.0,855.0
flow_2160_0,781.0,850.0
flow_1688_0,783.0,850.0
flow_2161_0,784.0,856.0
flow_1266_0,796.0,870.0
flow_1267_0,811.0,1137.0
flow_2167_0,821.0,1016.0
flow_1690_0,821.0,876.0
flow_1691_0,823.0,876.0
flow_2173_0,824.0,876.0
flow_1268_0,826.0,946.0
flow_662_0,835.0,946.0
flow_1692_0,840.0,896.0
flow_1269_0,841.0,915.0
flow_2195_0,851.0,903.0
flow_1270_0,856.0,950.0
flow_2201_0,871.0,922.0
flow_1271_0,871.0,976.0
flow_1460_0,871.0,941.0
flow_2790_0,873.0,950.0
flow_2202_0,874.0,926.0
flow_1693_0,881.0,932.0
flow_1694_0,883.0,935.0
flow_1272_0,886.0,960.0
flow_2204_0,891.0,956.0
flow_2207_0,893.0,960.0
flow_1273_0,901.0,981.0
flow_33_0,911.0,980.0
flow_1695_0,911.0,963.0
flow_1696_0,913.0,966.0
flow_1274_0,914.0,1126.0
flow_2221_0,916.0,967.0
flow_2223_0,922.0,986.0
flow_1275_0,927.0,1001.0
flow_1276_0,940.0,1014.0
flow_2070_0,943.0,1013.0
flow_305_0,951.0,1002.0
flow_306_0,953.0,1005.0
flow_1277_0,953.0,1131.0
flow_1278_0,966.0,1040.0
flow_1698_0,971.0,1026.0
flow_2232_0,971.0,1023.0
flow_2234_0,974.0,1026.0
flow_1699_0,974.0,1036.0
flow_1279_0,979.0,1146.0
flow_311_0,991.0,1043.0
flow_1280_0,992.0,1066.0
flow_2247_0,994.0,1046.0
flow_318_0,995.0,1046.0
flow_1281_0,1005.0,1079.0
flow_2249_0,1011.0,1063.0
flow_1282_0,1018.0,1150.0
flow_327_0,1030.0,1086.0
flow_1870_0,1031.0,1166.0
flow_1283_0,1031.0,1236.0
