,enter_time,leave_time
flow_1436_0,80.0,150.0
flow_1437_0,114.0,206.0
flow_1438_0,161.0,230.0
flow_1439_0,190.0,259.0
flow_1224_0,231.0,306.0
flow_1440_0,251.0,326.0
flow_1441_0,262.0,729.0
flow_212_0,267.0,346.0
flow_213_0,270.0,350.0
flow_1442_0,299.0,771.0
flow_214_0,341.0,526.0
flow_1654_0,351.0,426.0
flow_17_0,360.0,429.0
flow_1444_0,373.0,443.0
flow_222_0,381.0,1123.0
flow_1445_0,391.0,486.0
flow_13_0,392.0,444.0
flow_2028_0,431.0,483.0
flow_619_0,433.0,486.0
flow_19_0,441.0,510.0
flow_2764_0,449.0,530.0
flow_1447_0,451.0,521.0
flow_1448_0,453.0,524.0
flow_1229_0,491.0,566.0
flow_1449_0,491.0,566.0
flow_1450_0,493.0,941.0
flow_1231_0,493.0,1107.0
flow_637_0,497.0,586.0
flow_217_0,502.0,553.0
flow_1452_0,511.0,581.0
flow_1453_0,514.0,591.0
flow_1457_0,551.0,1087.0
flow_1233_0,571.0,646.0
flow_1458_0,571.0,650.0
flow_1459_0,573.0,643.0
flow_1460_0,611.0,706.0
flow_1461_0,614.0,684.0
flow_1239_0,641.0,786.0
flow_1242_0,643.0,713.0
flow_649_0,671.0,726.0
flow_2790_0,675.0,796.0
flow_33_0,691.0,800.0
flow_2112_0,723.0,796.0
flow_36_0,727.0,797.0
flow_38_0,732.0,802.0
flow_1463_0,751.0,821.0
flow_1464_0,753.0,824.0
flow_39_0,761.0,876.0
flow_1250_0,771.0,866.0
flow_1252_0,774.0,844.0
flow_2051_0,776.0,836.0
flow_2054_0,801.0,852.0
flow_266_0,804.0,856.0
flow_2796_0,811.0,896.0
flow_2058_0,840.0,892.0
flow_1468_0,841.0,911.0
flow_1470_0,843.0,914.0
flow_1254_0,871.0,946.0
flow_1256_0,874.0,945.0
flow_690_0,885.0,937.0
flow_43_0,891.0,961.0
flow_48_0,894.0,1056.0
flow_53_0,896.0,1061.0
flow_1471_0,911.0,1156.0
flow_293_0,911.0,996.0
flow_2798_0,912.0,963.0
flow_1262_0,914.0,984.0
flow_1472_0,914.0,996.0
flow_1689_0,935.0,1004.0
flow_718_0,941.0,1016.0
flow_1473_0,961.0,1046.0
flow_1474_0,964.0,1160.0
flow_1475_0,981.0,1050.0
flow_1476_0,983.0,1554.0
flow_1478_0,1001.0,1091.0
flow_1480_0,1003.0,1136.0
flow_1263_0,1051.0,1136.0
flow_1485_0,1051.0,1407.0
flow_1486_0,1053.0,1142.0
flow_2161_0,1054.0,1124.0
flow_285_0,1061.0,1113.0
flow_60_0,1082.0,1151.0
