,enter_time,leave_time
flow_2756_0,201.0,286.0
flow_607_0,261.0,330.0
flow_2759_0,263.0,346.0
flow_1437_0,293.0,426.0
flow_1226_0,300.0,430.0
flow_610_0,301.0,427.0
flow_2765_0,313.0,386.0
flow_2027_0,318.0,636.0
flow_2035_0,330.0,430.0
flow_1439_0,331.0,496.0
flow_2768_0,371.0,456.0
flow_1440_0,384.0,437.0
flow_2772_0,411.0,480.0
flow_1441_0,413.0,501.0
flow_2024_0,438.0,508.0
flow_1659_0,447.0,517.0
flow_2775_0,451.0,520.0
flow_2776_0,463.0,533.0
flow_2777_0,481.0,556.0
flow_1234_0,515.0,567.0
flow_1436_0,519.0,716.0
flow_2780_0,521.0,596.0
flow_1847_0,536.0,656.0
flow_2029_0,541.0,656.0
flow_240_0,541.0,716.0
flow_1838_0,544.0,614.0
flow_1445_0,555.0,721.0
flow_2042_0,556.0,720.0
flow_642_0,593.0,645.0
flow_1657_0,596.0,746.0
flow_239_0,598.0,1579.0
flow_2081_0,621.0,691.0
flow_2785_0,621.0,691.0
flow_1857_0,624.0,736.0
flow_2038_0,648.0,726.0
flow_2789_0,661.0,736.0
flow_1450_0,675.0,746.0
flow_266_0,678.0,786.0
flow_2127_0,691.0,761.0
flow_270_0,694.0,791.0
flow_670_0,700.0,770.0
flow_11_0,711.0,776.0
flow_2792_0,713.0,786.0
flow_2045_0,735.0,788.0
flow_2046_0,739.0,976.0
flow_662_0,761.0,836.0
flow_666_0,765.0,816.0
flow_2797_0,793.0,866.0
flow_2065_0,795.0,848.0
flow_1681_0,801.0,886.0
flow_2070_0,804.0,1138.0
flow_2071_0,807.0,859.0
flow_284_0,811.0,891.0
flow_2186_0,812.0,882.0
flow_2079_0,815.0,981.0
flow_2080_0,832.0,885.0
flow_2083_0,838.0,889.0
flow_1457_0,849.0,918.0
flow_2801_0,861.0,936.0
flow_674_0,871.0,927.0
flow_689_0,873.0,931.0
flow_2802_0,883.0,953.0
flow_2803_0,901.0,971.0
flow_2088_0,903.0,996.0
flow_1473_0,924.0,977.0
flow_1258_0,941.0,993.0
flow_683_0,941.0,1010.0
flow_2805_0,943.0,1056.0
flow_2061_0,953.0,1022.0
flow_1865_0,961.0,1031.0
flow_1867_0,965.0,1035.0
flow_2205_0,981.0,1126.0
flow_222_0,981.0,1407.0
flow_1466_0,1011.0,1086.0
flow_46_0,1014.0,1126.0
flow_1680_0,1024.0,1094.0
flow_1683_0,1028.0,1106.0
flow_1231_0,1031.0,1083.0
flow_2063_0,1033.0,1086.0
flow_1475_0,1037.0,1256.0
flow_1478_0,1045.0,1261.0
flow_2812_0,1051.0,1121.0
flow_2100_0,1075.0,1536.0
flow_1480_0,1083.0,1276.0
flow_56_0,1101.0,1170.0
flow_2815_0,1103.0,1173.0
flow_1692_0,1107.0,1177.0
flow_1485_0,1132.0,1185.0
