,enter_time,leave_time
flow_1_0,141.0,210.0
flow_4_0,143.0,213.0
flow_207_0,163.0,233.0
flow_208_0,166.0,236.0
flow_1652_0,191.0,260.0
flow_209_0,193.0,276.0
flow_214_0,233.0,336.0
flow_1655_0,245.0,315.0
flow_217_0,301.0,376.0
flow_219_0,306.0,386.0
flow_1658_0,314.0,390.0
flow_2763_0,324.0,406.0
flow_2764_0,374.0,445.0
flow_225_0,390.0,460.0
flow_1663_0,461.0,530.0
flow_1665_0,463.0,546.0
flow_9_0,501.0,571.0
flow_11_0,504.0,576.0
flow_13_0,507.0,577.0
flow_227_0,511.0,580.0
flow_229_0,513.0,596.0
flow_230_0,551.0,620.0
flow_232_0,553.0,623.0
flow_631_0,555.0,646.0
flow_222_0,566.0,636.0
flow_233_0,601.0,686.0
flow_1671_0,603.0,690.0
flow_235_0,621.0,706.0
flow_238_0,624.0,694.0
flow_243_0,641.0,711.0
flow_244_0,643.0,714.0
flow_1442_0,674.0,745.0
flow_1462_0,685.0,766.0
flow_1679_0,691.0,766.0
flow_247_0,711.0,796.0
flow_1839_0,731.0,801.0
flow_249_0,753.0,866.0
flow_1231_0,766.0,1950.0
flow_1685_0,791.0,871.0
flow_253_0,793.0,886.0
flow_254_0,796.0,890.0
flow_649_0,801.0,926.0
flow_2796_0,830.0,956.0
flow_257_0,841.0,911.0
flow_258_0,873.0,943.0
flow_259_0,901.0,970.0
flow_261_0,903.0,986.0
flow_690_0,911.0,1006.0
flow_263_0,931.0,1001.0
flow_266_0,931.0,1010.0
flow_239_0,932.0,1197.0
flow_2768_0,933.0,1004.0
flow_58_0,951.0,1200.0
flow_61_0,953.0,2756.0
flow_2074_0,971.0,1196.0
flow_265_0,973.0,1201.0
flow_268_0,991.0,1216.0
flow_1471_0,991.0,1346.0
flow_269_0,993.0,1220.0
flow_1474_0,993.0,1350.0
flow_715_0,995.0,1065.0
flow_271_0,995.0,1066.0
flow_272_0,998.0,1316.0
flow_273_0,1001.0,1320.0
flow_275_0,1003.0,1576.0
flow_39_0,1021.0,1166.0
flow_1252_0,1022.0,1486.0
flow_48_0,1025.0,1077.0
flow_53_0,1027.0,1490.0
flow_1450_0,1041.0,1526.0
flow_718_0,1043.0,1529.0
flow_1256_0,1072.0,1606.0
flow_1262_0,1075.0,1610.0
flow_1268_0,1080.0,1726.0
flow_277_0,1081.0,1580.0
flow_280_0,1083.0,1616.0
flow_281_0,1086.0,1620.0
flow_285_0,1088.0,1158.0
flow_286_0,1092.0,1162.0
flow_2806_0,1122.0,1173.0
flow_1492_0,1128.0,1197.0
flow_288_0,1131.0,1207.0
flow_289_0,1134.0,1696.0
flow_2051_0,1144.0,1215.0
flow_2054_0,1161.0,1213.0
flow_729_0,1164.0,1730.0
flow_1493_0,1181.0,1786.0
flow_2186_0,1190.0,1316.0
flow_768_0,1211.0,1790.0
flow_67_0,1212.0,1281.0
flow_2094_0,1214.0,1266.0
flow_2062_0,1234.0,1320.0
flow_1695_0,1236.0,1836.0
flow_292_0,1251.0,1321.0
flow_1707_0,1254.0,1700.0
flow_795_0,1258.0,1576.0
flow_299_0,1321.0,1746.0
flow_301_0,1324.0,1394.0
flow_2096_0,1364.0,1435.0
flow_1518_0,1501.0,1839.0
flow_302_0,1511.0,1751.0
flow_1711_0,1513.0,1806.0
flow_2777_0,1531.0,1601.0
flow_303_0,1533.0,1604.0
flow_2161_0,1542.0,1886.0
flow_1281_0,1549.0,1889.0
flow_1714_0,1601.0,1671.0
flow_1299_0,1604.0,1809.0
flow_1715_0,1611.0,1681.0
flow_1719_0,1614.0,1896.0
flow_336_0,1619.0,1946.0
flow_838_0,1634.0,2829.0
flow_307_0,1651.0,1900.0
flow_2097_0,1653.0,1996.0
flow_312_0,1654.0,1724.0
flow_2098_0,1671.0,1723.0
flow_2111_0,1673.0,1751.0
flow_1485_0,1673.0,1726.0
flow_1527_0,1684.0,2000.0
flow_854_0,1747.0,1817.0
flow_1727_0,1761.0,1956.0
flow_313_0,1764.0,1834.0
flow_315_0,1811.0,1960.0
flow_316_0,1813.0,1976.0
flow_1886_0,1901.0,1953.0
flow_2093_0,1904.0,2086.0
flow_741_0,1911.0,1981.0
flow_2129_0,1914.0,1986.0
flow_317_0,1921.0,2046.0
flow_319_0,1923.0,2051.0
flow_320_0,1991.0,2246.0
flow_1730_0,1993.0,2250.0
flow_324_0,1996.0,2066.0
flow_2173_0,1998.0,2316.0
flow_1736_0,2000.0,2320.0
flow_335_0,2003.0,2074.0
flow_338_0,2006.0,2076.0
flow_344_0,2008.0,2346.0
flow_345_0,2010.0,2350.0
flow_347_0,2013.0,2706.0
flow_1529_0,2024.0,2094.0
flow_111_0,2041.0,2246.0
flow_1542_0,2072.0,2123.0
flow_353_0,2081.0,2710.0
flow_745_0,2081.0,2156.0
flow_354_0,2083.0,2726.0
flow_1698_0,2084.0,2136.0
flow_909_0,2084.0,2251.0
flow_329_0,2099.0,2176.0
flow_358_0,2101.0,2729.0
flow_350_0,2101.0,2153.0
flow_362_0,2103.0,2896.0
flow_2840_0,2104.0,2646.0
flow_1277_0,2122.0,2196.0
flow_1748_0,2151.0,2899.0
flow_367_0,2153.0,2916.0
flow_1751_0,2156.0,2920.0
flow_371_0,2158.0,2956.0
flow_375_0,2160.0,2230.0
flow_1720_0,2161.0,2236.0
flow_377_0,2163.0,2960.0
flow_2846_0,2163.0,2240.0
flow_341_0,2176.0,2316.0
flow_114_0,2181.0,2320.0
flow_1721_0,2201.0,2271.0
flow_2144_0,2204.0,3046.0
flow_380_0,2221.0,3051.0
flow_383_0,2224.0,2294.0
flow_1724_0,2251.0,2303.0
flow_2175_0,2254.0,2306.0
flow_122_0,2311.0,2706.0
flow_1563_0,2331.0,2426.0
flow_1750_0,2341.0,3116.0
flow_793_0,2343.0,3121.0
flow_828_0,2361.0,2430.0
flow_2184_0,2363.0,2576.0
flow_376_0,2385.0,2580.0
flow_2247_0,2405.0,2596.0
flow_1571_0,2405.0,2474.0
flow_386_0,2421.0,3124.0
flow_388_0,2423.0,3127.0
flow_1296_0,2492.0,2600.0
flow_2213_0,2501.0,3130.0
flow_2858_0,2511.0,2563.0
flow_132_0,2512.0,2581.0
flow_846_0,2513.0,2566.0
flow_2872_0,2531.0,2583.0
flow_939_0,2534.0,2716.0
flow_391_0,2551.0,2621.0
flow_392_0,2554.0,2624.0
flow_1574_0,2594.0,2720.0
flow_1006_0,2631.0,2760.0
flow_397_0,2641.0,3446.0
flow_398_0,2643.0,3450.0
flow_2215_0,2646.0,2826.0
flow_2192_0,2674.0,2936.0
flow_399_0,2701.0,2771.0
flow_400_0,2703.0,2774.0
flow_402_0,2706.0,3566.0
flow_404_0,2708.0,3570.0
flow_2216_0,2711.0,2876.0
flow_407_0,2712.0,2781.0
flow_1759_0,2714.0,2784.0
flow_1016_0,2724.0,2896.0
flow_2913_0,2727.0,2900.0
flow_1763_0,2731.0,nan
flow_1764_0,2733.0,nan
flow_2224_0,2754.0,2916.0
flow_1737_0,2755.0,2808.0
flow_1034_0,2758.0,2828.0
flow_853_0,2761.0,2813.0
flow_2212_0,2764.0,2940.0
flow_412_0,2781.0,2851.0
flow_1578_0,2781.0,2833.0
flow_413_0,2784.0,nan
flow_1577_0,2827.0,2898.0
flow_142_0,2852.0,2921.0
flow_158_0,2854.0,2925.0
flow_1332_0,2891.0,nan
flow_1773_0,2893.0,nan
flow_2253_0,2909.0,3047.0
flow_1301_0,2912.0,3076.0
flow_415_0,2931.0,3001.0
flow_416_0,2934.0,nan
flow_1310_0,2982.0,3080.0
flow_417_0,2991.0,nan
flow_1076_0,2991.0,3176.0
flow_419_0,2994.0,3064.0
flow_1775_0,3011.0,nan
flow_1741_0,3012.0,3064.0
flow_423_0,3015.0,3086.0
flow_425_0,3018.0,nan
flow_426_0,3020.0,nan
flow_427_0,3023.0,nan
flow_1597_0,3027.0,3156.0
flow_442_0,3041.0,3111.0
flow_448_0,3043.0,3114.0
flow_959_0,3091.0,nan
flow_1327_0,3095.0,3160.0
flow_502_0,3095.0,3165.0
flow_452_0,3101.0,3171.0
flow_453_0,3103.0,3174.0
flow_1331_0,3140.0,3306.0
flow_463_0,3191.0,3261.0
flow_1338_0,3192.0,3310.0
flow_464_0,3194.0,nan
flow_469_0,3196.0,nan
flow_475_0,3199.0,nan
flow_1787_0,3201.0,nan
flow_1789_0,3204.0,nan
flow_478_0,3221.0,3291.0
flow_479_0,3223.0,3294.0
flow_480_0,3226.0,nan
flow_482_0,3228.0,nan
flow_1804_0,3230.0,nan
flow_2431_0,3233.0,nan
flow_488_0,3281.0,nan
flow_489_0,3284.0,3354.0
flow_491_0,3311.0,3381.0
flow_492_0,3314.0,nan
flow_1626_0,3315.0,3446.0
flow_1809_0,3351.0,nan
flow_1368_0,3353.0,nan
flow_2847_0,3371.0,3486.0
flow_1766_0,3373.0,3490.0
flow_1943_0,3511.0,3581.0
flow_497_0,3514.0,nan
flow_499_0,3551.0,nan
flow_1816_0,3554.0,nan
flow_1776_0,3566.0,nan
flow_175_0,3577.0,nan
