,enter_time,leave_time
flow_2024_0,77.0,409.0
flow_2025_0,81.0,161.0
flow_2027_0,131.0,201.0
flow_2028_0,134.0,206.0
flow_2032_0,181.0,306.0
flow_605_0,181.0,276.0
flow_606_0,184.0,254.0
flow_2034_0,184.0,276.0
flow_2035_0,187.0,257.0
flow_2036_0,189.0,310.0
flow_2037_0,191.0,326.0
flow_2038_0,194.0,281.0
flow_2039_0,197.0,283.0
flow_2040_0,199.0,286.0
flow_2042_0,202.0,272.0
flow_609_0,211.0,281.0
flow_610_0,214.0,306.0
flow_2043_0,221.0,290.0
flow_2045_0,224.0,294.0
flow_2046_0,251.0,321.0
flow_2049_0,254.0,336.0
flow_2050_0,256.0,341.0
flow_2051_0,259.0,1166.0
flow_612_0,261.0,331.0
flow_2053_0,261.0,380.0
flow_2054_0,264.0,406.0
flow_614_0,264.0,336.0
flow_616_0,266.0,336.0
flow_620_0,269.0,339.0
flow_621_0,273.0,376.0
flow_1847_0,290.0,410.0
flow_2056_0,301.0,413.0
flow_622_0,301.0,371.0
flow_2057_0,303.0,415.0
flow_623_0,304.0,380.0
flow_624_0,306.0,406.0
flow_626_0,309.0,380.0
flow_1838_0,337.0,396.0
flow_628_0,341.0,411.0
flow_2058_0,351.0,420.0
flow_2061_0,353.0,732.0
flow_2062_0,381.0,1416.0
flow_634_0,391.0,461.0
flow_1437_0,391.0,546.0
flow_635_0,394.0,476.0
flow_636_0,413.0,496.0
flow_638_0,416.0,486.0
flow_2065_0,451.0,521.0
flow_2066_0,454.0,526.0
flow_2069_0,456.0,566.0
flow_2070_0,459.0,530.0
flow_2071_0,462.0,532.0
flow_642_0,471.0,541.0
flow_646_0,474.0,566.0
flow_2759_0,477.0,571.0
flow_2073_0,491.0,576.0
flow_2076_0,494.0,596.0
flow_2079_0,511.0,581.0
flow_2080_0,513.0,584.0
flow_2082_0,515.0,600.0
flow_2083_0,518.0,588.0
flow_2084_0,522.0,602.0
flow_2086_0,524.0,605.0
flow_1225_0,544.0,636.0
flow_1657_0,548.0,618.0
flow_2087_0,551.0,640.0
flow_2088_0,554.0,624.0
flow_1439_0,561.0,616.0
flow_648_0,561.0,631.0
flow_1436_0,564.0,634.0
flow_1441_0,564.0,616.0
flow_650_0,564.0,636.0
flow_654_0,566.0,639.0
flow_2776_0,567.0,686.0
flow_655_0,569.0,642.0
flow_660_0,571.0,645.0
flow_662_0,574.0,706.0
flow_663_0,577.0,647.0
flow_665_0,580.0,650.0
flow_1226_0,581.0,690.0
flow_666_0,582.0,711.0
flow_669_0,611.0,681.0
flow_11_0,631.0,726.0
flow_1445_0,633.0,730.0
flow_2089_0,641.0,716.0
flow_2093_0,643.0,720.0
flow_2094_0,646.0,746.0
flow_2096_0,648.0,750.0
flow_2097_0,650.0,766.0
flow_2098_0,653.0,770.0
flow_671_0,671.0,746.0
flow_2100_0,671.0,741.0
flow_672_0,673.0,750.0
flow_2101_0,674.0,772.0
flow_2102_0,691.0,775.0
flow_674_0,691.0,856.0
flow_2103_0,693.0,777.0
flow_679_0,694.0,766.0
flow_2104_0,696.0,779.0
flow_2106_0,698.0,769.0
flow_2107_0,702.0,856.0
flow_2785_0,712.0,765.0
flow_680_0,731.0,806.0
flow_682_0,733.0,810.0
flow_2110_0,741.0,810.0
flow_2111_0,743.0,813.0
flow_2113_0,745.0,815.0
flow_2116_0,748.0,818.0
flow_2117_0,751.0,820.0
flow_670_0,753.0,846.0
flow_2119_0,753.0,823.0
flow_2121_0,756.0,826.0
flow_2122_0,758.0,860.0
flow_2124_0,761.0,831.0
flow_2125_0,764.0,906.0
flow_2126_0,781.0,851.0
flow_2128_0,784.0,886.0
flow_240_0,791.0,843.0
flow_1450_0,793.0,846.0
flow_2129_0,811.0,881.0
flow_684_0,811.0,906.0
flow_16_0,813.0,910.0
flow_2130_0,814.0,911.0
flow_2131_0,816.0,936.0
flow_2132_0,819.0,890.0
flow_2135_0,822.0,892.0
flow_2136_0,824.0,940.0
flow_687_0,831.0,936.0
flow_688_0,834.0,904.0
flow_1447_0,837.0,940.0
flow_689_0,839.0,1056.0
flow_2137_0,841.0,956.0
flow_691_0,843.0,956.0
flow_2138_0,843.0,960.0
flow_692_0,846.0,915.0
flow_2139_0,846.0,916.0
flow_2141_0,848.0,962.0
flow_693_0,848.0,960.0
flow_694_0,851.0,962.0
flow_2143_0,852.0,921.0
flow_2144_0,854.0,925.0
flow_1449_0,857.0,965.0
flow_697_0,873.0,965.0
flow_2145_0,901.0,970.0
flow_2146_0,903.0,973.0
flow_1865_0,911.0,1026.0
flow_2147_0,921.0,990.0
flow_1681_0,921.0,1036.0
flow_2150_0,923.0,993.0
flow_2151_0,925.0,996.0
flow_2155_0,928.0,998.0
flow_2156_0,931.0,1000.0
flow_2802_0,932.0,984.0
flow_2158_0,933.0,1003.0
flow_2159_0,936.0,1005.0
flow_2164_0,938.0,1008.0
flow_2165_0,941.0,1011.0
flow_2166_0,944.0,1014.0
flow_2168_0,961.0,1031.0
flow_2169_0,964.0,1096.0
flow_2803_0,965.0,1030.0
flow_2172_0,966.0,1101.0
flow_2175_0,969.0,1116.0
flow_2176_0,971.0,1120.0
flow_1886_0,981.0,2040.0
flow_683_0,988.0,1058.0
flow_2177_0,991.0,1061.0
flow_2179_0,994.0,1064.0
flow_699_0,1001.0,1071.0
flow_700_0,1004.0,1097.0
flow_1687_0,1008.0,1136.0
flow_2205_0,1011.0,1076.0
flow_1460_0,1013.0,1126.0
flow_2180_0,1021.0,1140.0
flow_2182_0,1024.0,1094.0
flow_2183_0,1027.0,1256.0
flow_2184_0,1029.0,1129.0
flow_2185_0,1031.0,1156.0
flow_703_0,1031.0,1101.0
flow_705_0,1033.0,1104.0
flow_2187_0,1034.0,1260.0
flow_706_0,1035.0,1116.0
flow_2188_0,1037.0,1160.0
flow_708_0,1038.0,1108.0
flow_2189_0,1040.0,1162.0
flow_709_0,1042.0,1120.0
flow_2190_0,1042.0,1112.0
flow_710_0,1045.0,1114.0
flow_716_0,1048.0,1122.0
flow_717_0,1050.0,1125.0
flow_719_0,1052.0,1127.0
flow_720_0,1055.0,1136.0
flow_721_0,1058.0,1140.0
flow_722_0,1060.0,1130.0
flow_222_0,1062.0,1114.0
flow_723_0,1063.0,1156.0
flow_724_0,1065.0,1161.0
flow_727_0,1068.0,1138.0
flow_1897_0,1070.0,1165.0
flow_728_0,1071.0,1163.0
flow_1475_0,1071.0,1124.0
flow_294_0,1074.0,1146.0
flow_2191_0,1081.0,1167.0
flow_2192_0,1083.0,1170.0
flow_2193_0,1085.0,1156.0
flow_2194_0,1088.0,1173.0
flow_2196_0,1091.0,1176.0
flow_1478_0,1091.0,1150.0
flow_2197_0,1093.0,1179.0
flow_284_0,1093.0,1196.0
flow_2198_0,1096.0,1181.0
flow_2199_0,1098.0,1206.0
flow_2200_0,1100.0,1170.0
flow_2203_0,1103.0,1210.0
flow_732_0,1121.0,1206.0
flow_2805_0,1126.0,1286.0
flow_2812_0,1152.0,1236.0
flow_2206_0,1161.0,1230.0
flow_2208_0,1164.0,1290.0
flow_734_0,1183.0,1253.0
flow_1480_0,1191.0,1276.0
flow_2209_0,1191.0,1266.0
flow_2210_0,1194.0,1264.0
flow_2272_0,1211.0,1280.0
flow_2212_0,1221.0,1296.0
flow_2213_0,1224.0,1294.0
flow_2214_0,1226.0,1299.0
flow_2215_0,1229.0,1300.0
flow_2216_0,1232.0,1303.0
flow_2217_0,1235.0,1305.0
flow_2218_0,1237.0,1307.0
flow_2222_0,1240.0,1310.0
flow_1846_0,1241.0,1293.0
flow_2224_0,1242.0,3136.0
flow_58_0,1244.0,1316.0
flow_1867_0,1245.0,1331.0
flow_2225_0,1248.0,1318.0
flow_2226_0,1249.0,1787.0
flow_2227_0,1252.0,1430.0
flow_2229_0,1254.0,1456.0
flow_2230_0,1256.0,1460.0
flow_1693_0,1260.0,1616.0
flow_2819_0,1262.0,1320.0
flow_2231_0,1262.0,1333.0
flow_2235_0,1264.0,1336.0
flow_1901_0,1271.0,1346.0
flow_1906_0,1274.0,1620.0
flow_2236_0,1291.0,1646.0
flow_2237_0,1294.0,1366.0
flow_2239_0,1296.0,1366.0
flow_2240_0,1299.0,1370.0
flow_2241_0,1301.0,1650.0
flow_2242_0,1304.0,1686.0
flow_2243_0,1306.0,1691.0
flow_2244_0,1309.0,1379.0
flow_2246_0,1312.0,1386.0
flow_739_0,1313.0,1386.0
flow_1916_0,1321.0,1693.0
flow_2821_0,1322.0,1376.0
flow_2248_0,1341.0,1696.0
flow_326_0,1343.0,1419.0
flow_2250_0,1344.0,1446.0
flow_1274_0,1346.0,1526.0
flow_2251_0,1346.0,1417.0
flow_1279_0,1348.0,1401.0
flow_2253_0,1349.0,1699.0
flow_1286_0,1351.0,1530.0
flow_2255_0,1352.0,1716.0
flow_2256_0,1354.0,1424.0
flow_2257_0,1356.0,1427.0
flow_2258_0,1359.0,1430.0
flow_2260_0,1361.0,1433.0
flow_2261_0,1364.0,1996.0
flow_2262_0,1367.0,1437.0
flow_2265_0,1370.0,1723.0
flow_741_0,1371.0,1446.0
flow_2266_0,1373.0,1443.0
flow_742_0,1374.0,1456.0
flow_2267_0,1376.0,1725.0
flow_2269_0,1379.0,1728.0
flow_2271_0,1381.0,1730.0
flow_2274_0,1384.0,1454.0
flow_2276_0,1387.0,1756.0
flow_2277_0,1390.0,1461.0
flow_2280_0,1393.0,1466.0
flow_285_0,1393.0,1586.0
flow_333_0,1404.0,1475.0
flow_743_0,1411.0,1481.0
flow_744_0,1413.0,1484.0
flow_1292_0,1421.0,1473.0
flow_2281_0,1421.0,1761.0
flow_2284_0,1424.0,1494.0
flow_2286_0,1427.0,1776.0
flow_2287_0,1429.0,1780.0
flow_2288_0,1432.0,1836.0
flow_2289_0,1434.0,1556.0
flow_2290_0,1437.0,1560.0
flow_2291_0,1439.0,1509.0
flow_2835_0,1441.0,1493.0
flow_2292_0,1442.0,1840.0
flow_2293_0,1461.0,1866.0
flow_2294_0,1464.0,1534.0
flow_2295_0,1466.0,1870.0
flow_2297_0,1469.0,1886.0
flow_2298_0,1471.0,1542.0
flow_1500_0,1481.0,1617.0
flow_1709_0,1500.0,1890.0
flow_2838_0,1506.0,1590.0
flow_749_0,1511.0,1620.0
flow_750_0,1513.0,1647.0
flow_2299_0,1551.0,1626.0
flow_754_0,1553.0,1650.0
flow_2300_0,1554.0,1906.0
flow_2301_0,1571.0,1641.0
flow_2302_0,1573.0,1644.0
flow_769_0,1591.0,1686.0
flow_1932_0,1592.0,1661.0
flow_771_0,1593.0,1691.0
flow_1934_0,1594.0,1910.0
flow_2304_0,1611.0,1913.0
flow_773_0,1611.0,1693.0
flow_774_0,1613.0,1696.0
flow_2305_0,1613.0,1915.0
flow_2306_0,1616.0,1918.0
flow_2307_0,1618.0,1689.0
flow_2308_0,1622.0,1937.0
flow_2309_0,1624.0,1940.0
flow_2841_0,1631.0,1700.0
flow_1271_0,1633.0,1716.0
flow_2797_0,1636.0,1720.0
flow_1936_0,1641.0,1956.0
flow_1938_0,1645.0,1715.0
flow_2310_0,1661.0,1960.0
flow_1511_0,1661.0,1790.0
flow_365_0,1663.0,1827.0
flow_2311_0,1663.0,1964.0
flow_776_0,1671.0,1756.0
flow_779_0,1673.0,1761.0
flow_2844_0,1673.0,1830.0
flow_2313_0,1681.0,1966.0
flow_2315_0,1683.0,1968.0
flow_1942_0,1711.0,1971.0
flow_2317_0,1731.0,2819.0
flow_2318_0,1733.0,1990.0
flow_787_0,1751.0,1836.0
flow_2851_0,1753.0,1927.0
flow_789_0,1753.0,1846.0
flow_791_0,1756.0,1826.0
flow_2319_0,1771.0,2016.0
flow_2321_0,1773.0,2020.0
flow_1282_0,1777.0,1847.0
flow_2391_0,1781.0,1833.0
flow_792_0,1783.0,1866.0
flow_1723_0,1784.0,1930.0
flow_2322_0,1791.0,2023.0
flow_1523_0,1791.0,1870.0
flow_2323_0,1794.0,1864.0
flow_1947_0,1821.0,2026.0
flow_2324_0,1831.0,2029.0
flow_2325_0,1834.0,1904.0
flow_2337_0,1836.0,2006.0
flow_2338_0,1840.0,1910.0
flow_2339_0,1842.0,1913.0
flow_2340_0,1844.0,1916.0
flow_2847_0,1869.0,2031.0
flow_2342_0,1871.0,2046.0
flow_793_0,1871.0,2006.0
flow_2344_0,1873.0,2050.0
flow_796_0,1874.0,1944.0
flow_2346_0,1876.0,2010.0
flow_2347_0,1878.0,1948.0
flow_2348_0,1881.0,2330.0
flow_2350_0,1884.0,2056.0
flow_2861_0,1885.0,1946.0
flow_2351_0,1901.0,2059.0
flow_803_0,1901.0,1970.0
flow_2354_0,1903.0,2061.0
flow_804_0,1903.0,1986.0
flow_806_0,1921.0,1991.0
flow_2355_0,1921.0,2096.0
flow_810_0,1923.0,2017.0
flow_2357_0,1923.0,2101.0
flow_811_0,1925.0,1996.0
flow_2358_0,1926.0,2116.0
flow_815_0,1928.0,2021.0
flow_2359_0,1928.0,1999.0
flow_2360_0,1931.0,2001.0
flow_818_0,1931.0,2023.0
flow_822_0,1933.0,2026.0
flow_2361_0,1933.0,2120.0
flow_1954_0,1940.0,2122.0
flow_755_0,1951.0,2036.0
flow_2362_0,1951.0,2086.0
flow_823_0,1951.0,2021.0
flow_825_0,1953.0,2024.0
flow_2363_0,1954.0,2125.0
flow_2866_0,1963.0,2066.0
flow_2867_0,1966.0,2076.0
flow_827_0,1981.0,2050.0
flow_2364_0,1981.0,2051.0
flow_829_0,1983.0,2053.0
flow_2367_0,1984.0,2127.0
flow_2368_0,2001.0,2129.0
flow_2370_0,2003.0,2146.0
flow_2869_0,2005.0,2080.0
flow_831_0,2011.0,2081.0
flow_832_0,2014.0,2096.0
flow_2372_0,2021.0,2150.0
flow_2374_0,2023.0,2152.0
flow_2375_0,2026.0,2106.0
flow_2376_0,2028.0,2155.0
flow_2377_0,2030.0,2158.0
flow_1739_0,2031.0,2083.0
flow_2379_0,2033.0,2426.0
flow_350_0,2033.0,2086.0
flow_2383_0,2035.0,2165.0
flow_2384_0,2038.0,2168.0
flow_2385_0,2040.0,2110.0
flow_834_0,2041.0,2116.0
flow_835_0,2043.0,2119.0
flow_2386_0,2043.0,2113.0
flow_836_0,2046.0,2123.0
flow_837_0,2048.0,2125.0
flow_839_0,2050.0,2128.0
flow_1733_0,2054.0,2124.0
flow_2389_0,2071.0,2171.0
flow_2393_0,2074.0,2144.0
flow_843_0,2111.0,2286.0
flow_2394_0,2151.0,2220.0
flow_2395_0,2153.0,2236.0
flow_1746_0,2158.0,2241.0
flow_847_0,2171.0,2240.0
flow_2396_0,2171.0,2244.0
flow_424_0,2171.0,2326.0
flow_1765_0,2174.0,2226.0
flow_848_0,2174.0,2244.0
flow_2397_0,2174.0,2244.0
flow_851_0,2176.0,2246.0
flow_857_0,2179.0,2248.0
flow_74_0,2181.0,2251.0
flow_860_0,2184.0,2254.0
flow_862_0,2186.0,2257.0
flow_2398_0,2201.0,2271.0
flow_2399_0,2203.0,2274.0
flow_864_0,2203.0,2273.0
flow_2400_0,2221.0,2316.0
flow_2406_0,2223.0,2321.0
flow_2882_0,2235.0,2287.0
flow_2407_0,2241.0,2336.0
flow_2409_0,2244.0,2366.0
flow_1541_0,2251.0,2320.0
flow_867_0,2271.0,2341.0
flow_1755_0,2274.0,2345.0
flow_868_0,2274.0,2343.0
flow_2410_0,2281.0,2822.0
flow_2411_0,2283.0,2353.0
flow_2412_0,2286.0,2370.0
flow_2413_0,2288.0,2357.0
flow_1756_0,2291.0,2343.0
flow_869_0,2291.0,2360.0
flow_2414_0,2292.0,2386.0
flow_871_0,2293.0,2376.0
flow_1334_0,2294.0,2496.0
flow_2415_0,2295.0,2364.0
flow_2418_0,2297.0,2376.0
flow_2419_0,2300.0,2380.0
flow_2420_0,2302.0,2389.0
flow_2878_0,2308.0,2379.0
flow_875_0,2311.0,2381.0
flow_876_0,2313.0,2384.0
flow_877_0,2315.0,2436.0
flow_2422_0,2321.0,2436.0
flow_2423_0,2324.0,2394.0
flow_1969_0,2331.0,3057.0
flow_1724_0,2331.0,2406.0
flow_1547_0,2333.0,2410.0
flow_2424_0,2341.0,2456.0
flow_2426_0,2343.0,2460.0
