,enter_time,leave_time
flow_1837_0,91.0,146.0
flow_1838_0,94.0,166.0
flow_2029_0,97.0,171.0
flow_2030_0,100.0,151.0
flow_2031_0,104.0,176.0
flow_2033_0,112.0,164.0
flow_1650_0,131.0,226.0
flow_1839_0,141.0,226.0
flow_2041_0,144.0,231.0
flow_1840_0,144.0,196.0
flow_1841_0,151.0,203.0
flow_2047_0,168.0,233.0
flow_2048_0,172.0,236.0
flow_1842_0,181.0,233.0
flow_1225_0,190.0,241.0
flow_2055_0,200.0,256.0
flow_1844_0,220.0,306.0
flow_1651_0,231.0,306.0
flow_2063_0,232.0,310.0
flow_1653_0,233.0,310.0
flow_1845_0,243.0,295.0
flow_2067_0,248.0,313.0
flow_2068_0,252.0,316.0
flow_2072_0,268.0,320.0
flow_1846_0,271.0,356.0
flow_2074_0,276.0,360.0
flow_2077_0,288.0,362.0
flow_2078_0,292.0,365.0
flow_2045_0,297.0,386.0
flow_2081_0,304.0,466.0
flow_1848_0,312.0,364.0
flow_1436_0,327.0,396.0
flow_1656_0,331.0,401.0
flow_1657_0,333.0,403.0
flow_2756_0,341.0,456.0
flow_2091_0,344.0,396.0
flow_607_0,344.0,486.0
flow_2092_0,348.0,400.0
flow_2095_0,360.0,411.0
flow_1659_0,361.0,413.0
flow_1660_0,364.0,415.0
flow_1661_0,367.0,418.0
flow_1223_0,371.0,423.0
flow_2099_0,376.0,427.0
flow_1849_0,391.0,442.0
flow_1853_0,393.0,445.0
flow_2105_0,406.0,476.0
flow_2108_0,421.0,480.0
flow_1232_0,421.0,476.0
flow_2109_0,426.0,526.0
flow_1854_0,431.0,530.0
flow_1855_0,433.0,532.0
flow_2112_0,441.0,535.0
flow_1856_0,451.0,538.0
flow_2114_0,455.0,541.0
flow_2115_0,457.0,510.0
flow_2759_0,471.0,541.0
flow_2118_0,471.0,523.0
flow_2765_0,474.0,567.0
flow_2065_0,479.0,570.0
flow_2120_0,481.0,556.0
flow_1857_0,481.0,546.0
flow_1858_0,484.0,536.0
flow_1859_0,495.0,561.0
flow_2123_0,497.0,586.0
flow_2772_0,511.0,581.0
flow_2127_0,516.0,596.0
flow_2133_0,546.0,598.0
flow_2134_0,551.0,606.0
flow_239_0,561.0,613.0
flow_1670_0,564.0,666.0
flow_2142_0,591.0,643.0
flow_1861_0,601.0,1261.0
flow_1862_0,603.0,671.0
flow_1863_0,621.0,673.0
flow_1674_0,621.0,672.0
flow_2148_0,621.0,673.0
flow_1864_0,623.0,676.0
flow_2149_0,626.0,678.0
flow_2071_0,639.0,786.0
flow_1865_0,641.0,746.0
flow_2152_0,641.0,716.0
flow_1866_0,644.0,696.0
flow_1867_0,646.0,1030.0
