,enter_time,leave_time
flow_207_0,80.0,166.0
flow_1652_0,104.0,173.0
flow_1_0,151.0,226.0
flow_1655_0,173.0,246.0
flow_1223_0,192.0,245.0
flow_208_0,221.0,316.0
flow_209_0,223.0,321.0
flow_4_0,241.0,316.0
flow_1658_0,242.0,323.0
flow_211_0,281.0,351.0
flow_214_0,284.0,386.0
flow_2035_0,305.0,366.0
flow_1662_0,334.0,404.0
flow_11_0,341.0,411.0
flow_1663_0,357.0,427.0
flow_2042_0,361.0,412.0
flow_1227_0,363.0,415.0
flow_1665_0,375.0,506.0
flow_215_0,391.0,461.0
flow_216_0,393.0,464.0
flow_1839_0,421.0,511.0
flow_2055_0,425.0,495.0
flow_2763_0,437.0,507.0
flow_2063_0,461.0,556.0
flow_1230_0,463.0,526.0
flow_217_0,471.0,540.0
flow_218_0,474.0,544.0
flow_219_0,477.0,546.0
flow_1671_0,480.0,550.0
flow_619_0,481.0,566.0
flow_225_0,483.0,606.0
flow_221_0,484.0,554.0
flow_610_0,511.0,570.0
flow_1846_0,511.0,626.0
flow_2074_0,514.0,610.0
flow_227_0,541.0,656.0
flow_229_0,543.0,660.0
flow_1675_0,545.0,615.0
flow_1678_0,596.0,666.0
flow_2081_0,600.0,651.0
flow_230_0,611.0,680.0
flow_232_0,613.0,683.0
flow_1679_0,617.0,687.0
flow_1681_0,647.0,717.0
flow_1682_0,658.0,728.0
flow_1436_0,681.0,776.0
flow_1238_0,682.0,735.0
flow_1657_0,683.0,780.0
flow_1676_0,696.0,806.0
flow_233_0,711.0,786.0
flow_1685_0,713.0,790.0
flow_234_0,716.0,786.0
flow_1244_0,725.0,810.0
flow_2127_0,728.0,812.0
flow_1245_0,752.0,815.0
flow_1248_0,755.0,807.0
flow_637_0,761.0,817.0
flow_1689_0,784.0,856.0
flow_235_0,791.0,906.0
flow_237_0,794.0,864.0
flow_238_0,797.0,910.0
flow_243_0,799.0,926.0
flow_244_0,802.0,930.0
flow_246_0,804.0,875.0
flow_247_0,807.0,956.0
flow_248_0,810.0,881.0
flow_249_0,813.0,960.0
flow_1462_0,821.0,906.0
flow_2768_0,831.0,1016.0
flow_250_0,871.0,941.0
flow_1231_0,871.0,941.0
flow_251_0,873.0,944.0
flow_1680_0,891.0,946.0
flow_2777_0,901.0,1020.0
flow_1260_0,915.0,968.0
flow_252_0,921.0,991.0
flow_253_0,924.0,1126.0
flow_1697_0,928.0,998.0
flow_2798_0,971.0,1026.0
flow_1701_0,978.0,1048.0
flow_2054_0,985.0,1106.0
flow_2088_0,1001.0,1056.0
flow_254_0,1001.0,1130.0
flow_256_0,1004.0,1074.0
flow_58_0,1011.0,1081.0
flow_61_0,1014.0,1126.0
flow_1267_0,1022.0,1075.0
flow_1707_0,1038.0,1276.0
flow_2806_0,1058.0,1128.0
flow_2173_0,1071.0,1280.0
flow_1711_0,1078.0,1346.0
flow_257_0,1091.0,1351.0
flow_258_0,1093.0,1366.0
flow_1696_0,1099.0,1150.0
flow_1700_0,1106.0,1158.0
flow_318_0,1116.0,1168.0
flow_1715_0,1118.0,1370.0
flow_48_0,1125.0,1276.0
flow_1273_0,1133.0,1184.0
flow_1703_0,1136.0,1188.0
flow_1878_0,1141.0,1192.0
flow_1881_0,1143.0,1195.0
flow_1706_0,1153.0,1226.0
flow_1719_0,1158.0,1406.0
flow_259_0,1171.0,1410.0
flow_260_0,1174.0,1244.0
flow_261_0,1177.0,1466.0
flow_263_0,1179.0,1470.0
flow_264_0,1183.0,1253.0
flow_1722_0,1188.0,1258.0
flow_265_0,1211.0,1474.0
flow_267_0,1214.0,1284.0
flow_239_0,1221.0,1291.0
flow_674_0,1229.0,1296.0
flow_1714_0,1234.0,1516.0
flow_1727_0,1238.0,1476.0
flow_268_0,1251.0,1478.0
flow_269_0,1253.0,1481.0
flow_271_0,1271.0,1483.0
flow_272_0,1273.0,1486.0
flow_1730_0,1276.0,1489.0
flow_1287_0,1278.0,1336.0
flow_1892_0,1290.0,1341.0
flow_2094_0,1297.0,1367.0
flow_1497_0,1311.0,1363.0
flow_1734_0,1338.0,1408.0
flow_1725_0,1353.0,1404.0
flow_46_0,1355.0,1417.0
flow_1736_0,1370.0,1491.0
flow_2062_0,1371.0,1441.0
flow_2283_0,1401.0,1453.0
flow_1738_0,1402.0,1472.0
flow_1485_0,1405.0,1474.0
flow_348_0,1416.0,1496.0
flow_1299_0,1433.0,1521.0
flow_2098_0,1434.0,1504.0
flow_795_0,1451.0,1546.0
flow_2129_0,1461.0,1606.0
flow_273_0,1461.0,1546.0
flow_275_0,1463.0,1550.0
flow_2132_0,1464.0,1516.0
flow_276_0,1481.0,1551.0
flow_277_0,1484.0,1553.0
flow_355_0,1499.0,1551.0
flow_2186_0,1501.0,1571.0
flow_1721_0,1501.0,1610.0
flow_2135_0,1505.0,1566.0
flow_1745_0,1514.0,1584.0
flow_280_0,1521.0,1616.0
flow_1503_0,1521.0,1572.0
flow_281_0,1523.0,1620.0
flow_1748_0,1558.0,1636.0
flow_283_0,1561.0,1631.0
flow_285_0,1564.0,1641.0
flow_286_0,1566.0,1676.0
flow_287_0,1570.0,1640.0
flow_288_0,1573.0,1680.0
flow_838_0,1577.0,1646.0
flow_2144_0,1578.0,1630.0
flow_2151_0,1611.0,1666.0
flow_289_0,1611.0,1726.0
flow_290_0,1614.0,1684.0
flow_1751_0,1621.0,1730.0
flow_1305_0,1622.0,1675.0
flow_1308_0,1626.0,1686.0
flow_368_0,1629.0,1690.0
flow_291_0,1651.0,1721.0
flow_292_0,1654.0,1756.0
flow_1724_0,1660.0,1730.0
flow_294_0,1701.0,1836.0
flow_297_0,1704.0,1774.0
flow_1733_0,1731.0,1782.0
flow_1923_0,1733.0,1785.0
flow_350_0,1734.0,1805.0
flow_1750_0,1749.0,1866.0
flow_1311_0,1752.0,1806.0
flow_1313_0,1755.0,1809.0
flow_1737_0,1784.0,1854.0
flow_2353_0,1787.0,1876.0
flow_1759_0,1789.0,1858.0
flow_2390_0,1801.0,1956.0
flow_1760_0,1810.0,1880.0
flow_1763_0,1858.0,1936.0
flow_1764_0,1878.0,1947.0
flow_1765_0,1898.0,1976.0
flow_1530_0,1911.0,1963.0
flow_1316_0,1915.0,1967.0
flow_299_0,1941.0,2146.0
flow_1317_0,1942.0,2006.0
flow_1886_0,1944.0,2015.0
flow_1318_0,1945.0,1997.0
flow_300_0,1945.0,2014.0
flow_301_0,1948.0,2151.0
flow_302_0,1950.0,2166.0
flow_303_0,1953.0,2170.0
flow_1741_0,1956.0,2146.0
flow_1749_0,1961.0,2026.0
flow_1320_0,1965.0,2029.0
flow_1323_0,1992.0,2044.0
flow_304_0,2001.0,2116.0
flow_2182_0,2001.0,2052.0
flow_1945_0,2003.0,2055.0
flow_307_0,2004.0,2206.0
flow_1943_0,2011.0,2211.0
flow_308_0,2031.0,2101.0
flow_310_0,2033.0,2104.0
flow_1332_0,2041.0,2226.0
flow_1773_0,2058.0,2229.0
flow_1775_0,2098.0,2232.0
flow_1755_0,2111.0,2176.0
flow_2431_0,2111.0,2235.0
flow_111_0,2113.0,2183.0
flow_2435_0,2115.0,2184.0
flow_312_0,2121.0,2237.0
flow_313_0,2123.0,2240.0
flow_314_0,2151.0,2221.0
flow_1328_0,2152.0,2216.0
flow_315_0,2154.0,2242.0
flow_316_0,2211.0,2286.0
flow_317_0,2213.0,2290.0
flow_1341_0,2216.0,2296.0
flow_1344_0,2223.0,2275.0
flow_721_0,2241.0,2300.0
flow_1535_0,2243.0,2295.0
flow_319_0,2251.0,2320.0
