,enter_time,leave_time
flow_1436_0,91.0,166.0
flow_1437_0,114.0,186.0
flow_1654_0,311.0,426.0
flow_619_0,320.0,371.0
flow_1438_0,331.0,426.0
flow_1439_0,333.0,431.0
flow_13_0,343.0,394.0
flow_17_0,361.0,446.0
flow_19_0,363.0,450.0
flow_1440_0,371.0,466.0
flow_1441_0,373.0,861.0
flow_1442_0,391.0,827.0
flow_1444_0,393.0,464.0
flow_212_0,411.0,486.0
flow_214_0,411.0,477.0
flow_213_0,413.0,490.0
flow_222_0,416.0,1284.0
flow_1224_0,418.0,531.0
flow_637_0,438.0,526.0
flow_2028_0,450.0,502.0
flow_1445_0,451.0,531.0
flow_1447_0,454.0,524.0
flow_217_0,461.0,513.0
flow_2764_0,469.0,546.0
flow_1448_0,491.0,561.0
flow_1229_0,491.0,576.0
flow_1449_0,494.0,576.0
flow_1450_0,531.0,992.0
flow_1452_0,534.0,604.0
flow_1453_0,551.0,636.0
flow_1231_0,551.0,1156.0
flow_1457_0,553.0,1106.0
flow_1233_0,553.0,641.0
flow_1458_0,559.0,676.0
flow_1239_0,570.0,666.0
flow_649_0,571.0,626.0
flow_1459_0,581.0,651.0
flow_1460_0,621.0,696.0
flow_1461_0,624.0,694.0
flow_2790_0,654.0,776.0
flow_33_0,661.0,780.0
flow_2054_0,691.0,786.0
flow_2058_0,693.0,745.0
flow_1463_0,701.0,771.0
flow_1464_0,703.0,774.0
flow_36_0,712.0,781.0
flow_38_0,731.0,801.0
flow_39_0,734.0,896.0
flow_1242_0,741.0,826.0
flow_2112_0,743.0,831.0
flow_1250_0,781.0,850.0
flow_1468_0,781.0,851.0
flow_1470_0,783.0,854.0
flow_1471_0,801.0,901.0
flow_690_0,801.0,856.0
flow_1472_0,804.0,886.0
flow_2094_0,817.0,876.0
flow_1252_0,821.0,891.0
flow_2097_0,822.0,881.0
flow_1254_0,824.0,906.0
flow_2796_0,831.0,916.0
flow_2798_0,835.0,886.0
flow_2098_0,841.0,1171.0
flow_1473_0,871.0,940.0
flow_1474_0,874.0,1076.0
flow_1475_0,891.0,960.0
flow_1476_0,893.0,1444.0
flow_1256_0,911.0,981.0
flow_1478_0,911.0,981.0
flow_1480_0,913.0,1017.0
flow_2161_0,913.0,984.0
flow_1689_0,918.0,1016.0
flow_43_0,942.0,1011.0
flow_48_0,944.0,1081.0
flow_1262_0,951.0,1021.0
flow_285_0,951.0,1002.0
flow_288_0,953.0,1005.0
flow_1263_0,954.0,1023.0
flow_1485_0,961.0,1291.0
flow_1486_0,963.0,1146.0
flow_2051_0,966.0,1036.0
flow_718_0,971.0,1036.0
flow_1487_0,980.0,1150.0
flow_1488_0,990.0,1060.0
flow_266_0,996.0,1047.0
flow_2093_0,1001.0,1067.0
flow_1691_0,1001.0,1146.0
flow_293_0,1003.0,1151.0
flow_1490_0,1016.0,1086.0
flow_1268_0,1023.0,1093.0
flow_2797_0,1041.0,1246.0
flow_729_0,1051.0,1102.0
flow_2806_0,1055.0,1247.0
flow_53_0,1061.0,1251.0
flow_60_0,1065.0,1135.0
flow_1493_0,1081.0,1296.0
flow_67_0,1083.0,1134.0
flow_1494_0,1084.0,1154.0
flow_2102_0,1101.0,1306.0
flow_1270_0,1101.0,1170.0
flow_1695_0,1104.0,1174.0
flow_2110_0,1124.0,1195.0
flow_2145_0,1141.0,1193.0
flow_2810_0,1154.0,1224.0
flow_2813_0,1158.0,1227.0
flow_1870_0,1171.0,1256.0
flow_2167_0,1173.0,1260.0
flow_1497_0,1181.0,1256.0
flow_1500_0,1184.0,1254.0
flow_1271_0,1191.0,1296.0
flow_1705_0,1194.0,1276.0
flow_2096_0,1196.0,1266.0
flow_745_0,1201.0,1266.0
flow_755_0,1204.0,1256.0
flow_768_0,1221.0,1286.0
flow_1492_0,1229.0,1281.0
flow_1886_0,1234.0,1346.0
flow_2129_0,1244.0,1346.0
flow_2169_0,1251.0,1303.0
flow_2175_0,1254.0,1351.0
flow_1503_0,1261.0,1376.0
flow_1698_0,1263.0,1353.0
flow_1505_0,1264.0,1334.0
flow_2184_0,1271.0,1356.0
flow_1277_0,1271.0,1341.0
flow_2247_0,1273.0,1344.0
flow_2192_0,1311.0,1362.0
flow_1710_0,1321.0,1396.0
flow_1713_0,1323.0,1401.0
flow_1506_0,1361.0,1430.0
flow_1282_0,1361.0,2076.0
flow_1507_0,1363.0,1446.0
flow_1716_0,1364.0,1446.0
flow_77_0,1391.0,1466.0
flow_61_0,1401.0,1471.0
flow_1289_0,1404.0,1536.0
flow_1509_0,1411.0,1481.0
flow_1510_0,1414.0,1486.0
flow_2186_0,1429.0,1506.0
flow_1511_0,1431.0,1506.0
flow_2836_0,1432.0,1483.0
flow_1516_0,1433.0,1511.0
flow_1290_0,1451.0,1541.0
flow_1518_0,1451.0,1536.0
flow_1720_0,1452.0,1516.0
flow_1519_0,1454.0,1566.0
flow_1295_0,1454.0,1566.0
flow_1904_0,1456.0,1576.0
flow_1296_0,1471.0,1542.0
flow_1724_0,1472.0,1524.0
flow_778_0,1481.0,1581.0
flow_1726_0,1491.0,1570.0
flow_2840_0,1491.0,1556.0
flow_1520_0,1491.0,1571.0
flow_352_0,1493.0,1656.0
flow_2212_0,1507.0,1560.0
flow_1300_0,1521.0,1660.0
flow_1301_0,1524.0,1594.0
flow_2222_0,1531.0,1583.0
flow_1732_0,1551.0,1686.0
flow_1737_0,1554.0,1624.0
flow_2203_0,1558.0,1656.0
flow_2236_0,1561.0,1616.0
flow_2243_0,1564.0,1616.0
flow_329_0,1565.0,1690.0
flow_1523_0,1571.0,1641.0
flow_1524_0,1574.0,1660.0
flow_1718_0,1581.0,1706.0
flow_350_0,1582.0,1634.0
flow_2215_0,1585.0,1655.0
flow_324_0,1591.0,1666.0
flow_1527_0,1611.0,1696.0
flow_336_0,1618.0,1688.0
flow_376_0,1621.0,1691.0
flow_389_0,1651.0,1736.0
flow_1310_0,1654.0,1724.0
flow_341_0,1665.0,1741.0
flow_1528_0,1671.0,1741.0
flow_1529_0,1673.0,2100.0
flow_2284_0,1691.0,1760.0
flow_2235_0,1696.0,1766.0
flow_2846_0,1701.0,1776.0
flow_2852_0,1705.0,1757.0
flow_1530_0,1711.0,1846.0
flow_1740_0,1711.0,1846.0
flow_2216_0,1715.0,1786.0
flow_2292_0,1721.0,1780.0
flow_2293_0,1723.0,1796.0
flow_2242_0,1736.0,1800.0
flow_1534_0,1761.0,1831.0
flow_1741_0,1761.0,1831.0
flow_1721_0,1764.0,1815.0
flow_1314_0,1764.0,1850.0
flow_2858_0,1771.0,1822.0
flow_828_0,1781.0,1832.0
flow_846_0,1783.0,1835.0
flow_1535_0,1791.0,2026.0
flow_2305_0,1801.0,1853.0
flow_853_0,1804.0,1857.0
flow_859_0,1812.0,1882.0
flow_1281_0,1816.0,1936.0
flow_2309_0,1821.0,1896.0
flow_2325_0,1831.0,2027.0
flow_2338_0,1834.0,1936.0
flow_1722_0,1851.0,2030.0
flow_1538_0,1853.0,1923.0
flow_1739_0,1861.0,1913.0
flow_2317_0,1900.0,1953.0
flow_1540_0,1901.0,1971.0
flow_383_0,1911.0,1962.0
flow_1743_0,1911.0,2047.0
flow_1319_0,1913.0,2051.0
flow_2319_0,1930.0,1982.0
flow_1542_0,1941.0,2011.0
flow_1543_0,1944.0,2014.0
flow_854_0,1944.0,2036.0
flow_392_0,1991.0,2126.0
flow_1544_0,2001.0,2070.0
flow_1545_0,2003.0,2096.0
flow_874_0,2006.0,2101.0
flow_1325_0,2011.0,2096.0
flow_2872_0,2011.0,2126.0
flow_1327_0,2014.0,2084.0
flow_2357_0,2020.0,2130.0
flow_2874_0,2025.0,2094.0
flow_1546_0,2031.0,2116.0
flow_1329_0,2031.0,2101.0
flow_1547_0,2033.0,2121.0
flow_2358_0,2037.0,2146.0
flow_1548_0,2051.0,2136.0
flow_1551_0,2054.0,2124.0
flow_2324_0,2094.0,2196.0
flow_2864_0,2098.0,2176.0
flow_1552_0,2101.0,2171.0
flow_1331_0,2101.0,2171.0
flow_1555_0,2103.0,2180.0
flow_1333_0,2104.0,2176.0
flow_1556_0,2120.0,2236.0
flow_905_0,2121.0,2216.0
flow_1769_0,2131.0,2236.0
flow_1337_0,2133.0,2240.0
flow_1557_0,2141.0,2211.0
flow_1756_0,2151.0,2203.0
flow_2376_0,2154.0,2221.0
flow_2847_0,2171.0,2223.0
flow_924_0,2174.0,2226.0
flow_431_0,2181.0,2296.0
flow_1338_0,2184.0,2254.0
flow_926_0,2191.0,2246.0
flow_1339_0,2211.0,2326.0
flow_1766_0,2212.0,2276.0
flow_1340_0,2214.0,2300.0
flow_939_0,2221.0,2280.0
flow_1758_0,2226.0,2296.0
flow_838_0,2235.0,2287.0
flow_1560_0,2241.0,2311.0
flow_441_0,2241.0,2331.0
flow_941_0,2241.0,2317.0
flow_1342_0,2244.0,2356.0
flow_1561_0,2244.0,2326.0
flow_955_0,2244.0,2306.0
flow_2879_0,2255.0,2885.0
flow_403_0,2258.0,2346.0
flow_1343_0,2271.0,2351.0
flow_1776_0,2273.0,2366.0
flow_1562_0,2281.0,2350.0
flow_1563_0,2284.0,2356.0
flow_111_0,2286.0,2370.0
flow_989_0,2294.0,2365.0
flow_1345_0,2301.0,2386.0
flow_1777_0,2303.0,2390.0
flow_433_0,2312.0,2446.0
flow_1959_0,2321.0,2391.0
flow_1943_0,2321.0,2396.0
flow_1566_0,2321.0,2956.0
flow_2887_0,2322.0,2373.0
flow_994_0,2324.0,2376.0
flow_1567_0,2324.0,2394.0
flow_1347_0,2324.0,2476.0
flow_1568_0,2351.0,2421.0
flow_1570_0,2354.0,2476.0
flow_1006_0,2385.0,2456.0
flow_127_0,2401.0,2480.0
flow_1349_0,2411.0,2496.0
flow_423_0,2411.0,2463.0
flow_1350_0,2414.0,2506.0
flow_1572_0,2421.0,2506.0
flow_1574_0,2424.0,2496.0
flow_2423_0,2451.0,2536.0
flow_2437_0,2451.0,2503.0
flow_2885_0,2453.0,2540.0
flow_970_0,2454.0,2587.0
flow_1577_0,2461.0,2898.0
flow_1578_0,2464.0,2556.0
flow_1571_0,2466.0,2518.0
flow_132_0,2472.0,2586.0
flow_1354_0,2481.0,2596.0
flow_1579_0,2481.0,2596.0
flow_1357_0,2483.0,2600.0
flow_1580_0,2483.0,2600.0
flow_133_0,2521.0,2616.0
flow_1584_0,2531.0,2620.0
flow_1358_0,2541.0,2868.0
flow_1362_0,2544.0,2656.0
flow_2419_0,2548.0,2726.0
flow_2904_0,2562.0,2613.0
flow_139_0,2572.0,2641.0
flow_1586_0,2581.0,2731.0
flow_1587_0,2584.0,2654.0
flow_1589_0,2601.0,2746.0
flow_142_0,2612.0,2677.0
flow_2469_0,2621.0,2686.0
flow_1365_0,2621.0,2726.0
flow_974_0,2624.0,2677.0
flow_1046_0,2661.0,2716.0
flow_1372_0,2661.0,2731.0
flow_1975_0,2664.0,2746.0
flow_2384_0,2667.0,2750.0
flow_1938_0,2671.0,2766.0
flow_2491_0,2675.0,2744.0
flow_2440_0,2678.0,2766.0
flow_1034_0,2686.0,2738.0
flow_2497_0,2691.0,2771.0
flow_1016_0,2697.0,2786.0
flow_1352_0,2700.0,2790.0
flow_1592_0,2711.0,2786.0
flow_1594_0,2713.0,2791.0
flow_1597_0,2731.0,2806.0
flow_1375_0,2731.0,2846.0
flow_1598_0,2733.0,2846.0
flow_1376_0,2733.0,2851.0
flow_2546_0,2751.0,2821.0
flow_1380_0,2753.0,2906.0
flow_2466_0,2761.0,2910.0
flow_1599_0,2771.0,2851.0
flow_1076_0,2778.0,2866.0
flow_1382_0,2791.0,2946.0
flow_1601_0,2791.0,2906.0
flow_1969_0,2800.0,2853.0
flow_1979_0,2803.0,2856.0
flow_1383_0,2811.0,2950.0
flow_158_0,2823.0,2874.0
flow_1059_0,2831.0,2883.0
flow_1602_0,2831.0,2901.0
flow_1603_0,2834.0,2911.0
flow_1086_0,2835.0,2904.0
flow_161_0,2841.0,2946.0
flow_1604_0,2851.0,2951.0
flow_1605_0,2891.0,3086.0
flow_1606_0,2893.0,3091.0
flow_138_0,2931.0,3066.0
flow_2584_0,2951.0,3086.0
flow_1609_0,2951.0,3106.0
flow_1610_0,2971.0,3110.0
flow_2541_0,2982.0,3070.0
flow_2462_0,2986.0,3076.0
flow_1611_0,2991.0,3061.0
flow_2517_0,2994.0,3126.0
flow_1612_0,2997.0,3130.0
flow_1056_0,3021.0,3091.0
flow_478_0,3041.0,3097.0
flow_479_0,3044.0,3116.0
flow_1613_0,3051.0,3166.0
flow_1614_0,3053.0,3170.0
flow_1615_0,3057.0,3127.0
flow_2930_0,3065.0,3186.0
flow_1109_0,3081.0,3156.0
flow_2937_0,3095.0,3164.0
flow_167_0,3101.0,3190.0
flow_1118_0,3101.0,3153.0
flow_1395_0,3111.0,3186.0
flow_2936_0,3112.0,3163.0
flow_1618_0,3121.0,3477.0
flow_1397_0,3151.0,3236.0
flow_1398_0,3154.0,3224.0
flow_540_0,3156.0,3240.0
flow_1620_0,3161.0,3236.0
flow_1402_0,3163.0,3306.0
flow_1621_0,3163.0,3241.0
flow_1403_0,3166.0,3246.0
flow_1622_0,3191.0,3261.0
flow_1623_0,3194.0,3306.0
flow_1988_0,3198.0,3310.0
flow_1624_0,3211.0,3312.0
flow_2533_0,3211.0,3281.0
flow_1404_0,3213.0,3284.0
flow_2571_0,3221.0,3286.0
flow_175_0,3231.0,3376.0
flow_1406_0,3241.0,3310.0
flow_1628_0,3291.0,3396.0
flow_1820_0,3291.0,3343.0
flow_1629_0,3293.0,3401.0
flow_1631_0,3311.0,3381.0
flow_1632_0,3317.0,3426.0
flow_525_0,3322.0,3374.0
flow_1409_0,3331.0,3400.0
flow_1822_0,3334.0,3404.0
flow_496_0,3346.0,3436.0
flow_561_0,3351.0,3426.0
flow_2946_0,3352.0,3403.0
flow_2004_0,3362.0,3415.0
flow_1415_0,3371.0,3456.0
flow_2631_0,3376.0,3456.0
flow_1633_0,3391.0,3460.0
