,enter_time,leave_time
flow_207_0,91.0,160.0
flow_208_0,93.0,196.0
flow_209_0,97.0,201.0
flow_1652_0,104.0,203.0
flow_211_0,117.0,187.0
flow_214_0,150.0,220.0
flow_1655_0,173.0,246.0
flow_1223_0,185.0,237.0
flow_1658_0,242.0,311.0
flow_215_0,251.0,321.0
flow_216_0,253.0,324.0
flow_217_0,257.0,366.0
flow_218_0,260.0,330.0
flow_219_0,263.0,371.0
flow_221_0,281.0,351.0
flow_225_0,284.0,373.0
flow_227_0,301.0,376.0
flow_229_0,303.0,378.0
flow_1227_0,333.0,557.0
flow_1662_0,334.0,404.0
flow_1663_0,357.0,427.0
flow_230_0,371.0,456.0
flow_232_0,373.0,460.0
flow_1665_0,376.0,462.0
flow_233_0,391.0,465.0
flow_234_0,394.0,464.0
flow_235_0,421.0,490.0
flow_237_0,424.0,494.0
flow_1_0,433.0,506.0
flow_4_0,436.0,511.0
flow_2763_0,439.0,526.0
flow_1671_0,477.0,566.0
flow_11_0,481.0,551.0
flow_238_0,491.0,571.0
flow_243_0,493.0,573.0
flow_244_0,496.0,576.0
flow_246_0,498.0,569.0
flow_247_0,502.0,579.0
flow_248_0,505.0,574.0
flow_249_0,507.0,581.0
flow_250_0,511.0,580.0
flow_251_0,513.0,583.0
flow_1230_0,533.0,646.0
flow_252_0,541.0,611.0
flow_253_0,544.0,696.0
flow_1675_0,545.0,615.0
flow_610_0,561.0,650.0
flow_254_0,571.0,700.0
flow_256_0,574.0,644.0
flow_257_0,576.0,776.0
flow_258_0,579.0,780.0
flow_259_0,581.0,782.0
flow_260_0,583.0,653.0
flow_1678_0,596.0,666.0
flow_261_0,601.0,785.0
flow_263_0,603.0,788.0
flow_264_0,605.0,676.0
flow_265_0,608.0,791.0
flow_267_0,612.0,681.0
flow_1679_0,615.0,866.0
flow_1681_0,647.0,717.0
flow_1436_0,651.0,886.0
flow_1238_0,652.0,705.0
flow_1682_0,658.0,728.0
flow_268_0,661.0,870.0
flow_269_0,663.0,916.0
flow_271_0,666.0,921.0
flow_272_0,668.0,946.0
flow_273_0,671.0,949.0
flow_275_0,673.0,966.0
flow_2055_0,681.0,751.0
flow_2063_0,684.0,766.0
flow_1244_0,686.0,890.0
flow_2074_0,701.0,969.0
flow_2768_0,703.0,973.0
flow_637_0,711.0,1126.0
flow_1685_0,712.0,975.0
flow_1245_0,714.0,1129.0
flow_1248_0,717.0,769.0
flow_276_0,721.0,791.0
flow_277_0,724.0,977.0
flow_619_0,750.0,1306.0
flow_1839_0,751.0,980.0
flow_1846_0,754.0,824.0
flow_1462_0,761.0,866.0
flow_280_0,781.0,1056.0
flow_281_0,783.0,1060.0
flow_1689_0,786.0,876.0
flow_2035_0,811.0,1310.0
flow_2042_0,814.0,1326.0
flow_2777_0,821.0,1063.0
flow_1231_0,861.0,931.0
flow_1260_0,870.0,922.0
flow_1676_0,886.0,1330.0
flow_1657_0,921.0,1346.0
flow_674_0,923.0,1350.0
flow_1697_0,928.0,998.0
flow_58_0,952.0,1022.0
flow_2081_0,961.0,1376.0
flow_2798_0,971.0,1380.0
flow_1701_0,978.0,1048.0
flow_1267_0,982.0,1035.0
flow_2088_0,1000.0,1406.0
flow_1707_0,1038.0,1316.0
flow_2806_0,1044.0,1114.0
flow_1273_0,1052.0,1410.0
flow_239_0,1061.0,1131.0
flow_283_0,1061.0,1131.0
flow_285_0,1064.0,1321.0
flow_1711_0,1078.0,1396.0
flow_1680_0,1081.0,1426.0
flow_1696_0,1101.0,1429.0
flow_318_0,1107.0,1159.0
flow_286_0,1111.0,1400.0
flow_287_0,1114.0,1184.0
flow_288_0,1116.0,1416.0
flow_289_0,1119.0,1420.0
flow_2129_0,1120.0,1266.0
flow_1715_0,1122.0,1436.0
flow_290_0,1125.0,1195.0
flow_291_0,1127.0,1198.0
flow_2054_0,1138.0,1208.0
flow_292_0,1151.0,1440.0
flow_294_0,1154.0,1224.0
flow_1719_0,1158.0,1466.0
flow_721_0,1161.0,1446.0
flow_2132_0,1164.0,1216.0
flow_1722_0,1188.0,1258.0
flow_2135_0,1211.0,1449.0
flow_2127_0,1213.0,1546.0
flow_2094_0,1214.0,1316.0
flow_1700_0,1226.0,1278.0
flow_1703_0,1228.0,1281.0
flow_1727_0,1238.0,1470.0
flow_2144_0,1251.0,1336.0
flow_739_0,1254.0,1306.0
flow_348_0,1258.0,1550.0
flow_2098_0,1264.0,1335.0
flow_1730_0,1274.0,1576.0
flow_61_0,1281.0,1396.0
flow_1706_0,1286.0,1552.0
flow_741_0,1291.0,1366.0
flow_2151_0,1294.0,1555.0
flow_2062_0,1301.0,1371.0
flow_2173_0,1301.0,1579.0
flow_1287_0,1302.0,1557.0
flow_355_0,1316.0,1367.0
flow_1714_0,1329.0,1506.0
flow_1734_0,1338.0,1408.0
flow_368_0,1358.0,1560.0
flow_795_0,1360.0,1436.0
flow_1736_0,1370.0,1582.0
flow_1497_0,1375.0,1427.0
flow_1503_0,1394.0,1562.0
flow_1299_0,1397.0,1511.0
flow_2182_0,1401.0,1565.0
flow_1738_0,1402.0,1472.0
flow_2193_0,1431.0,1483.0
flow_1725_0,1469.0,1521.0
flow_46_0,1511.0,1567.0
flow_789_0,1513.0,1570.0
flow_1745_0,1514.0,1584.0
flow_297_0,1521.0,1591.0
flow_299_0,1524.0,1606.0
flow_2111_0,1531.0,1606.0
flow_1886_0,1534.0,1605.0
flow_1485_0,1538.0,1636.0
flow_2200_0,1551.0,1603.0
flow_1721_0,1554.0,1906.0
flow_1748_0,1558.0,1636.0
flow_1305_0,1572.0,1625.0
flow_1308_0,1593.0,1686.0
flow_1751_0,1621.0,1696.0
flow_350_0,1627.0,1697.0
flow_300_0,1651.0,1721.0
flow_838_0,1671.0,1741.0
flow_1311_0,1682.0,1766.0
flow_1313_0,1685.0,1770.0
flow_846_0,1735.0,1816.0
flow_1737_0,1742.0,1812.0
flow_301_0,1751.0,1826.0
flow_302_0,1753.0,1831.0
flow_303_0,1756.0,1916.0
flow_304_0,1758.0,1836.0
flow_307_0,1762.0,1920.0
flow_308_0,1765.0,1834.0
flow_1741_0,1766.0,1916.0
flow_310_0,1767.0,1837.0
flow_1750_0,1769.0,1911.0
flow_312_0,1769.0,1966.0
flow_313_0,1771.0,1970.0
flow_2213_0,1772.0,1946.0
flow_1316_0,1773.0,2006.0
flow_314_0,1774.0,1844.0
flow_793_0,1774.0,1950.0
flow_1317_0,1775.0,2010.0
flow_315_0,1777.0,1986.0
flow_316_0,1780.0,1990.0
flow_317_0,1782.0,1992.0
flow_1759_0,1789.0,1995.0
flow_1318_0,1792.0,1845.0
flow_1724_0,1797.0,1868.0
flow_319_0,1801.0,1998.0
flow_320_0,1803.0,2001.0
flow_321_0,1805.0,1876.0
flow_324_0,1808.0,2016.0
flow_1760_0,1810.0,1880.0
flow_325_0,1812.0,1883.0
flow_326_0,1815.0,1884.0
flow_328_0,1818.0,1887.0
flow_329_0,1821.0,1890.0
flow_330_0,1823.0,1894.0
flow_853_0,1824.0,1921.0
flow_331_0,1825.0,1895.0
flow_335_0,1828.0,2020.0
flow_2186_0,1830.0,1900.0
flow_1733_0,1831.0,2046.0
flow_336_0,1831.0,1926.0
flow_1320_0,1833.0,2050.0
flow_338_0,1834.0,2023.0
flow_340_0,1837.0,1907.0
flow_341_0,1840.0,2406.0
flow_342_0,1843.0,1913.0
flow_1763_0,1858.0,2026.0
flow_343_0,1861.0,1931.0
flow_344_0,1864.0,2029.0
flow_1764_0,1878.0,2031.0
flow_1765_0,1898.0,1976.0
flow_1323_0,1901.0,2066.0
flow_2858_0,1934.0,2016.0
flow_1749_0,1971.0,2070.0
flow_48_0,1978.0,2086.0
flow_2390_0,1981.0,2056.0
flow_2224_0,1981.0,2051.0
flow_1943_0,1984.0,2086.0
flow_1878_0,1991.0,2106.0
flow_1328_0,1993.0,2109.0
flow_1530_0,2005.0,2057.0
flow_905_0,2044.0,2146.0
flow_1332_0,2051.0,2146.0
flow_1773_0,2058.0,2150.0
flow_909_0,2071.0,2151.0
flow_1775_0,2098.0,2176.0
flow_883_0,2101.0,2155.0
flow_2240_0,2104.0,2216.0
flow_2872_0,2107.0,2178.0
flow_111_0,2111.0,2181.0
flow_345_0,2111.0,2180.0
flow_346_0,2114.0,2184.0
flow_2236_0,2127.0,2197.0
flow_1881_0,2131.0,2220.0
flow_2283_0,2134.0,2186.0
flow_2431_0,2141.0,2246.0
flow_2435_0,2145.0,2215.0
flow_1892_0,2151.0,2306.0
flow_1542_0,2155.0,2224.0
flow_1544_0,2192.0,2243.0
flow_1545_0,2194.0,2310.0
flow_1341_0,2198.0,2346.0
flow_2353_0,2201.0,2350.0
flow_915_0,2204.0,2256.0
flow_114_0,2243.0,2313.0
flow_2262_0,2271.0,2416.0
flow_1344_0,2272.0,2325.0
flow_2266_0,2273.0,2420.0
flow_2274_0,2275.0,2328.0
flow_347_0,2311.0,2380.0
flow_2457_0,2313.0,2506.0
flow_1352_0,2331.0,2401.0
flow_1535_0,2351.0,2403.0
flow_349_0,2361.0,2431.0
flow_351_0,2364.0,2434.0
flow_1787_0,2365.0,2446.0
flow_353_0,2368.0,2450.0
flow_354_0,2371.0,2466.0
flow_357_0,2372.0,2443.0
flow_358_0,2374.0,2470.0
flow_362_0,2377.0,2472.0
flow_364_0,2379.0,2449.0
flow_2883_0,2381.0,2510.0
flow_365_0,2382.0,2456.0
flow_367_0,2385.0,2475.0
flow_370_0,2388.0,2458.0
flow_371_0,2391.0,2477.0
flow_1788_0,2392.0,2463.0
flow_373_0,2395.0,2466.0
flow_375_0,2397.0,2480.0
flow_377_0,2400.0,2496.0
flow_379_0,2402.0,2472.0
flow_380_0,2405.0,2500.0
flow_382_0,2408.0,2478.0
flow_383_0,2411.0,2516.0
flow_1789_0,2414.0,2520.0
flow_1562_0,2421.0,2556.0
flow_2294_0,2431.0,2483.0
flow_1790_0,2434.0,2504.0
flow_974_0,2434.0,2516.0
flow_1755_0,2434.0,2560.0
flow_959_0,2461.0,2696.0
flow_384_0,2471.0,2541.0
flow_386_0,2474.0,2546.0
flow_388_0,2476.0,2550.0
flow_391_0,2479.0,2566.0
flow_392_0,2481.0,2570.0
flow_396_0,2484.0,2555.0
flow_397_0,2488.0,2596.0
flow_398_0,2490.0,2600.0
flow_399_0,2492.0,2616.0
flow_400_0,2511.0,2620.0
flow_402_0,2513.0,2622.0
flow_1923_0,2521.0,2576.0
flow_2302_0,2523.0,2579.0
flow_122_0,2523.0,2593.0
flow_1355_0,2542.0,2706.0
flow_1572_0,2556.0,2710.0
flow_1016_0,2571.0,2641.0
flow_2253_0,2573.0,2644.0
flow_1794_0,2578.0,2648.0
flow_1368_0,2601.0,2676.0
flow_2513_0,2605.0,2675.0
flow_1370_0,2613.0,2736.0
flow_1578_0,2628.0,2698.0
flow_403_0,2651.0,2721.0
flow_404_0,2654.0,2756.0
flow_405_0,2656.0,2727.0
flow_407_0,2659.0,2761.0
flow_410_0,2663.0,2732.0
flow_411_0,2665.0,2735.0
flow_412_0,2667.0,2786.0
flow_413_0,2669.0,2790.0
flow_415_0,2672.0,2826.0
flow_416_0,2674.0,2831.0
flow_417_0,2677.0,2946.0
flow_419_0,2679.0,2966.0
flow_420_0,2682.0,2752.0
flow_1796_0,2698.0,2768.0
flow_965_0,2701.0,2806.0
flow_2323_0,2703.0,2810.0
flow_1353_0,2721.0,2906.0
flow_2360_0,2724.0,2776.0
flow_1586_0,2731.0,2910.0
flow_1945_0,2741.0,2926.0
flow_1776_0,2761.0,2830.0
flow_1379_0,2783.0,2929.0
flow_1800_0,2803.0,2873.0
flow_2393_0,2831.0,3006.0
flow_2397_0,2834.0,2886.0
flow_2398_0,2861.0,3009.0
flow_2913_0,2861.0,3259.0
flow_1804_0,2863.0,2970.0
flow_2554_0,2881.0,2951.0
flow_2546_0,2899.0,2968.0
flow_423_0,2901.0,3066.0
flow_424_0,2904.0,2976.0
flow_2357_0,2915.0,2985.0
flow_2572_0,2920.0,3071.0
flow_1384_0,2923.0,3026.0
flow_1809_0,2938.0,3073.0
flow_425_0,3001.0,3076.0
flow_426_0,3003.0,3078.0
flow_2567_0,3023.0,3146.0
flow_2432_0,3031.0,3150.0
flow_502_0,3034.0,3106.0
flow_1816_0,3043.0,3156.0
flow_1603_0,3044.0,3176.0
flow_1604_0,3047.0,3180.0
flow_2445_0,3061.0,3113.0
flow_2923_0,3064.0,3196.0
flow_1605_0,3071.0,3200.0
flow_1819_0,3098.0,3168.0
flow_1811_0,3116.0,3256.0
flow_1820_0,3118.0,3206.0
flow_427_0,3121.0,3211.0
flow_429_0,3124.0,3194.0
flow_1821_0,3138.0,3208.0
flow_2930_0,3154.0,3366.0
flow_430_0,3161.0,3231.0
flow_436_0,3163.0,3234.0
flow_1823_0,3178.0,3286.0
flow_1400_0,3181.0,3251.0
flow_440_0,3221.0,3296.0
flow_2601_0,3223.0,3370.0
flow_442_0,3224.0,3306.0
flow_447_0,3241.0,3311.0
flow_448_0,3244.0,3313.0
flow_1813_0,3256.0,3308.0
flow_450_0,3261.0,3331.0
flow_452_0,3264.0,3346.0
flow_1109_0,3274.0,3345.0
flow_1411_0,3284.0,3336.0
flow_1118_0,3301.0,3353.0
flow_453_0,3311.0,3396.0
flow_455_0,3314.0,3384.0
flow_458_0,3316.0,3386.0
flow_463_0,3319.0,3400.0
flow_2940_0,3321.0,3373.0
flow_464_0,3322.0,3416.0
flow_465_0,3324.0,3394.0
flow_1127_0,3341.0,3546.0
flow_553_0,3344.0,3396.0
flow_2440_0,3354.0,3550.0
flow_565_0,3357.0,3576.0
flow_2384_0,3381.0,3451.0
flow_1626_0,3384.0,3453.0
flow_469_0,3421.0,3496.0
flow_1048_0,3422.0,3474.0
flow_471_0,3424.0,3494.0
flow_474_0,3451.0,3521.0
flow_475_0,3454.0,3536.0
flow_476_0,3457.0,3556.0
flow_477_0,3459.0,3529.0
flow_478_0,3463.0,3541.0
flow_574_0,3466.0,3580.0
flow_1629_0,3472.0,3523.0
flow_1834_0,3478.0,3566.0
flow_1822_0,3509.0,3586.0
flow_2677_0,3519.0,3596.0
flow_2952_0,3521.0,3573.0
flow_525_0,3530.0,nan
flow_2018_0,3549.0,nan
flow_1427_0,3573.0,nan
