,enter_time,leave_time
flow_2756_0,193.0,266.0
flow_2759_0,243.0,326.0
flow_1437_0,265.0,426.0
flow_2024_0,288.0,358.0
flow_607_0,291.0,366.0
flow_610_0,301.0,426.0
flow_2765_0,311.0,386.0
flow_1226_0,321.0,430.0
flow_2768_0,344.0,416.0
flow_1439_0,345.0,586.0
flow_2772_0,411.0,496.0
flow_1440_0,412.0,465.0
flow_2027_0,413.0,516.0
flow_1441_0,416.0,591.0
flow_2775_0,451.0,536.0
flow_2776_0,463.0,533.0
flow_2777_0,466.0,541.0
flow_2780_0,502.0,571.0
flow_642_0,505.0,557.0
flow_1436_0,515.0,586.0
flow_239_0,545.0,1279.0
flow_1445_0,552.0,636.0
flow_240_0,571.0,641.0
flow_1847_0,598.0,686.0
flow_1450_0,606.0,657.0
flow_2035_0,622.0,706.0
flow_2785_0,631.0,701.0
flow_670_0,636.0,706.0
flow_1659_0,644.0,714.0
flow_11_0,651.0,706.0
flow_2789_0,663.0,776.0
flow_1234_0,671.0,723.0
flow_662_0,671.0,737.0
flow_2042_0,703.0,756.0
flow_2792_0,704.0,780.0
flow_2045_0,708.0,760.0
flow_2046_0,712.0,786.0
flow_666_0,721.0,773.0
flow_1657_0,729.0,816.0
flow_266_0,745.0,836.0
flow_270_0,747.0,856.0
flow_683_0,761.0,836.0
flow_674_0,771.0,847.0
flow_2065_0,772.0,825.0
flow_2070_0,780.0,1102.0
flow_2071_0,784.0,836.0
flow_2079_0,792.0,886.0
flow_2080_0,795.0,846.0
flow_1681_0,811.0,936.0
flow_2029_0,821.0,896.0
flow_2083_0,825.0,878.0
flow_2081_0,825.0,895.0
flow_689_0,830.0,936.0
flow_284_0,831.0,941.0
flow_2038_0,836.0,907.0
flow_2797_0,841.0,911.0
flow_2063_0,841.0,893.0
flow_2801_0,861.0,956.0
flow_1457_0,866.0,956.0
flow_2088_0,870.0,941.0
flow_1258_0,871.0,923.0
flow_2100_0,917.0,1300.0
flow_2802_0,921.0,991.0
flow_1846_0,921.0,1036.0
flow_2803_0,923.0,994.0
flow_2106_0,929.0,981.0
flow_1473_0,935.0,987.0
flow_1680_0,944.0,1015.0
flow_1683_0,948.0,1017.0
flow_2061_0,949.0,1019.0
flow_2113_0,957.0,1009.0
flow_1231_0,1001.0,1053.0
flow_2126_0,1003.0,1056.0
flow_2129_0,1009.0,1060.0
flow_720_0,1011.0,1063.0
flow_721_0,1014.0,1096.0
flow_1475_0,1033.0,1096.0
flow_2132_0,1043.0,1100.0
flow_2135_0,1045.0,1136.0
flow_1478_0,1052.0,1136.0
flow_1692_0,1054.0,1166.0
flow_58_0,1080.0,1140.0
flow_1838_0,1081.0,1151.0
flow_2127_0,1085.0,1154.0
flow_1694_0,1088.0,1171.0
flow_1274_0,1091.0,1156.0
flow_1861_0,1094.0,1316.0
flow_2139_0,1095.0,1156.0
flow_2143_0,1100.0,1152.0
flow_1698_0,1104.0,1207.0
flow_2144_0,1104.0,1161.0
flow_739_0,1111.0,1186.0
flow_741_0,1131.0,1190.0
flow_2151_0,1134.0,1226.0
flow_1279_0,1134.0,1187.0
flow_2805_0,1141.0,1210.0
flow_2812_0,1144.0,1214.0
flow_1281_0,1145.0,1266.0
flow_2158_0,1156.0,1231.0
flow_2165_0,1162.0,1215.0
flow_2166_0,1166.0,1317.0
flow_2815_0,1171.0,1266.0
flow_2817_0,1173.0,1270.0
flow_2121_0,1179.0,1296.0
flow_2806_0,1181.0,1233.0
flow_1476_0,1186.0,1271.0
flow_2819_0,1191.0,1261.0
flow_2820_0,1194.0,1306.0
flow_339_0,1195.0,1296.0
flow_1480_0,1195.0,1276.0
flow_2821_0,1211.0,1282.0
flow_1485_0,1212.0,1265.0
flow_777_0,1214.0,1300.0
flow_2130_0,1216.0,1356.0
flow_2168_0,1223.0,1321.0
flow_766_0,1235.0,1361.0
flow_2136_0,1249.0,1376.0
flow_1857_0,1251.0,1357.0
flow_1865_0,1254.0,1336.0
flow_2824_0,1261.0,1380.0
flow_2177_0,1262.0,1314.0
flow_2825_0,1263.0,1396.0
flow_2182_0,1271.0,1326.0
flow_2186_0,1281.0,1360.0
flow_2205_0,1284.0,1366.0
flow_2190_0,1289.0,1341.0
flow_294_0,1291.0,1346.0
flow_2193_0,1298.0,1349.0
flow_1466_0,1303.0,1400.0
flow_1286_0,1311.0,1386.0
flow_333_0,1316.0,1386.0
flow_46_0,1321.0,1426.0
flow_2829_0,1324.0,1416.0
flow_350_0,1325.0,1830.0
flow_1292_0,1341.0,1446.0
flow_2830_0,1341.0,1421.0
flow_2831_0,1343.0,1436.0
flow_789_0,1354.0,1446.0
flow_2832_0,1361.0,1440.0
flow_794_0,1365.0,1456.0
flow_800_0,1367.0,1460.0
flow_1293_0,1375.0,1427.0
flow_2200_0,1378.0,1450.0
flow_755_0,1378.0,1451.0
flow_222_0,1381.0,1817.0
flow_1718_0,1384.0,1455.0
flow_1720_0,1387.0,1457.0
flow_1721_0,1404.0,2596.0
flow_2210_0,1405.0,1457.0
flow_1693_0,1406.0,1476.0
flow_1723_0,1408.0,1486.0
flow_1507_0,1416.0,1866.0
flow_2213_0,1426.0,1506.0
flow_2062_0,1430.0,1506.0
flow_2215_0,1431.0,1511.0
flow_1282_0,1441.0,1866.0
flow_1722_0,1446.0,1516.0
flow_2225_0,1447.0,1499.0
flow_1511_0,1464.0,1556.0
flow_1724_0,1474.0,2046.0
flow_1867_0,1491.0,1561.0
flow_793_0,1491.0,1556.0
flow_1496_0,1491.0,1566.0
flow_56_0,1493.0,1570.0
flow_2254_0,1494.0,1571.0
flow_2835_0,1531.0,1601.0
flow_2837_0,1534.0,1616.0
flow_1735_0,1548.0,1617.0
flow_2838_0,1551.0,1621.0
flow_2150_0,1554.0,1636.0
flow_2214_0,1566.0,1641.0
flow_2176_0,1571.0,1656.0
flow_2839_0,1573.0,1660.0
flow_843_0,1581.0,1667.0
flow_1932_0,1587.0,1639.0
flow_1739_0,1591.0,1667.0
flow_285_0,1601.0,1672.0
flow_2844_0,1621.0,1691.0
flow_2191_0,1623.0,1696.0
flow_2226_0,1636.0,1705.0
flow_2847_0,1661.0,1776.0
flow_1309_0,1664.0,1870.0
flow_1733_0,1686.0,1746.0
flow_2851_0,1701.0,1771.0
flow_1896_0,1714.0,1767.0
flow_2853_0,1721.0,1816.0
flow_1938_0,1733.0,1806.0
flow_2855_0,1761.0,1836.0
flow_1749_0,1764.0,1835.0
flow_1886_0,1771.0,1826.0
flow_1520_0,1777.0,2056.0
flow_2231_0,1795.0,1848.0
flow_2218_0,1811.0,1896.0
flow_2857_0,1813.0,1901.0
flow_2235_0,1823.0,2056.0
flow_838_0,1831.0,1883.0
flow_886_0,1843.0,1936.0
flow_1877_0,1851.0,1937.0
flow_1878_0,1855.0,1924.0
flow_2222_0,1865.0,1941.0
flow_2861_0,1881.0,1951.0
flow_2239_0,1886.0,2060.0
flow_1927_0,1901.0,1953.0
flow_903_0,1905.0,2016.0
flow_883_0,1921.0,1997.0
flow_2866_0,1931.0,2001.0
flow_2867_0,1933.0,2004.0
flow_1881_0,1941.0,2011.0
flow_2272_0,1944.0,2036.0
flow_2240_0,1952.0,2004.0
flow_1746_0,1969.0,2086.0
flow_1737_0,1971.0,2026.0
flow_304_0,1974.0,2026.0
flow_2283_0,1981.0,2051.0
flow_1892_0,1984.0,2054.0
flow_326_0,1993.0,2050.0
flow_922_0,2004.0,2074.0
flow_2869_0,2011.0,2081.0
flow_330_0,2011.0,2064.0
flow_2875_0,2014.0,2090.0
flow_949_0,2031.0,2116.0
flow_2244_0,2032.0,2096.0
flow_907_0,2035.0,2087.0
flow_433_0,2044.0,2116.0
flow_1330_0,2045.0,2097.0
flow_1765_0,2051.0,2126.0
flow_2353_0,2051.0,2121.0
flow_2877_0,2053.0,2146.0
flow_1904_0,2054.0,2147.0
flow_915_0,2061.0,2126.0
flow_925_0,2065.0,2117.0
flow_2251_0,2078.0,2130.0
flow_1756_0,2081.0,2166.0
flow_931_0,2081.0,2133.0
flow_2256_0,2085.0,2137.0
flow_1758_0,2098.0,2176.0
flow_2257_0,2102.0,2166.0
flow_2258_0,2106.0,2158.0
flow_2260_0,2108.0,2161.0
flow_2262_0,2113.0,2171.0
flow_2266_0,2119.0,2196.0
flow_2224_0,2131.0,2196.0
flow_2390_0,2133.0,2730.0
flow_2274_0,2145.0,2801.0
flow_2277_0,2150.0,2216.0
flow_2878_0,2151.0,2580.0
flow_2284_0,2160.0,2221.0
flow_1334_0,2161.0,2216.0
flow_2291_0,2176.0,2228.0
flow_2294_0,2183.0,2767.0
flow_1755_0,2196.0,2350.0
flow_1535_0,2216.0,2286.0
flow_1761_0,2224.0,2296.0
flow_1547_0,2226.0,2346.0
flow_1766_0,2227.0,2299.0
flow_1548_0,2229.0,2576.0
flow_2298_0,2232.0,2285.0
flow_2882_0,2241.0,2311.0
flow_2883_0,2244.0,2314.0
flow_967_0,2245.0,2326.0
flow_2301_0,2255.0,2308.0
flow_2884_0,2271.0,2386.0
flow_2872_0,2271.0,2350.0
flow_2885_0,2274.0,2356.0
flow_1556_0,2275.0,2580.0
flow_1542_0,2280.0,2796.0
flow_2261_0,2284.0,2355.0
flow_1771_0,2301.0,2366.0
flow_1346_0,2304.0,2371.0
flow_959_0,2321.0,2372.0
flow_2302_0,2332.0,2426.0
flow_965_0,2341.0,2430.0
flow_2307_0,2344.0,2456.0
flow_1923_0,2351.0,2421.0
flow_806_0,2354.0,2436.0
flow_114_0,2381.0,2433.0
flow_2886_0,2391.0,2466.0
flow_2889_0,2393.0,2470.0
flow_2323_0,2400.0,2461.0
flow_1348_0,2402.0,2453.0
flow_909_0,2404.0,2457.0
flow_2325_0,2406.0,2516.0
