,enter_time,leave_time
flow_2029_0,171.0,276.0
flow_2027_0,183.0,256.0
flow_2756_0,193.0,276.0
flow_2035_0,194.0,266.0
flow_1838_0,231.0,301.0
flow_607_0,247.0,326.0
flow_1437_0,257.0,347.0
flow_2024_0,273.0,343.0
flow_2759_0,281.0,356.0
flow_2765_0,311.0,406.0
flow_2042_0,336.0,526.0
flow_2045_0,341.0,393.0
flow_610_0,341.0,530.0
flow_2046_0,344.0,446.0
flow_1226_0,351.0,526.0
flow_2768_0,353.0,423.0
flow_2065_0,395.0,446.0
flow_2772_0,411.0,516.0
flow_2038_0,416.0,486.0
flow_1439_0,432.0,531.0
flow_2070_0,432.0,787.0
flow_1440_0,435.0,487.0
flow_2071_0,436.0,488.0
flow_1441_0,439.0,533.0
flow_2081_0,461.0,532.0
flow_2775_0,471.0,706.0
flow_2079_0,473.0,556.0
flow_2080_0,476.0,528.0
flow_2083_0,480.0,532.0
flow_2088_0,491.0,542.0
flow_1436_0,501.0,596.0
flow_1234_0,528.0,580.0
flow_240_0,531.0,597.0
flow_2776_0,543.0,613.0
flow_2100_0,564.0,880.0
flow_2106_0,573.0,625.0
flow_2777_0,581.0,711.0
flow_2113_0,583.0,635.0
flow_2780_0,583.0,756.0
flow_239_0,605.0,1589.0
flow_2126_0,605.0,666.0
flow_1659_0,607.0,677.0
flow_1657_0,619.0,671.0
flow_2061_0,622.0,692.0
flow_1847_0,626.0,760.0
flow_2785_0,631.0,701.0
flow_11_0,631.0,696.0
flow_2129_0,636.0,696.0
flow_642_0,661.0,713.0
flow_2132_0,667.0,736.0
flow_2135_0,670.0,740.0
flow_1445_0,672.0,736.0
flow_2789_0,681.0,786.0
flow_662_0,691.0,766.0
flow_2139_0,705.0,770.0
flow_2143_0,711.0,763.0
flow_2144_0,714.0,796.0
flow_666_0,731.0,783.0
flow_674_0,734.0,800.0
flow_2151_0,743.0,802.0
flow_266_0,755.0,866.0
flow_270_0,757.0,871.0
flow_2063_0,761.0,813.0
flow_2158_0,765.0,826.0
flow_2165_0,773.0,825.0
flow_1681_0,774.0,827.0
flow_2166_0,776.0,837.0
flow_1450_0,777.0,829.0
flow_2168_0,793.0,916.0
flow_2121_0,803.0,872.0
flow_1680_0,807.0,877.0
flow_2130_0,826.0,956.0
flow_284_0,830.0,896.0
flow_689_0,831.0,897.0
flow_2136_0,846.0,961.0
flow_2127_0,861.0,931.0
flow_2177_0,862.0,915.0
flow_1857_0,864.0,957.0
flow_2792_0,871.0,963.0
flow_670_0,874.0,944.0
flow_2182_0,885.0,946.0
flow_1683_0,894.0,964.0
flow_1861_0,904.0,1036.0
flow_683_0,911.0,996.0
flow_2797_0,914.0,1016.0
flow_2186_0,921.0,997.0
flow_1865_0,924.0,1016.0
flow_222_0,931.0,1377.0
flow_720_0,951.0,1003.0
flow_1692_0,952.0,1046.0
flow_1258_0,952.0,1003.0
flow_721_0,954.0,1166.0
flow_1867_0,961.0,1031.0
flow_2205_0,964.0,1056.0
flow_1846_0,991.0,1166.0
flow_1877_0,991.0,1066.0
flow_1878_0,994.0,1064.0
flow_1881_0,1011.0,1081.0
flow_1694_0,1034.0,1106.0
flow_2254_0,1041.0,1110.0
flow_2190_0,1045.0,1098.0
flow_1457_0,1056.0,1126.0
flow_1274_0,1067.0,1171.0
flow_2801_0,1071.0,1186.0
flow_2802_0,1074.0,1144.0
flow_1698_0,1074.0,1186.0
flow_2803_0,1076.0,1147.0
flow_2805_0,1079.0,1191.0
flow_2812_0,1083.0,1152.0
flow_2193_0,1092.0,1170.0
flow_2062_0,1111.0,1173.0
flow_2815_0,1111.0,1206.0
flow_294_0,1113.0,1176.0
flow_2817_0,1113.0,1210.0
flow_1231_0,1115.0,1168.0
flow_739_0,1121.0,1173.0
flow_741_0,1123.0,1175.0
flow_304_0,1125.0,1177.0
flow_2150_0,1131.0,1246.0
flow_2819_0,1134.0,1204.0
flow_1281_0,1136.0,1206.0
flow_1473_0,1164.0,1216.0
flow_1279_0,1181.0,1233.0
flow_1466_0,1181.0,1251.0
flow_46_0,1185.0,1276.0
flow_2200_0,1187.0,1239.0
flow_56_0,1188.0,1266.0
flow_2820_0,1190.0,1281.0
flow_2272_0,1191.0,1276.0
flow_2821_0,1194.0,1264.0
flow_1892_0,1195.0,1265.0
flow_766_0,1198.0,1269.0
flow_1475_0,1212.0,1286.0
flow_2176_0,1221.0,1356.0
flow_2824_0,1223.0,1360.0
flow_1478_0,1232.0,1291.0
flow_2210_0,1235.0,1288.0
flow_1480_0,1235.0,1306.0
flow_1286_0,1244.0,1310.0
flow_794_0,1264.0,1376.0
flow_2213_0,1265.0,1326.0
flow_777_0,1271.0,1380.0
flow_2215_0,1271.0,1331.0
flow_1496_0,1273.0,1396.0
flow_1693_0,1279.0,1400.0
flow_1718_0,1284.0,1355.0
flow_1896_0,1287.0,1339.0
flow_1720_0,1288.0,1357.0
flow_285_0,1291.0,1361.0
flow_1485_0,1292.0,1344.0
flow_2825_0,1301.0,1426.0
flow_2225_0,1302.0,1355.0
flow_2829_0,1303.0,1430.0
flow_2830_0,1306.0,1456.0
flow_2831_0,1308.0,1460.0
flow_789_0,1311.0,1367.0
flow_800_0,1312.0,1462.0
flow_793_0,1317.0,1370.0
flow_2283_0,1321.0,1391.0
flow_1904_0,1324.0,1396.0
flow_755_0,1329.0,1416.0
flow_1292_0,1331.0,1421.0
flow_1293_0,1335.0,1386.0
flow_1721_0,1344.0,2046.0
flow_1723_0,1348.0,1437.0
flow_1724_0,1351.0,1886.0
flow_2231_0,1352.0,1405.0
flow_1476_0,1353.0,1430.0
flow_2235_0,1356.0,1496.0
flow_2239_0,1363.0,1500.0
flow_2240_0,1366.0,1417.0
flow_2244_0,1375.0,1446.0
flow_2832_0,1381.0,1465.0
flow_2251_0,1387.0,1450.0
flow_2256_0,1399.0,1451.0
flow_2806_0,1401.0,1453.0
flow_58_0,1404.0,1586.0
flow_2214_0,1419.0,1506.0
flow_2257_0,1422.0,1586.0
flow_2258_0,1426.0,1478.0
flow_2191_0,1431.0,1511.0
flow_2260_0,1442.0,1495.0
flow_339_0,1448.0,1536.0
flow_2226_0,1459.0,1529.0
flow_2262_0,1462.0,1591.0
flow_350_0,1474.0,2115.0
flow_2266_0,1532.0,1696.0
flow_1507_0,1543.0,1666.0
flow_1735_0,1544.0,1626.0
flow_1886_0,1551.0,1696.0
flow_843_0,1551.0,1701.0
flow_2835_0,1561.0,1631.0
flow_2837_0,1564.0,1633.0
flow_1739_0,1571.0,1701.0
flow_2274_0,1572.0,2286.0
flow_1511_0,1574.0,1756.0
flow_1722_0,1576.0,1646.0
flow_333_0,1579.0,1760.0
flow_2838_0,1581.0,1651.0
flow_2839_0,1584.0,1653.0
flow_1282_0,1591.0,1966.0
flow_2353_0,1601.0,1671.0
flow_1733_0,1603.0,1886.0
flow_1923_0,1604.0,1674.0
flow_302_0,1611.0,1680.0
flow_2218_0,1613.0,1683.0
flow_1932_0,1613.0,1665.0
flow_1309_0,1614.0,1670.0
flow_806_0,1621.0,1690.0
flow_2261_0,1636.0,1706.0
flow_2844_0,1641.0,1711.0
flow_326_0,1651.0,1760.0
flow_2277_0,1662.0,1891.0
flow_2847_0,1671.0,1806.0
flow_2284_0,1671.0,1916.0
flow_330_0,1701.0,1753.0
flow_2851_0,1701.0,1771.0
flow_2291_0,1702.0,1755.0
flow_1520_0,1713.0,1786.0
flow_1927_0,1721.0,1773.0
flow_1749_0,1734.0,1805.0
flow_2853_0,1741.0,1811.0
flow_2855_0,1743.0,1813.0
flow_2222_0,1746.0,1815.0
flow_2294_0,1756.0,2334.0
flow_886_0,1761.0,1856.0
flow_2298_0,1762.0,1815.0
flow_2391_0,1771.0,1841.0
flow_883_0,1821.0,1986.0
flow_2857_0,1841.0,1926.0
flow_2861_0,1846.0,1916.0
flow_1945_0,1862.0,1931.0
flow_351_0,1881.0,1933.0
flow_1758_0,1898.0,2006.0
flow_1756_0,1901.0,1986.0
flow_1938_0,1913.0,1991.0
flow_903_0,1915.0,2006.0
flow_324_0,1941.0,2011.0
flow_838_0,1941.0,1993.0
flow_2301_0,1942.0,1995.0
flow_1737_0,1944.0,2067.0
flow_2302_0,1946.0,2066.0
flow_907_0,1982.0,2033.0
flow_915_0,1984.0,2070.0
flow_2307_0,1990.0,2086.0
flow_365_0,1991.0,2070.0
flow_2866_0,1991.0,2061.0
flow_2867_0,1993.0,2064.0
flow_2390_0,1993.0,2576.0
flow_922_0,2004.0,2075.0
flow_925_0,2008.0,2060.0
flow_2869_0,2021.0,2092.0
flow_2875_0,2024.0,2197.0
flow_1330_0,2032.0,2083.0
flow_2224_0,2061.0,2112.0
flow_949_0,2061.0,2200.0
flow_2877_0,2063.0,2267.0
flow_2323_0,2065.0,2116.0
flow_2325_0,2071.0,2137.0
flow_1761_0,2075.0,2196.0
flow_2338_0,2077.0,2140.0
flow_1766_0,2078.0,2200.0
flow_2339_0,2080.0,2167.0
flow_2340_0,2083.0,2157.0
flow_1334_0,2084.0,2137.0
flow_2878_0,2093.0,2566.0
flow_1755_0,2109.0,2160.0
flow_2347_0,2118.0,2170.0
flow_1765_0,2121.0,2186.0
flow_405_0,2124.0,2176.0
flow_931_0,2141.0,2193.0
flow_433_0,2144.0,2266.0
flow_2359_0,2162.0,2216.0
flow_2882_0,2163.0,2233.0
flow_2360_0,2164.0,2221.0
flow_1535_0,2169.0,2239.0
flow_97_0,2171.0,2223.0
flow_1547_0,2186.0,2246.0
flow_2883_0,2193.0,2276.0
flow_1746_0,2206.0,2296.0
flow_1548_0,2223.0,2290.0
flow_2364_0,2235.0,2366.0
flow_959_0,2241.0,2371.0
flow_1961_0,2251.0,2321.0
flow_1346_0,2263.0,2366.0
flow_2385_0,2279.0,2331.0
flow_965_0,2281.0,2396.0
flow_424_0,2281.0,2371.0
flow_2386_0,2284.0,2696.0
flow_1542_0,2284.0,2346.0
flow_967_0,2285.0,2356.0
flow_2393_0,2288.0,2436.0
flow_2872_0,2301.0,2396.0
flow_2295_0,2301.0,2386.0
flow_2884_0,2303.0,2389.0
flow_2885_0,2306.0,2426.0
flow_2886_0,2308.0,2416.0
flow_2397_0,2312.0,2853.0
flow_2398_0,2315.0,2476.0
flow_1966_0,2321.0,2391.0
flow_1560_0,2331.0,2421.0
flow_2889_0,2341.0,2456.0
flow_1771_0,2341.0,2400.0
flow_2399_0,2342.0,2395.0
flow_2891_0,2344.0,2414.0
flow_1348_0,2345.0,2397.0
flow_1556_0,2356.0,2408.0
flow_991_0,2405.0,2457.0
flow_2897_0,2413.0,2483.0
flow_1972_0,2421.0,2491.0
flow_455_0,2431.0,2636.0
flow_476_0,2433.0,2640.0
flow_909_0,2452.0,2686.0
flow_2899_0,2494.0,2564.0
flow_114_0,2511.0,2563.0
flow_2415_0,2513.0,2571.0
flow_1353_0,2516.0,2636.0
flow_1785_0,2517.0,2587.0
flow_2900_0,2521.0,2596.0
flow_2901_0,2524.0,2594.0
flow_2539_0,2582.0,2651.0
flow_1349_0,2592.0,2662.0
flow_1040_0,2603.0,2674.0
flow_2308_0,2616.0,2696.0
flow_1371_0,2661.0,2766.0
flow_501_0,2691.0,2770.0
flow_1021_0,2711.0,2766.0
flow_1579_0,2712.0,2796.0
flow_2423_0,2725.0,2796.0
flow_1584_0,2747.0,2799.0
flow_2432_0,2750.0,2801.0
flow_2903_0,2751.0,2926.0
flow_2905_0,2753.0,2931.0
flow_2907_0,2755.0,2826.0
flow_2438_0,2757.0,2810.0
flow_2911_0,2758.0,2946.0
flow_2912_0,2761.0,2832.0
flow_2914_0,2764.0,2834.0
flow_2443_0,2766.0,2817.0
flow_1043_0,2766.0,2837.0
flow_1075_0,2769.0,2839.0
flow_496_0,2771.0,2823.0
flow_2445_0,2772.0,2896.0
flow_502_0,2774.0,2845.0
flow_2348_0,2781.0,2851.0
flow_2455_0,2812.0,2864.0
flow_2317_0,2830.0,2896.0
flow_1032_0,2842.0,2893.0
flow_2461_0,2855.0,2908.0
flow_2361_0,2859.0,2950.0
flow_2464_0,2861.0,2936.0
flow_2468_0,2866.0,2940.0
flow_1580_0,2870.0,2946.0
flow_2923_0,2873.0,3016.0
flow_2471_0,2876.0,2928.0
flow_2474_0,2879.0,2956.0
flow_1578_0,2881.0,2936.0
flow_2486_0,2905.0,2960.0
flow_1592_0,2912.0,2964.0
flow_2925_0,2913.0,2986.0
flow_2379_0,2931.0,3001.0
flow_1381_0,2931.0,2996.0
flow_1598_0,2932.0,2985.0
flow_1798_0,2938.0,3007.0
flow_1056_0,2941.0,2996.0
flow_2490_0,2947.0,3000.0
flow_2491_0,2950.0,3026.0
flow_2492_0,2952.0,3004.0
flow_2496_0,2960.0,3036.0
flow_2497_0,2963.0,3030.0
flow_2501_0,2968.0,3020.0
flow_2503_0,2974.0,3046.0
flow_2581_0,2991.0,3106.0
flow_1394_0,2995.0,3066.0
flow_2927_0,3003.0,3073.0
flow_1385_0,3021.0,3076.0
flow_2929_0,3041.0,3110.0
flow_2631_0,3041.0,3111.0
flow_2932_0,3043.0,3126.0
flow_1393_0,3071.0,3216.0
flow_1810_0,3092.0,3143.0
flow_1396_0,3121.0,3173.0
flow_2521_0,3130.0,3216.0
flow_2383_0,3131.0,3226.0
flow_1127_0,3151.0,3221.0
flow_1601_0,3156.0,3226.0
flow_2939_0,3161.0,3231.0
flow_2532_0,3176.0,3246.0
flow_1612_0,3176.0,3246.0
flow_2533_0,3178.0,3249.0
flow_2537_0,3184.0,3236.0
flow_1613_0,3195.0,3326.0
flow_2940_0,3221.0,3316.0
flow_2942_0,3224.0,3346.0
flow_2004_0,3241.0,3347.0
flow_1618_0,3254.0,3305.0
flow_2944_0,3261.0,3350.0
flow_2945_0,3264.0,3336.0
flow_2947_0,3266.0,3336.0
flow_1109_0,3271.0,3331.0
flow_2949_0,3273.0,3426.0
flow_536_0,3274.0,3326.0
flow_1407_0,3281.0,3376.0
flow_2012_0,3291.0,3426.0
flow_2009_0,3293.0,3376.0
flow_1414_0,3325.0,3431.0
flow_1141_0,3331.0,3406.0
flow_553_0,3334.0,3405.0
flow_1825_0,3338.0,3486.0
flow_2543_0,3352.0,3404.0
flow_2410_0,3361.0,3431.0
flow_2550_0,3363.0,3414.0
flow_2551_0,3365.0,3417.0
flow_1412_0,3367.0,3419.0
flow_2555_0,3370.0,3436.0
flow_1826_0,3372.0,3424.0
flow_2559_0,3373.0,3425.0
flow_1620_0,3375.0,3436.0
flow_2561_0,3382.0,3440.0
flow_2952_0,3401.0,3486.0
flow_1623_0,3403.0,3466.0
flow_2564_0,3412.0,3465.0
flow_2954_0,3413.0,3496.0
flow_2675_0,3421.0,3496.0
flow_1413_0,3424.0,3576.0
flow_551_0,3461.0,3580.0
flow_2957_0,3461.0,3556.0
flow_2958_0,3464.0,3534.0
flow_1628_0,3472.0,nan
flow_1154_0,3481.0,3576.0
flow_2019_0,3486.0,3581.0
flow_1416_0,3504.0,nan
flow_2961_0,3551.0,nan
flow_1635_0,3552.0,nan
flow_2962_0,3553.0,nan
flow_1168_0,3571.0,nan
flow_2967_0,3574.0,nan
flow_2578_0,3576.0,nan
flow_2969_0,3576.0,nan
flow_2583_0,3587.0,nan
flow_2466_0,3591.0,nan
