,enter_time,leave_time
flow_207_0,171.0,241.0
flow_208_0,173.0,244.0
flow_1_0,191.0,260.0
flow_4_0,193.0,296.0
flow_1652_0,211.0,296.0
flow_209_0,213.0,301.0
flow_214_0,219.0,289.0
flow_1655_0,261.0,331.0
flow_217_0,313.0,596.0
flow_1658_0,317.0,387.0
flow_219_0,341.0,410.0
flow_225_0,363.0,456.0
flow_227_0,381.0,461.0
flow_9_0,381.0,596.0
flow_11_0,384.0,456.0
flow_1839_0,403.0,473.0
flow_1663_0,429.0,506.0
flow_229_0,433.0,511.0
flow_2763_0,435.0,506.0
flow_230_0,436.0,526.0
flow_2764_0,437.0,507.0
flow_1665_0,447.0,531.0
flow_232_0,533.0,646.0
flow_631_0,535.0,626.0
flow_233_0,561.0,651.0
flow_1671_0,563.0,706.0
flow_13_0,601.0,671.0
flow_1442_0,604.0,674.0
flow_235_0,611.0,711.0
flow_2074_0,633.0,726.0
flow_649_0,671.0,736.0
flow_1679_0,691.0,796.0
flow_1462_0,705.0,796.0
flow_222_0,708.0,778.0
flow_1231_0,782.0,1266.0
flow_1252_0,846.0,926.0
flow_238_0,851.0,921.0
flow_1685_0,854.0,967.0
flow_2768_0,856.0,927.0
flow_239_0,862.0,966.0
flow_39_0,871.0,986.0
flow_690_0,881.0,932.0
flow_266_0,883.0,935.0
flow_243_0,921.0,991.0
flow_244_0,923.0,994.0
flow_1256_0,935.0,996.0
flow_58_0,941.0,1016.0
flow_2796_0,941.0,1006.0
flow_61_0,943.0,1566.0
flow_2054_0,944.0,996.0
flow_247_0,951.0,1020.0
flow_2051_0,974.0,1045.0
flow_715_0,989.0,1186.0
flow_1450_0,1001.0,1086.0
flow_249_0,1011.0,1080.0
flow_2777_0,1014.0,1084.0
flow_1262_0,1022.0,1090.0
flow_2173_0,1101.0,1170.0
flow_1492_0,1105.0,1174.0
flow_1695_0,1112.0,1176.0
flow_1471_0,1131.0,1196.0
flow_48_0,1135.0,1186.0
flow_718_0,1141.0,1200.0
flow_1707_0,1171.0,1246.0
flow_1268_0,1172.0,1236.0
flow_253_0,1173.0,1250.0
flow_2161_0,1175.0,1240.0
flow_2186_0,1190.0,1259.0
flow_1711_0,1201.0,1276.0
flow_1715_0,1204.0,1274.0
flow_254_0,1213.0,1282.0
flow_1719_0,1230.0,1336.0
flow_53_0,1231.0,1296.0
flow_257_0,1233.0,1304.0
flow_2806_0,1234.0,1286.0
flow_2062_0,1246.0,1336.0
flow_258_0,1261.0,1331.0
flow_259_0,1263.0,1340.0
flow_729_0,1281.0,1396.0
flow_2247_0,1298.0,1400.0
flow_1277_0,1300.0,1416.0
flow_1727_0,1310.0,1379.0
flow_768_0,1311.0,1420.0
flow_795_0,1334.0,1406.0
flow_67_0,1342.0,1411.0
flow_1730_0,1351.0,1426.0
flow_1886_0,1371.0,1423.0
flow_745_0,1374.0,1437.0
flow_1474_0,1391.0,1442.0
flow_1493_0,1393.0,1445.0
flow_1736_0,1471.0,1556.0
flow_1485_0,1481.0,1533.0
flow_1698_0,1484.0,1666.0
flow_1714_0,1491.0,1561.0
flow_741_0,1494.0,1606.0
flow_350_0,1511.0,1563.0
flow_1518_0,1541.0,1596.0
flow_1721_0,1551.0,1686.0
flow_1299_0,1554.0,1696.0
flow_376_0,1565.0,1617.0
flow_1720_0,1570.0,1621.0
flow_1296_0,1572.0,1624.0
flow_1724_0,1601.0,1653.0
flow_1301_0,1604.0,1656.0
flow_1748_0,1630.0,1700.0
flow_1737_0,1632.0,1685.0
flow_838_0,1634.0,2116.0
flow_854_0,1652.0,1722.0
flow_1751_0,1693.0,1776.0
flow_1310_0,1702.0,1756.0
flow_2840_0,1711.0,2076.0
flow_1741_0,1802.0,1855.0
flow_1281_0,1811.0,1867.0
flow_793_0,1811.0,1880.0
flow_1750_0,1813.0,1896.0
flow_1527_0,1813.0,1870.0
flow_2846_0,1851.0,1906.0
flow_1759_0,1861.0,1931.0
flow_261_0,1865.0,1946.0
flow_263_0,1867.0,1937.0
flow_2858_0,1871.0,1923.0
flow_909_0,1924.0,2006.0
flow_1763_0,1971.0,2046.0
flow_1764_0,1973.0,2051.0
flow_1529_0,2005.0,2075.0
flow_111_0,2061.0,2130.0
flow_265_0,2091.0,2160.0
flow_1332_0,2093.0,2176.0
flow_2872_0,2101.0,2153.0
flow_939_0,2104.0,2167.0
flow_1327_0,2107.0,2170.0
flow_2431_0,2111.0,2181.0
flow_1331_0,2126.0,2186.0
flow_2847_0,2138.0,2190.0
flow_114_0,2161.0,2256.0
flow_1773_0,2161.0,2256.0
flow_268_0,2163.0,2260.0
flow_1775_0,2181.0,2336.0
flow_269_0,2193.0,2341.0
flow_271_0,2196.0,2266.0
flow_272_0,2223.0,2343.0
flow_273_0,2241.0,2346.0
flow_2094_0,2265.0,2317.0
flow_2097_0,2268.0,2356.0
flow_2098_0,2301.0,2353.0
flow_828_0,2304.0,2360.0
flow_846_0,2321.0,2373.0
flow_853_0,2323.0,2376.0
flow_1542_0,2332.0,2383.0
flow_1563_0,2334.0,2417.0
flow_2093_0,2341.0,2420.0
flow_2096_0,2344.0,2415.0
flow_1338_0,2346.0,2437.0
flow_275_0,2351.0,2496.0
flow_277_0,2381.0,2500.0
flow_905_0,2381.0,2433.0
flow_280_0,2383.0,2526.0
flow_926_0,2384.0,2440.0
flow_1571_0,2385.0,2455.0
flow_281_0,2386.0,2531.0
flow_285_0,2388.0,2516.0
flow_286_0,2392.0,2461.0
flow_288_0,2411.0,2520.0
flow_1943_0,2413.0,2556.0
flow_1006_0,2431.0,2482.0
flow_1787_0,2461.0,2534.0
flow_1016_0,2469.0,2538.0
flow_1789_0,2483.0,2606.0
flow_122_0,2571.0,2646.0
flow_132_0,2575.0,2644.0
flow_1776_0,2579.0,2650.0
flow_289_0,2601.0,2726.0
flow_292_0,2604.0,2674.0
flow_1368_0,2613.0,2730.0
flow_1034_0,2624.0,2695.0
flow_299_0,2631.0,2732.0
flow_1766_0,2640.0,2692.0
flow_1959_0,2683.0,2786.0
flow_1372_0,2712.0,2790.0
flow_2913_0,2719.0,2816.0
flow_1574_0,2721.0,2826.0
flow_1578_0,2728.0,2780.0
flow_2111_0,2730.0,2820.0
flow_142_0,2771.0,2841.0
flow_158_0,2774.0,2844.0
flow_1358_0,2799.0,2869.0
flow_1577_0,2814.0,2885.0
flow_955_0,2861.0,3066.0
flow_1979_0,2864.0,2917.0
flow_970_0,2881.0,3070.0
flow_1376_0,2888.0,3016.0
flow_959_0,2911.0,2986.0
flow_301_0,2926.0,2996.0
flow_1804_0,2951.0,3026.0
flow_302_0,2953.0,3031.0
flow_1076_0,2971.0,3086.0
flow_303_0,2971.0,3041.0
flow_307_0,2974.0,3046.0
flow_1597_0,2974.0,3036.0
flow_312_0,2976.0,3046.0
flow_313_0,2979.0,3049.0
flow_2546_0,2992.0,3045.0
flow_2572_0,2993.0,3126.0
flow_974_0,3001.0,3053.0
flow_1809_0,3031.0,3130.0
flow_315_0,3061.0,3146.0
flow_316_0,3063.0,3151.0
flow_317_0,3083.0,3153.0
flow_319_0,3085.0,3156.0
flow_320_0,3121.0,3190.0
flow_1816_0,3124.0,3194.0
flow_2129_0,3181.0,3316.0
flow_502_0,3185.0,3255.0
flow_324_0,3191.0,3320.0
flow_1820_0,3193.0,3406.0
flow_1046_0,3221.0,3286.0
flow_1823_0,3281.0,3351.0
flow_1626_0,3298.0,3486.0
flow_335_0,3301.0,3371.0
flow_338_0,3303.0,3374.0
flow_1404_0,3352.0,3416.0
flow_344_0,3371.0,3486.0
flow_345_0,3373.0,3490.0
flow_175_0,3380.0,3446.0
flow_347_0,3391.0,3494.0
flow_1822_0,3392.0,3445.0
flow_353_0,3393.0,3496.0
flow_354_0,3411.0,3498.0
flow_358_0,3413.0,3501.0
flow_362_0,3431.0,3516.0
flow_367_0,3433.0,3520.0
flow_336_0,3455.0,3507.0
flow_2144_0,3491.0,3560.0
flow_1167_0,3515.0,3585.0
flow_1109_0,3531.0,3583.0
flow_1618_0,3534.0,3587.0
flow_1417_0,3552.0,nan
flow_1834_0,3561.0,nan
flow_329_0,3575.0,nan
flow_341_0,3583.0,nan
