,enter_time,leave_time
flow_2756_0,116.0,196.0
flow_2757_0,129.0,199.0
flow_2758_0,142.0,212.0
flow_2759_0,155.0,652.0
flow_2760_0,168.0,238.0
flow_2761_0,181.0,251.0
flow_2024_0,220.0,272.0
flow_2765_0,233.0,302.0
flow_2028_0,243.0,316.0
flow_2766_0,246.0,316.0
flow_2029_0,261.0,336.0
flow_2768_0,272.0,341.0
flow_2027_0,291.0,360.0
flow_2046_0,293.0,397.0
flow_2038_0,295.0,348.0
flow_2772_0,324.0,406.0
flow_2773_0,337.0,407.0
flow_2054_0,361.0,416.0
flow_607_0,365.0,434.0
flow_2057_0,367.0,486.0
flow_2058_0,370.0,421.0
flow_1442_0,370.0,422.0
flow_2775_0,371.0,440.0
flow_2776_0,376.0,445.0
flow_2777_0,379.0,448.0
flow_2061_0,394.0,447.0
flow_2779_0,411.0,481.0
flow_1440_0,422.0,526.0
flow_2780_0,441.0,510.0
flow_1444_0,444.0,497.0
flow_2079_0,471.0,540.0
flow_1447_0,476.0,528.0
flow_2094_0,500.0,551.0
flow_1448_0,502.0,555.0
flow_2097_0,512.0,587.0
flow_2785_0,513.0,596.0
flow_2098_0,516.0,590.0
flow_619_0,521.0,607.0
flow_649_0,523.0,611.0
flow_2787_0,550.0,620.0
flow_1452_0,562.0,615.0
flow_1234_0,568.0,646.0
flow_2789_0,581.0,650.0
flow_1441_0,616.0,667.0
flow_2093_0,622.0,746.0
flow_2121_0,630.0,682.0
flow_2792_0,632.0,736.0
flow_239_0,651.0,736.0
flow_1239_0,661.0,727.0
flow_1459_0,662.0,715.0
flow_214_0,681.0,756.0
flow_1461_0,683.0,760.0
flow_2102_0,690.0,1196.0
flow_1463_0,700.0,762.0
flow_2796_0,701.0,1201.0
flow_2797_0,709.0,1217.0
flow_2130_0,712.0,765.0
flow_1464_0,714.0,766.0
flow_2136_0,718.0,770.0
flow_1847_0,724.0,776.0
flow_2798_0,731.0,1316.0
flow_2051_0,731.0,786.0
flow_670_0,738.0,816.0
flow_2799_0,741.0,811.0
flow_690_0,761.0,826.0
flow_1468_0,763.0,827.0
flow_1450_0,769.0,830.0
flow_2801_0,773.0,856.0
flow_683_0,775.0,860.0
flow_1466_0,781.0,886.0
flow_2100_0,781.0,856.0
flow_1470_0,793.0,845.0
flow_2802_0,801.0,891.0
flow_2145_0,804.0,866.0
flow_2803_0,831.0,906.0
flow_2110_0,844.0,896.0
flow_2169_0,850.0,901.0
flow_2764_0,871.0,936.0
flow_222_0,874.0,1326.0
flow_1683_0,880.0,997.0
flow_2175_0,886.0,937.0
flow_2184_0,895.0,947.0
flow_2063_0,909.0,1000.0
flow_718_0,911.0,963.0
flow_729_0,913.0,965.0
flow_2192_0,919.0,970.0
flow_2096_0,921.0,972.0
flow_1457_0,930.0,999.0
flow_2805_0,931.0,1000.0
flow_2811_0,933.0,1003.0
flow_2199_0,940.0,1036.0
flow_745_0,961.0,1057.0
flow_2812_0,961.0,1030.0
flow_2150_0,964.0,1046.0
flow_1231_0,974.0,1045.0
flow_1473_0,981.0,1050.0
flow_2815_0,992.0,1076.0
flow_2212_0,993.0,1060.0
flow_755_0,995.0,1063.0
flow_2214_0,996.0,1047.0
flow_2176_0,1013.0,1096.0
flow_2817_0,1022.0,1100.0
flow_285_0,1025.0,1106.0
flow_266_0,1027.0,1096.0
flow_288_0,1028.0,1086.0
flow_270_0,1029.0,1099.0
flow_46_0,1031.0,1136.0
flow_56_0,1033.0,1140.0
flow_766_0,1041.0,1093.0
flow_2191_0,1051.0,1143.0
flow_2222_0,1052.0,1531.0
flow_2226_0,1058.0,1110.0
flow_1692_0,1061.0,1196.0
flow_2818_0,1061.0,1132.0
flow_1488_0,1061.0,1113.0
flow_2819_0,1064.0,1146.0
flow_2820_0,1067.0,1150.0
flow_1694_0,1070.0,1139.0
flow_36_0,1076.0,1127.0
flow_2821_0,1082.0,1166.0
flow_304_0,1094.0,1166.0
flow_2810_0,1096.0,1156.0
flow_2822_0,1097.0,1167.0
flow_1271_0,1100.0,1161.0
flow_1857_0,1101.0,1170.0
flow_778_0,1101.0,1156.0
flow_1490_0,1103.0,1176.0
flow_2236_0,1105.0,1161.0
flow_2166_0,1111.0,1200.0
flow_2168_0,1114.0,1206.0
flow_1258_0,1125.0,1211.0
flow_2824_0,1127.0,1206.0
flow_2129_0,1131.0,1183.0
flow_2243_0,1135.0,1186.0
flow_2218_0,1144.0,1266.0
flow_1494_0,1146.0,1221.0
flow_2825_0,1151.0,1270.0
flow_1476_0,1171.0,1241.0
flow_794_0,1171.0,1223.0
flow_2827_0,1172.0,1242.0
flow_1698_0,1173.0,1244.0
flow_768_0,1176.0,1321.0
flow_1485_0,1176.0,1247.0
flow_777_0,1178.0,1272.0
flow_2828_0,1190.0,1260.0
flow_2261_0,1194.0,1247.0
flow_1693_0,1203.0,1255.0
flow_2829_0,1211.0,1280.0
flow_2235_0,1211.0,1546.0
flow_2239_0,1213.0,1283.0
flow_800_0,1221.0,1274.0
flow_1500_0,1223.0,1326.0
flow_2830_0,1231.0,1300.0
flow_2831_0,1233.0,1303.0
flow_2186_0,1241.0,1310.0
flow_1877_0,1243.0,1336.0
flow_2832_0,1250.0,1336.0
flow_1460_0,1256.0,1326.0
flow_2833_0,1262.0,1332.0
flow_2242_0,1266.0,1386.0
flow_38_0,1272.0,1324.0
flow_2254_0,1281.0,1356.0
flow_1505_0,1282.0,1347.0
flow_324_0,1285.0,1746.0
flow_1886_0,1296.0,1347.0
flow_2292_0,1301.0,1376.0
flow_1496_0,1301.0,1370.0
flow_302_0,1303.0,1396.0
flow_43_0,1313.0,1376.0
flow_2293_0,1314.0,1380.0
flow_2834_0,1321.0,1391.0
flow_2835_0,1324.0,1401.0
flow_2836_0,1326.0,1457.0
flow_339_0,1334.0,1403.0
flow_1282_0,1341.0,2311.0
flow_2806_0,1365.0,1446.0
flow_824_0,1369.0,1439.0
flow_2837_0,1371.0,1446.0
flow_2838_0,1373.0,1451.0
flow_1509_0,1373.0,1426.0
flow_1720_0,1391.0,1463.0
flow_60_0,1395.0,1447.0
flow_2839_0,1401.0,1470.0
flow_2840_0,1404.0,1526.0
flow_2305_0,1408.0,1476.0
flow_2308_0,1415.0,1467.0
flow_2841_0,1417.0,1487.0
flow_1724_0,1431.0,1501.0
flow_2309_0,1435.0,1506.0
flow_1293_0,1458.0,1536.0
flow_1281_0,1464.0,1541.0
flow_2295_0,1466.0,1536.0
flow_330_0,1475.0,1676.0
flow_351_0,1478.0,1679.0
flow_2317_0,1483.0,1546.0
flow_350_0,1484.0,1554.0
flow_2319_0,1489.0,1551.0
flow_2844_0,1491.0,1560.0
flow_828_0,1492.0,1566.0
flow_846_0,1495.0,1569.0
flow_2846_0,1520.0,1676.0
flow_1289_0,1531.0,1582.0
flow_853_0,1531.0,1582.0
flow_855_0,1534.0,1746.0
flow_1290_0,1535.0,1587.0
flow_2847_0,1537.0,2066.0
flow_2348_0,1554.0,1607.0
flow_1735_0,1601.0,1670.0
flow_2851_0,1611.0,1686.0
flow_2357_0,1616.0,1696.0
flow_2358_0,1618.0,1700.0
flow_2361_0,1621.0,1673.0
flow_2318_0,1629.0,1699.0
flow_1526_0,1632.0,1702.0
flow_1523_0,1633.0,1696.0
flow_2852_0,1651.0,2026.0
flow_2853_0,1654.0,1766.0
flow_2855_0,1671.0,1770.0
flow_1904_0,1671.0,1741.0
flow_2856_0,1674.0,1744.0
flow_2857_0,1691.0,1772.0
flow_1528_0,1694.0,1757.0
flow_2858_0,1694.0,2031.0
flow_886_0,1701.0,1754.0
flow_859_0,1703.0,1760.0
flow_383_0,1715.0,1787.0
flow_1721_0,1718.0,1826.0
flow_1529_0,1732.0,1785.0
