,enter_time,leave_time
flow_212_0,184.0,267.0
flow_213_0,205.0,274.0
flow_1436_0,223.0,680.0
flow_1654_0,225.0,294.0
flow_1437_0,226.0,296.0
flow_1223_0,231.0,301.0
flow_1224_0,234.0,303.0
flow_1226_0,251.0,606.0
flow_2035_0,260.0,396.0
flow_1438_0,261.0,330.0
flow_1439_0,265.0,334.0
flow_1227_0,271.0,341.0
flow_1440_0,297.0,367.0
flow_2042_0,351.0,436.0
flow_610_0,353.0,440.0
flow_1229_0,361.0,430.0
flow_1230_0,381.0,451.0
flow_1231_0,384.0,926.0
flow_222_0,387.0,1378.0
flow_2070_0,391.0,443.0
flow_2028_0,404.0,474.0
flow_1233_0,411.0,480.0
flow_1441_0,421.0,491.0
flow_1234_0,431.0,611.0
flow_2768_0,451.0,503.0
flow_2038_0,454.0,506.0
flow_1659_0,466.0,518.0
flow_1445_0,471.0,541.0
flow_2081_0,473.0,626.0
flow_1238_0,501.0,571.0
flow_1239_0,504.0,573.0
flow_637_0,527.0,606.0
flow_1242_0,531.0,600.0
flow_1449_0,533.0,616.0
flow_1450_0,536.0,606.0
flow_2088_0,551.0,630.0
flow_1657_0,553.0,676.0
flow_2100_0,555.0,607.0
flow_2058_0,557.0,636.0
flow_1244_0,560.0,630.0
flow_2063_0,571.0,626.0
flow_1245_0,573.0,643.0
flow_1453_0,573.0,642.0
flow_17_0,591.0,686.0
flow_19_0,593.0,690.0
flow_1248_0,621.0,691.0
flow_1457_0,623.0,716.0
flow_619_0,635.0,886.0
flow_1458_0,643.0,721.0
flow_1676_0,647.0,718.0
flow_1250_0,651.0,720.0
flow_1460_0,662.0,736.0
flow_11_0,675.0,727.0
flow_2126_0,681.0,733.0
flow_2129_0,684.0,746.0
flow_1252_0,691.0,760.0
flow_1254_0,693.0,763.0
flow_2127_0,693.0,751.0
flow_2132_0,701.0,776.0
flow_2135_0,703.0,780.0
flow_1256_0,722.0,791.0
flow_240_0,748.0,887.0
flow_2112_0,761.0,846.0
flow_1861_0,764.0,891.0
flow_2790_0,767.0,846.0
flow_1258_0,771.0,893.0
flow_2062_0,781.0,856.0
flow_2139_0,781.0,833.0
flow_2144_0,784.0,856.0
flow_2151_0,786.0,860.0
flow_662_0,789.0,841.0
flow_1260_0,791.0,861.0
