0.0,1.0
0.0,1.0
10.0,1.0
15.0,4.0
20.0,4.0
25.0,2.0
30.0,2.0
35.0,3.0
40.0,3.0
45.0,4.0
50.0,4.0
55.0,1.0
160.0,1.0
165.0,3.0
170.0,3.0
175.0,2.0
180.0,2.0
185.0,1.0
200.0,1.0
205.0,2.0
210.0,2.0
215.0,1.0
220.0,1.0
225.0,2.0
230.0,2.0
235.0,1.0
240.0,1.0
245.0,2.0
250.0,2.0
255.0,1.0
260.0,1.0
265.0,2.0
270.0,2.0
275.0,1.0
280.0,1.0
285.0,2.0
290.0,2.0
295.0,1.0
300.0,1.0
305.0,2.0
310.0,2.0
315.0,1.0
330.0,1.0
335.0,2.0
340.0,2.0
345.0,1.0
350.0,1.0
355.0,2.0
360.0,2.0
365.0,1.0
370.0,1.0
375.0,2.0
380.0,2.0
385.0,3.0
390.0,3.0
395.0,1.0
400.0,1.0
405.0,2.0
420.0,2.0
425.0,1.0
430.0,1.0
435.0,2.0
440.0,2.0
445.0,4.0
450.0,4.0
455.0,2.0
460.0,2.0
465.0,1.0
510.0,1.0
515.0,2.0
520.0,2.0
525.0,1.0
530.0,1.0
535.0,2.0
540.0,2.0
545.0,1.0
560.0,1.0
565.0,3.0
570.0,3.0
575.0,1.0
580.0,1.0
585.0,2.0
590.0,2.0
595.0,1.0
600.0,1.0
605.0,2.0
610.0,2.0
615.0,3.0
620.0,3.0
625.0,2.0
640.0,2.0
645.0,1.0
650.0,1.0
655.0,4.0
660.0,4.0
665.0,1.0
680.0,1.0
685.0,2.0
690.0,2.0
695.0,1.0
700.0,1.0
705.0,2.0
710.0,2.0
715.0,1.0
720.0,1.0
725.0,3.0
730.0,3.0
735.0,1.0
740.0,1.0
745.0,3.0
750.0,3.0
755.0,2.0
760.0,2.0
765.0,4.0
770.0,4.0
775.0,2.0
780.0,2.0
785.0,1.0
790.0,1.0
795.0,4.0
800.0,4.0
805.0,2.0
810.0,2.0
815.0,1.0
820.0,1.0
825.0,2.0
830.0,2.0
835.0,1.0
840.0,1.0
845.0,3.0
860.0,3.0
865.0,4.0
900.0,4.0
905.0,1.0
910.0,1.0
915.0,4.0
1020.0,4.0
1025.0,2.0
1030.0,2.0
1035.0,4.0
1040.0,4.0
1045.0,2.0
1050.0,2.0
1055.0,1.0
1060.0,1.0
1065.0,4.0
1080.0,4.0
1085.0,3.0
1090.0,3.0
1095.0,4.0
1210.0,4.0
1215.0,1.0
1220.0,1.0
1225.0,4.0
1270.0,4.0
1275.0,3.0
1280.0,3.0
1285.0,4.0
1310.0,4.0
1315.0,3.0
1320.0,3.0
1325.0,4.0
1350.0,4.0
1355.0,1.0
1360.0,1.0
1365.0,4.0
1370.0,4.0
1375.0,2.0
1380.0,2.0
1385.0,4.0
1390.0,4.0
1395.0,2.0
1400.0,2.0
1405.0,4.0
1530.0,4.0
1535.0,3.0
1540.0,3.0
1545.0,4.0
1560.0,4.0
1565.0,2.0
1580.0,2.0
1585.0,4.0
1590.0,4.0
1595.0,1.0
1600.0,1.0
1605.0,4.0
1630.0,4.0
1635.0,1.0
1640.0,1.0
1645.0,2.0
1650.0,2.0
1655.0,4.0
1780.0,4.0
1785.0,2.0
1790.0,2.0
1795.0,4.0
1990.0,4.0
1995.0,2.0
2000.0,2.0
2005.0,4.0
2060.0,4.0
2065.0,2.0
2070.0,2.0
2075.0,4.0
2080.0,4.0
2085.0,2.0
2100.0,2.0
2105.0,4.0
2110.0,4.0
2115.0,1.0
2120.0,1.0
2125.0,2.0
2130.0,2.0
2135.0,1.0
2170.0,1.0
2175.0,2.0
2180.0,2.0
2185.0,1.0
2200.0,1.0
2205.0,2.0
2230.0,2.0
2235.0,3.0
2240.0,3.0
2245.0,1.0
2260.0,1.0
2265.0,2.0
2270.0,2.0
2275.0,1.0
2280.0,1.0
2285.0,4.0
2290.0,4.0
2295.0,3.0
2300.0,3.0
2305.0,1.0
2310.0,1.0
2315.0,2.0
2320.0,2.0
2325.0,1.0
2330.0,1.0
2335.0,2.0
2340.0,2.0
2345.0,1.0
2350.0,1.0
2355.0,2.0
2360.0,2.0
2365.0,3.0
2370.0,3.0
2375.0,1.0
2380.0,1.0
2385.0,3.0
2400.0,3.0
2405.0,4.0
2410.0,4.0
2415.0,3.0
2420.0,3.0
2425.0,4.0
2430.0,4.0
2435.0,3.0
2440.0,3.0
2445.0,4.0
2450.0,4.0
2455.0,3.0
2460.0,3.0
2465.0,4.0
2550.0,4.0
2555.0,1.0
2560.0,1.0
2565.0,4.0
2620.0,4.0
2625.0,1.0
2630.0,1.0
2635.0,3.0
2640.0,3.0
2645.0,4.0
2930.0,4.0
2935.0,1.0
2940.0,1.0
2945.0,4.0
3000.0,4.0
3005.0,1.0
3010.0,1.0
3015.0,4.0
3150.0,4.0
3155.0,1.0
3160.0,1.0
3165.0,4.0
3270.0,4.0
3275.0,3.0
3280.0,3.0
3285.0,4.0
3340.0,4.0
3345.0,1.0
3350.0,1.0
3355.0,4.0
3390.0,4.0
3395.0,3.0
3400.0,3.0
3405.0,4.0
3440.0,4.0
3445.0,1.0
3450.0,1.0
3455.0,4.0
3500.0,4.0
3505.0,2.0
3510.0,2.0
3515.0,4.0
3550.0,4.0
3555.0,1.0
3560.0,1.0
3565.0,4.0
3570.0,4.0
3575.0,3.0
3580.0,3.0
3585.0,4.0
