,enter_time,leave_time
flow_607_0,195.0,816.0
flow_2027_0,238.0,817.0
flow_2756_0,311.0,820.0
flow_2757_0,314.0,384.0
flow_2758_0,331.0,401.0
flow_2759_0,334.0,2374.0
flow_2029_0,431.0,820.0
flow_2024_0,432.0,485.0
flow_2760_0,451.0,521.0
flow_2761_0,453.0,524.0
flow_670_0,564.0,911.0
flow_2764_0,571.0,706.0
flow_1442_0,575.0,628.0
flow_1444_0,579.0,711.0
flow_1447_0,583.0,635.0
flow_1448_0,612.0,665.0
flow_683_0,665.0,1056.0
flow_2765_0,671.0,1060.0
flow_2766_0,674.0,744.0
flow_619_0,711.0,807.0
flow_1440_0,736.0,896.0
flow_2768_0,741.0,1216.0
flow_2772_0,743.0,1220.0
flow_1234_0,778.0,906.0
flow_1452_0,785.0,838.0
flow_2028_0,832.0,884.0
flow_2773_0,851.0,921.0
flow_2775_0,854.0,1356.0
flow_36_0,866.0,926.0
flow_1466_0,891.0,1360.0
flow_1847_0,942.0,995.0
flow_38_0,942.0,994.0
flow_2776_0,951.0,1386.0
flow_2777_0,953.0,1390.0
flow_2046_0,970.0,1066.0
flow_2063_0,974.0,1056.0
flow_2779_0,981.0,1051.0
flow_2780_0,984.0,1496.0
flow_46_0,1011.0,1501.0
flow_214_0,1021.0,1076.0
flow_2785_0,1021.0,1566.0
flow_2787_0,1024.0,1094.0
flow_56_0,1041.0,1666.0
flow_43_0,1043.0,1094.0
flow_1857_0,1051.0,1216.0
flow_2810_0,1051.0,1103.0
flow_239_0,1053.0,1221.0
flow_2789_0,1061.0,1670.0
flow_2792_0,1063.0,1696.0
flow_2796_0,1066.0,1236.0
flow_2797_0,1068.0,2067.0
flow_2798_0,1072.0,1241.0
flow_2038_0,1092.0,1145.0
flow_768_0,1095.0,1296.0
flow_777_0,1098.0,1896.0
flow_60_0,1126.0,1178.0
flow_1459_0,1162.0,1215.0
flow_2799_0,1191.0,1261.0
flow_2801_0,1194.0,1900.0
flow_2802_0,1196.0,1903.0
flow_2803_0,1199.0,1905.0
flow_2805_0,1201.0,1908.0
flow_2811_0,1203.0,1273.0
flow_2812_0,1271.0,1966.0
flow_1461_0,1272.0,1326.0
flow_2815_0,1273.0,1970.0
flow_1463_0,1275.0,1329.0
flow_2817_0,1301.0,1973.0
flow_2818_0,1304.0,1374.0
flow_1441_0,1309.0,1366.0
flow_2806_0,1317.0,1387.0
flow_649_0,1321.0,1372.0
flow_690_0,1341.0,1397.0
flow_1464_0,1342.0,1396.0
flow_1468_0,1345.0,1399.0
flow_1896_0,1348.0,1496.0
flow_1470_0,1348.0,1400.0
flow_2819_0,1361.0,1976.0
flow_2820_0,1363.0,1980.0
flow_824_0,1377.0,1447.0
flow_222_0,1391.0,1706.0
flow_1450_0,1392.0,1466.0
flow_2821_0,1411.0,1996.0
flow_2822_0,1414.0,1484.0
flow_1258_0,1448.0,1566.0
flow_1496_0,1451.0,2000.0
flow_2824_0,1461.0,2056.0
flow_2825_0,1463.0,2060.0
flow_1239_0,1561.0,1626.0
flow_2827_0,1571.0,1641.0
flow_1488_0,1572.0,1624.0
flow_2828_0,1573.0,1644.0
flow_1490_0,1576.0,1631.0
flow_1494_0,1615.0,1676.0
flow_1473_0,1619.0,1696.0
flow_266_0,1631.0,1701.0
flow_270_0,1634.0,1896.0
flow_1721_0,1641.0,1716.0
flow_2829_0,1641.0,2236.0
flow_2830_0,1643.0,2240.0
flow_1526_0,1661.0,1731.0
flow_2831_0,1671.0,2256.0
flow_2832_0,1673.0,2260.0
flow_2833_0,1691.0,1761.0
flow_2834_0,1693.0,1764.0
flow_1500_0,1715.0,1816.0
flow_2835_0,1721.0,2346.0
flow_2836_0,1724.0,1794.0
flow_1886_0,1725.0,1816.0
flow_1927_0,1748.0,1846.0
flow_2837_0,1751.0,2350.0
flow_2838_0,1753.0,2396.0
flow_1739_0,1776.0,1836.0
flow_2839_0,1801.0,2400.0
flow_2840_0,1804.0,1876.0
flow_2841_0,1806.0,1876.0
flow_2844_0,1810.0,2896.0
flow_2846_0,1813.0,1883.0
flow_2847_0,1815.0,2901.0
flow_2851_0,1817.0,2903.0
flow_2852_0,1820.0,1890.0
flow_718_0,1821.0,1916.0
flow_1505_0,1822.0,1916.0
flow_2853_0,1823.0,2906.0
flow_729_0,1823.0,1920.0
flow_859_0,1863.0,1920.0
flow_1693_0,1865.0,1918.0
flow_1485_0,1896.0,1966.0
flow_2186_0,1911.0,1980.0
flow_2855_0,1911.0,2909.0
flow_1683_0,1913.0,1996.0
flow_1231_0,1924.0,1995.0
flow_838_0,1927.0,1997.0
flow_745_0,1941.0,2016.0
flow_1877_0,1951.0,2056.0
flow_1692_0,1954.0,2046.0
flow_2856_0,1971.0,2041.0
flow_1509_0,1985.0,2037.0
flow_2857_0,2001.0,2911.0
flow_2858_0,2004.0,2086.0
flow_2391_0,2032.0,2102.0
flow_854_0,2051.0,2106.0
flow_2874_0,2059.0,2110.0
flow_2859_0,2081.0,2151.0
flow_2861_0,2084.0,2914.0
flow_1541_0,2101.0,2171.0
flow_2054_0,2142.0,2196.0
flow_2057_0,2154.0,2416.0
flow_2051_0,2171.0,2266.0
flow_939_0,2185.0,2367.0
flow_949_0,2188.0,2917.0
flow_755_0,2191.0,2267.0
flow_766_0,2195.0,2247.0
flow_1523_0,2202.0,2270.0
flow_1528_0,2245.0,2297.0
flow_778_0,2251.0,2302.0
flow_2079_0,2251.0,2346.0
flow_2863_0,2261.0,2331.0
flow_2864_0,2263.0,2334.0
flow_2866_0,2301.0,2921.0
flow_2867_0,2303.0,2946.0
flow_1746_0,2319.0,2371.0
flow_2869_0,2321.0,2950.0
flow_2871_0,2324.0,2394.0
flow_994_0,2335.0,2406.0
flow_2058_0,2342.0,2426.0
flow_2061_0,2346.0,2398.0
flow_1756_0,2349.0,2430.0
flow_2872_0,2361.0,2606.0
flow_2875_0,2364.0,3056.0
flow_794_0,2391.0,2443.0
flow_1694_0,2391.0,2896.0
flow_1529_0,2392.0,2444.0
flow_2254_0,2393.0,2900.0
flow_800_0,2394.0,2446.0
flow_1698_0,2395.0,2466.0
flow_1281_0,2398.0,2902.0
flow_1720_0,2402.0,2472.0
flow_989_0,2403.0,2454.0
flow_1724_0,2404.0,2474.0
flow_1534_0,2412.0,2464.0
flow_2390_0,2435.0,3060.0
flow_2877_0,2461.0,3062.0
flow_339_0,2461.0,2905.0
flow_2878_0,2463.0,3065.0
flow_350_0,2464.0,2534.0
flow_1033_0,2468.0,2538.0
flow_1942_0,2476.0,2546.0
flow_2880_0,2481.0,2551.0
flow_2882_0,2484.0,3068.0
flow_1735_0,2521.0,2908.0
flow_1904_0,2524.0,2594.0
flow_132_0,2526.0,2578.0
flow_1969_0,2532.0,2584.0
flow_433_0,2541.0,2612.0
flow_1538_0,2542.0,2595.0
flow_1758_0,2544.0,3160.0
flow_1540_0,2546.0,2597.0
flow_1543_0,2549.0,2601.0
flow_114_0,2555.0,2636.0
flow_1043_0,2578.0,3070.0
flow_828_0,2591.0,2647.0
flow_2883_0,2591.0,3186.0
flow_2884_0,2593.0,3190.0
flow_1551_0,2602.0,2654.0
flow_1552_0,2605.0,2657.0
flow_846_0,2641.0,2692.0
flow_2885_0,2641.0,3276.0
flow_2886_0,2643.0,3280.0
flow_139_0,2653.0,2704.0
flow_2887_0,2661.0,2756.0
flow_2889_0,2664.0,3306.0
flow_2891_0,2691.0,3310.0
flow_2894_0,2694.0,2764.0
flow_1557_0,2702.0,2766.0
flow_1560_0,2706.0,2856.0
flow_1293_0,2708.0,2914.0
flow_853_0,2710.0,2766.0
flow_142_0,2711.0,2771.0
flow_1761_0,2711.0,2917.0
flow_855_0,2712.0,2856.0
flow_1766_0,2714.0,2784.0
flow_1943_0,2731.0,2783.0
flow_1075_0,2735.0,3386.0
flow_2896_0,2761.0,2831.0
flow_2897_0,2764.0,3391.0
flow_2899_0,2831.0,3393.0
flow_2900_0,2833.0,3396.0
flow_1567_0,2862.0,2936.0
flow_1568_0,2866.0,2918.0
flow_1086_0,2900.0,2956.0
flow_2901_0,2931.0,3399.0
flow_2903_0,2933.0,3416.0
flow_2904_0,2951.0,3076.0
flow_2905_0,2954.0,3420.0
flow_1457_0,2961.0,3031.0
flow_1972_0,2964.0,3056.0
flow_1577_0,2965.0,3018.0
flow_2907_0,2991.0,3436.0
flow_2911_0,2993.0,3440.0
flow_138_0,3031.0,3166.0
flow_2094_0,3042.0,3094.0
flow_886_0,3045.0,3097.0
flow_2093_0,3086.0,3171.0
flow_2100_0,3101.0,3186.0
flow_1476_0,3104.0,3174.0
flow_2912_0,3121.0,3496.0
flow_2914_0,3123.0,3500.0
flow_2917_0,3191.0,3261.0
flow_1798_0,3191.0,3276.0
flow_2581_0,3193.0,3280.0
flow_2923_0,3194.0,3596.0
flow_1587_0,3195.0,3248.0
flow_2924_0,3231.0,3301.0
flow_2097_0,3232.0,3286.0
flow_2925_0,3234.0,3600.0
flow_2098_0,3235.0,3289.0
flow_1143_0,3245.0,3314.0
flow_2927_0,3251.0,nan
flow_2928_0,3254.0,3324.0
flow_1979_0,3262.0,3316.0
flow_2631_0,3281.0,3386.0
flow_2929_0,3281.0,nan
flow_2932_0,3283.0,nan
flow_2937_0,3296.0,3347.0
flow_2934_0,3311.0,3381.0
flow_2935_0,3313.0,3384.0
flow_1630_0,3341.0,nan
flow_2936_0,3351.0,3426.0
flow_2939_0,3354.0,nan
flow_2940_0,3371.0,nan
flow_2942_0,3373.0,nan
flow_903_0,3392.0,3444.0
flow_1168_0,3398.0,nan
flow_2944_0,3401.0,nan
flow_2945_0,3403.0,nan
flow_905_0,3411.0,3476.0
flow_2946_0,3421.0,3566.0
flow_2947_0,3424.0,nan
flow_2096_0,3440.0,3491.0
flow_1602_0,3443.0,3516.0
flow_2004_0,3451.0,3521.0
flow_2012_0,3453.0,3524.0
flow_2949_0,3461.0,nan
flow_2950_0,3464.0,3534.0
flow_1611_0,3475.0,3527.0
flow_2675_0,3481.0,3596.0
flow_1163_0,3506.0,3557.0
flow_1810_0,3535.0,nan
flow_1826_0,3538.0,nan
flow_1615_0,3555.0,nan
flow_922_0,3561.0,nan
flow_1180_0,3565.0,nan
flow_2102_0,3569.0,nan
flow_2952_0,3572.0,nan
flow_2954_0,3574.0,nan
flow_1460_0,3589.0,nan
