,enter_time,leave_time
flow_2029_0,151.0,246.0
flow_2027_0,168.0,220.0
flow_1838_0,181.0,356.0
flow_2756_0,211.0,286.0
flow_2035_0,222.0,276.0
flow_2042_0,239.0,336.0
flow_2045_0,245.0,297.0
flow_1437_0,263.0,336.0
flow_2759_0,271.0,346.0
flow_2024_0,288.0,358.0
flow_2046_0,293.0,376.0
flow_2765_0,311.0,386.0
flow_1439_0,333.0,396.0
flow_2768_0,351.0,606.0
flow_2065_0,354.0,406.0
flow_2038_0,357.0,610.0
flow_2070_0,364.0,667.0
flow_2081_0,381.0,451.0
flow_2071_0,382.0,434.0
flow_1659_0,394.0,465.0
flow_1440_0,404.0,457.0
flow_2772_0,411.0,506.0
flow_1441_0,423.0,476.0
flow_2079_0,426.0,516.0
flow_11_0,431.0,482.0
flow_2775_0,451.0,546.0
flow_2776_0,471.0,541.0
flow_2777_0,474.0,551.0
flow_2061_0,478.0,547.0
flow_1657_0,489.0,636.0
flow_2080_0,492.0,545.0
flow_2780_0,500.0,569.0
flow_1226_0,511.0,636.0
flow_1234_0,515.0,566.0
flow_1847_0,518.0,587.0
flow_1436_0,526.0,640.0
flow_1445_0,542.0,639.0
flow_607_0,570.0,657.0
flow_239_0,595.0,1283.0
flow_2785_0,601.0,671.0
flow_2083_0,612.0,665.0
flow_1450_0,612.0,726.0
flow_2127_0,641.0,711.0
flow_2789_0,661.0,756.0
flow_610_0,711.0,806.0
flow_642_0,715.0,766.0
flow_266_0,715.0,796.0
flow_662_0,716.0,811.0
flow_270_0,717.0,816.0
flow_666_0,720.0,772.0
flow_674_0,724.0,866.0
flow_2792_0,741.0,816.0
flow_2088_0,782.0,870.0
flow_1680_0,784.0,855.0
flow_1683_0,788.0,876.0
flow_2797_0,793.0,1086.0
flow_670_0,797.0,867.0
flow_683_0,800.0,876.0
flow_1466_0,803.0,906.0
flow_2186_0,831.0,906.0
flow_2801_0,845.0,926.0
flow_2100_0,845.0,1170.0
flow_1457_0,846.0,926.0
flow_2802_0,862.0,932.0
flow_2205_0,881.0,1086.0
flow_240_0,891.0,1036.0
flow_1258_0,895.0,946.0
flow_2106_0,912.0,965.0
flow_222_0,912.0,1397.0
flow_1473_0,922.0,975.0
flow_2063_0,931.0,983.0
flow_1846_0,934.0,1040.0
flow_1231_0,936.0,989.0
flow_1681_0,939.0,1056.0
flow_294_0,942.0,1061.0
flow_1475_0,944.0,1063.0
flow_2113_0,952.0,1005.0
flow_1692_0,964.0,1046.0
flow_2803_0,971.0,1044.0
flow_2805_0,974.0,1046.0
flow_2062_0,981.0,1066.0
flow_284_0,991.0,1069.0
flow_46_0,993.0,1091.0
flow_2126_0,997.0,1056.0
flow_2129_0,1004.0,1061.0
flow_1478_0,1026.0,1077.0
flow_2132_0,1027.0,1078.0
flow_1480_0,1028.0,1080.0
flow_2135_0,1029.0,1081.0
flow_2812_0,1031.0,1101.0
flow_1694_0,1034.0,1166.0
flow_2139_0,1039.0,1106.0
flow_689_0,1041.0,1110.0
flow_2143_0,1045.0,1097.0
flow_2144_0,1048.0,1146.0
flow_2151_0,1060.0,1150.0
flow_2815_0,1064.0,1166.0
flow_2158_0,1068.0,1152.0
flow_2165_0,1076.0,1128.0
flow_2166_0,1079.0,1206.0
flow_2168_0,1082.0,1211.0
flow_1698_0,1084.0,1216.0
flow_2177_0,1097.0,1149.0
flow_304_0,1101.0,1153.0
flow_2182_0,1103.0,1155.0
flow_2817_0,1111.0,1216.0
flow_1485_0,1112.0,1165.0
flow_58_0,1121.0,1186.0
flow_2121_0,1129.0,1220.0
flow_2254_0,1131.0,1221.0
flow_2272_0,1134.0,1476.0
flow_1281_0,1137.0,1266.0
flow_2190_0,1138.0,1190.0
flow_285_0,1142.0,1211.0
flow_1476_0,1148.0,1270.0
flow_2130_0,1148.0,1266.0
flow_2283_0,1151.0,1221.0
flow_2819_0,1151.0,1221.0
flow_777_0,1154.0,1271.0
flow_1857_0,1154.0,1286.0
flow_2820_0,1156.0,1476.0
flow_2136_0,1157.0,1286.0
flow_2821_0,1159.0,1229.0
flow_1865_0,1171.0,1480.0
flow_1867_0,1174.0,1244.0
flow_56_0,1203.0,1290.0
flow_1877_0,1211.0,1290.0
flow_1878_0,1215.0,1284.0
flow_1274_0,1221.0,1277.0
flow_1279_0,1223.0,1281.0
flow_1693_0,1226.0,1306.0
