,enter_time,leave_time
flow_2756_0,188.0,257.0
flow_607_0,218.0,287.0
flow_1838_0,221.0,296.0
flow_2027_0,223.0,356.0
flow_2029_0,224.0,366.0
flow_2035_0,272.0,396.0
flow_1437_0,286.0,396.0
flow_610_0,294.0,400.0
flow_2024_0,298.0,368.0
flow_1226_0,321.0,400.0
flow_2042_0,332.0,426.0
flow_2759_0,341.0,846.0
flow_2045_0,352.0,405.0
flow_2046_0,356.0,506.0
flow_1439_0,406.0,457.0
flow_2081_0,471.0,541.0
flow_1440_0,514.0,567.0
flow_1659_0,514.0,584.0
flow_240_0,531.0,586.0
flow_239_0,534.0,1469.0
flow_2038_0,536.0,626.0
flow_1234_0,548.0,600.0
flow_1657_0,553.0,604.0
flow_1436_0,561.0,656.0
flow_1857_0,601.0,850.0
flow_2127_0,605.0,674.0
flow_1441_0,673.0,724.0
flow_1445_0,684.0,746.0
flow_2063_0,701.0,753.0
flow_2065_0,702.0,755.0
flow_642_0,705.0,757.0
flow_266_0,705.0,876.0
flow_270_0,707.0,881.0
flow_2765_0,711.0,851.0
flow_11_0,720.0,772.0
flow_2768_0,731.0,836.0
flow_1847_0,736.0,876.0
flow_2070_0,745.0,1047.0
flow_2772_0,751.0,880.0
flow_2775_0,753.0,946.0
flow_1680_0,754.0,825.0
flow_2071_0,762.0,814.0
flow_2776_0,771.0,841.0
flow_1450_0,772.0,826.0
flow_2777_0,774.0,951.0
flow_1846_0,791.0,866.0
flow_2780_0,791.0,966.0
flow_1681_0,793.0,870.0
flow_2079_0,798.0,856.0
flow_2080_0,801.0,853.0
flow_1861_0,804.0,857.0
flow_284_0,808.0,886.0
flow_2083_0,822.0,875.0
flow_1865_0,831.0,1006.0
flow_2088_0,832.0,886.0
flow_1867_0,835.0,904.0
flow_662_0,841.0,892.0
flow_1683_0,844.0,946.0
flow_2785_0,851.0,921.0
flow_2789_0,854.0,970.0
flow_2186_0,861.0,950.0
flow_2205_0,869.0,1010.0
flow_2792_0,871.0,986.0
flow_2061_0,872.0,941.0
flow_2797_0,874.0,1006.0
flow_670_0,876.0,946.0
flow_1466_0,879.0,990.0
flow_2801_0,882.0,1026.0
flow_2100_0,885.0,1216.0
flow_666_0,895.0,946.0
flow_2106_0,898.0,950.0
flow_2802_0,901.0,971.0
flow_2113_0,908.0,960.0
flow_222_0,921.0,1349.0
flow_683_0,931.0,1031.0
flow_2126_0,945.0,997.0
flow_2129_0,951.0,1016.0
flow_1258_0,955.0,1007.0
flow_674_0,961.0,1020.0
flow_1457_0,969.0,1057.0
flow_2803_0,991.0,1061.0
flow_1692_0,994.0,1076.0
flow_2805_0,994.0,1076.0
flow_1694_0,1020.0,1096.0
flow_1877_0,1022.0,1100.0
flow_1878_0,1025.0,1095.0
flow_1881_0,1041.0,1112.0
flow_1231_0,1041.0,1093.0
flow_46_0,1041.0,1126.0
flow_2254_0,1044.0,1116.0
flow_689_0,1057.0,1109.0
flow_2132_0,1092.0,1156.0
flow_2135_0,1095.0,1160.0
flow_2812_0,1101.0,1171.0
flow_1698_0,1104.0,1176.0
flow_2815_0,1104.0,1176.0
flow_2121_0,1139.0,1216.0
flow_2130_0,1147.0,1221.0
flow_2272_0,1171.0,1241.0
flow_1892_0,1175.0,1245.0
flow_720_0,1181.0,1233.0
flow_721_0,1184.0,1246.0
flow_1281_0,1185.0,1286.0
flow_2139_0,1196.0,1250.0
flow_2143_0,1201.0,1254.0
flow_56_0,1201.0,1286.0
flow_1473_0,1202.0,1254.0
flow_2817_0,1203.0,1290.0
flow_2144_0,1205.0,1276.0
flow_1475_0,1222.0,1276.0
flow_58_0,1231.0,1296.0
flow_1274_0,1241.0,1300.0
flow_2136_0,1243.0,1476.0
flow_2151_0,1243.0,1296.0
flow_1478_0,1244.0,1326.0
flow_1480_0,1247.0,1330.0
flow_2158_0,1251.0,1326.0
flow_1485_0,1254.0,1307.0
flow_2165_0,1259.0,1311.0
flow_2283_0,1261.0,1332.0
flow_2166_0,1262.0,1314.0
flow_2168_0,1265.0,1317.0
flow_339_0,1274.0,1476.0
flow_739_0,1274.0,1331.0
flow_350_0,1277.0,1886.0
flow_2819_0,1281.0,1351.0
flow_2820_0,1284.0,1387.0
flow_741_0,1291.0,1342.0
flow_2177_0,1292.0,1345.0
flow_2821_0,1301.0,1371.0
flow_2182_0,1301.0,1366.0
flow_2824_0,1304.0,1480.0
flow_2825_0,1321.0,1506.0
flow_1896_0,1322.0,1373.0
flow_777_0,1323.0,1510.0
flow_1693_0,1326.0,1526.0
flow_1718_0,1337.0,1407.0
flow_1904_0,1341.0,1506.0
flow_2062_0,1351.0,1466.0
flow_2829_0,1361.0,1530.0
flow_2830_0,1363.0,1596.0
flow_1720_0,1374.0,1510.0
flow_333_0,1376.0,1466.0
flow_1721_0,1378.0,2096.0
flow_1723_0,1381.0,1451.0
flow_2831_0,1381.0,1600.0
flow_2832_0,1383.0,1602.0
flow_1724_0,1384.0,1951.0
flow_2190_0,1395.0,1448.0
flow_2193_0,1403.0,1471.0
flow_1476_0,1406.0,1530.0
flow_1279_0,1417.0,1486.0
flow_2200_0,1418.0,1486.0
flow_1496_0,1431.0,1605.0
flow_2835_0,1434.0,1504.0
flow_1286_0,1471.0,1546.0
flow_1735_0,1474.0,1596.0
flow_2837_0,1480.0,1607.0
flow_2210_0,1482.0,1535.0
flow_2838_0,1501.0,1571.0
flow_2839_0,1504.0,1610.0
flow_2353_0,1511.0,1581.0
flow_2213_0,1512.0,1566.0
flow_2215_0,1518.0,1570.0
flow_2806_0,1531.0,1583.0
flow_1722_0,1556.0,1625.0
flow_1507_0,1556.0,1726.0
flow_766_0,1565.0,1716.0
flow_1733_0,1569.0,1620.0
