,enter_time,leave_time
flow_207_0,149.0,219.0
flow_208_0,159.0,229.0
flow_1652_0,176.0,256.0
flow_209_0,203.0,286.0
flow_214_0,243.0,816.0
flow_1655_0,247.0,317.0
flow_217_0,253.0,821.0
flow_1_0,281.0,350.0
flow_219_0,281.0,350.0
flow_4_0,283.0,366.0
flow_1658_0,314.0,386.0
flow_225_0,332.0,402.0
flow_227_0,363.0,432.0
flow_229_0,369.0,438.0
flow_230_0,379.0,448.0
flow_232_0,402.0,472.0
flow_2763_0,405.0,474.0
flow_2764_0,407.0,477.0
flow_233_0,441.0,510.0
flow_1663_0,443.0,513.0
flow_235_0,446.0,516.0
flow_1665_0,448.0,518.0
flow_238_0,455.0,525.0
flow_243_0,485.0,555.0
flow_244_0,491.0,561.0
flow_247_0,526.0,606.0
flow_9_0,531.0,816.0
flow_249_0,531.0,611.0
flow_11_0,534.0,606.0
flow_1671_0,550.0,626.0
flow_253_0,557.0,631.0
flow_254_0,560.0,656.0
flow_257_0,583.0,653.0
flow_258_0,586.0,656.0
flow_1442_0,607.0,677.0
flow_259_0,613.0,682.0
flow_261_0,618.0,688.0
flow_263_0,621.0,691.0
flow_13_0,631.0,701.0
flow_265_0,643.0,712.0
flow_631_0,645.0,820.0
flow_268_0,648.0,718.0
flow_2051_0,648.0,718.0
flow_269_0,651.0,720.0
flow_271_0,654.0,724.0
flow_272_0,673.0,742.0
flow_273_0,676.0,745.0
flow_1679_0,685.0,754.0
flow_275_0,693.0,762.0
flow_1231_0,700.0,1276.0
flow_277_0,713.0,782.0
flow_280_0,731.0,800.0
flow_281_0,733.0,803.0
flow_2054_0,741.0,793.0
flow_285_0,771.0,1096.0
flow_286_0,774.0,844.0
flow_2062_0,784.0,866.0
flow_288_0,786.0,1100.0
flow_1685_0,791.0,866.0
flow_2096_0,805.0,875.0
flow_289_0,811.0,886.0
flow_1462_0,816.0,887.0
flow_2094_0,821.0,873.0
flow_2093_0,824.0,896.0
flow_292_0,831.0,901.0
flow_1252_0,835.0,900.0
flow_2129_0,841.0,1166.0
flow_222_0,845.0,915.0
