,enter_time,leave_time
flow_1_0,171.0,240.0
flow_4_0,173.0,243.0
flow_9_0,191.0,546.0
flow_1652_0,191.0,260.0
flow_207_0,193.0,263.0
flow_208_0,221.0,291.0
flow_209_0,224.0,293.0
flow_214_0,271.0,546.0
flow_1655_0,274.0,344.0
flow_217_0,276.0,551.0
flow_219_0,301.0,396.0
flow_1658_0,321.0,400.0
flow_225_0,360.0,430.0
flow_11_0,371.0,440.0
flow_13_0,375.0,444.0
flow_227_0,383.0,486.0
flow_229_0,401.0,490.0
flow_230_0,403.0,506.0
flow_1663_0,451.0,596.0
flow_1665_0,453.0,600.0
flow_232_0,471.0,602.0
flow_233_0,473.0,605.0
flow_235_0,501.0,608.0
flow_238_0,504.0,574.0
flow_243_0,507.0,577.0
flow_244_0,509.0,580.0
flow_2763_0,515.0,596.0
flow_2764_0,517.0,587.0
flow_631_0,521.0,647.0
flow_2054_0,531.0,583.0
flow_1839_0,551.0,621.0
flow_247_0,554.0,636.0
flow_249_0,571.0,641.0
flow_253_0,573.0,656.0
flow_1671_0,591.0,661.0
flow_254_0,593.0,663.0
flow_257_0,595.0,666.0
flow_258_0,598.0,668.0
flow_259_0,600.0,669.0
flow_261_0,602.0,673.0
flow_2074_0,605.0,675.0
flow_263_0,631.0,701.0
flow_265_0,634.0,736.0
flow_1442_0,637.0,707.0
flow_222_0,648.0,718.0
flow_268_0,651.0,740.0
flow_2051_0,654.0,724.0
flow_649_0,671.0,722.0
flow_2094_0,674.0,726.0
flow_2062_0,695.0,776.0
flow_269_0,711.0,780.0
flow_2097_0,711.0,766.0
flow_2098_0,714.0,766.0
flow_271_0,714.0,784.0
flow_1679_0,716.0,786.0
flow_272_0,719.0,788.0
flow_1231_0,719.0,1195.0
flow_273_0,721.0,896.0
flow_275_0,733.0,901.0
flow_277_0,761.0,916.0
flow_280_0,763.0,920.0
flow_281_0,781.0,936.0
flow_285_0,784.0,866.0
flow_2129_0,801.0,871.0
flow_1462_0,805.0,896.0
flow_286_0,811.0,881.0
flow_2096_0,814.0,884.0
flow_1685_0,814.0,940.0
flow_2093_0,861.0,946.0
flow_288_0,871.0,1096.0
flow_289_0,874.0,966.0
flow_1450_0,880.0,950.0
flow_292_0,893.0,963.0
flow_39_0,910.0,1106.0
flow_2111_0,914.0,996.0
flow_690_0,921.0,976.0
flow_299_0,921.0,996.0
flow_301_0,923.0,993.0
flow_2144_0,931.0,1001.0
flow_718_0,960.0,1011.0
flow_302_0,961.0,1030.0
flow_58_0,981.0,1066.0
flow_61_0,983.0,1527.0
flow_1252_0,987.0,1046.0
flow_266_0,997.0,1050.0
flow_715_0,1015.0,1096.0
flow_303_0,1021.0,1091.0
flow_307_0,1024.0,1166.0
flow_1256_0,1025.0,1077.0
flow_312_0,1026.0,1097.0
flow_313_0,1029.0,1099.0
flow_48_0,1051.0,1103.0
