,enter_time,leave_time
flow_1652_0,104.0,206.0
flow_207_0,131.0,211.0
flow_208_0,133.0,286.0
flow_209_0,151.0,291.0
flow_211_0,154.0,224.0
flow_214_0,171.0,306.0
flow_1655_0,173.0,311.0
flow_215_0,176.0,246.0
flow_216_0,191.0,261.0
flow_217_0,194.0,313.0
flow_218_0,196.0,266.0
flow_219_0,199.0,316.0
flow_1658_0,242.0,319.0
flow_221_0,271.0,341.0
flow_1223_0,272.0,325.0
flow_225_0,274.0,356.0
flow_227_0,291.0,360.0
flow_229_0,311.0,406.0
flow_230_0,313.0,410.0
flow_1662_0,334.0,404.0
flow_232_0,341.0,426.0
flow_233_0,343.0,430.0
flow_1_0,351.0,426.0
flow_4_0,353.0,431.0
flow_1663_0,357.0,432.0
flow_234_0,361.0,431.0
flow_235_0,364.0,435.0
flow_1665_0,375.0,456.0
flow_1227_0,383.0,616.0
flow_11_0,391.0,461.0
flow_237_0,391.0,461.0
flow_238_0,394.0,476.0
flow_1839_0,401.0,480.0
flow_2035_0,401.0,620.0
flow_2042_0,403.0,656.0
flow_243_0,413.0,496.0
flow_244_0,441.0,516.0
flow_246_0,444.0,514.0
flow_610_0,461.0,660.0
flow_2763_0,461.0,536.0
flow_247_0,461.0,536.0
flow_1230_0,463.0,662.0
flow_248_0,464.0,534.0
flow_249_0,467.0,539.0
flow_250_0,469.0,539.0
flow_251_0,471.0,542.0
flow_252_0,474.0,544.0
flow_1671_0,477.0,557.0
flow_253_0,491.0,560.0
flow_254_0,493.0,586.0
flow_619_0,511.0,665.0
flow_256_0,511.0,581.0
flow_257_0,514.0,591.0
flow_2055_0,521.0,591.0
flow_2063_0,524.0,596.0
flow_258_0,541.0,610.0
flow_259_0,543.0,636.0
flow_1675_0,545.0,615.0
flow_2088_0,551.0,667.0
flow_1238_0,552.0,605.0
flow_260_0,561.0,631.0
flow_261_0,564.0,640.0
flow_263_0,581.0,676.0
flow_264_0,584.0,654.0
flow_1678_0,596.0,666.0
flow_265_0,601.0,681.0
flow_1679_0,613.0,683.0
flow_2054_0,615.0,706.0
flow_267_0,621.0,691.0
flow_1657_0,621.0,866.0
flow_268_0,624.0,693.0
flow_269_0,641.0,726.0
flow_271_0,643.0,731.0
flow_1244_0,643.0,870.0
flow_1245_0,645.0,916.0
flow_1681_0,647.0,756.0
flow_1682_0,658.0,728.0
flow_2074_0,661.0,746.0
flow_272_0,671.0,750.0
flow_273_0,673.0,816.0
flow_1846_0,691.0,761.0
flow_2081_0,701.0,920.0
flow_2094_0,708.0,816.0
flow_2768_0,711.0,821.0
flow_1685_0,714.0,836.0
flow_275_0,741.0,840.0
flow_1248_0,742.0,795.0
flow_276_0,744.0,814.0
flow_637_0,751.0,922.0
flow_2062_0,781.0,851.0
flow_277_0,781.0,876.0
flow_280_0,783.0,880.0
flow_1689_0,786.0,857.0
flow_281_0,801.0,882.0
flow_2129_0,801.0,1336.0
flow_2132_0,804.0,856.0
flow_283_0,804.0,874.0
flow_285_0,831.0,906.0
flow_286_0,833.0,910.0
flow_1231_0,841.0,911.0
flow_1462_0,844.0,947.0
flow_1260_0,853.0,905.0
flow_2098_0,857.0,928.0
flow_287_0,871.0,941.0
flow_2135_0,871.0,925.0
flow_288_0,874.0,946.0
flow_289_0,891.0,966.0
flow_290_0,894.0,964.0
flow_1676_0,897.0,986.0
flow_2144_0,901.0,1341.0
flow_674_0,904.0,990.0
flow_291_0,911.0,981.0
flow_1436_0,921.0,1016.0
flow_2151_0,923.0,1020.0
flow_1697_0,928.0,998.0
flow_292_0,931.0,1026.0
flow_294_0,934.0,1004.0
flow_1267_0,958.0,1010.0
flow_297_0,961.0,1031.0
flow_299_0,964.0,1056.0
flow_300_0,966.0,1036.0
flow_301_0,969.0,1076.0
flow_2127_0,971.0,1036.0
flow_302_0,972.0,1106.0
flow_303_0,974.0,1111.0
flow_1701_0,978.0,1048.0
flow_2798_0,981.0,1040.0
flow_2111_0,991.0,1060.0
flow_58_0,993.0,1063.0
flow_61_0,996.0,1076.0
flow_304_0,1001.0,1071.0
flow_307_0,1004.0,1136.0
flow_308_0,1031.0,1101.0
flow_310_0,1033.0,1104.0
flow_1707_0,1038.0,1140.0
flow_239_0,1041.0,1111.0
flow_312_0,1051.0,1142.0
flow_313_0,1053.0,1145.0
flow_1273_0,1063.0,1116.0
flow_314_0,1071.0,1141.0
flow_315_0,1074.0,1147.0
flow_1711_0,1078.0,1149.0
flow_2806_0,1084.0,1154.0
flow_316_0,1091.0,1166.0
flow_317_0,1093.0,1169.0
flow_1680_0,1101.0,1156.0
flow_2777_0,1101.0,1186.0
flow_2173_0,1103.0,1191.0
flow_318_0,1107.0,1159.0
flow_319_0,1111.0,1256.0
flow_320_0,1113.0,1260.0
flow_321_0,1116.0,1186.0
flow_324_0,1118.0,1296.0
flow_1715_0,1120.0,1300.0
flow_325_0,1123.0,1193.0
flow_326_0,1141.0,1211.0
flow_328_0,1144.0,1214.0
flow_1696_0,1149.0,1200.0
flow_1719_0,1158.0,1316.0
flow_329_0,1161.0,1231.0
flow_330_0,1163.0,1246.0
flow_721_0,1171.0,1236.0
flow_1878_0,1173.0,1240.0
flow_331_0,1181.0,1251.0
flow_335_0,1184.0,1320.0
flow_1722_0,1188.0,1266.0
flow_1881_0,1201.0,1276.0
flow_46_0,1203.0,1280.0
flow_48_0,1205.0,1296.0
flow_336_0,1211.0,1286.0
flow_338_0,1214.0,1346.0
flow_340_0,1216.0,1286.0
flow_341_0,1219.0,1750.0
