,enter_time,leave_time
flow_2027_0,193.0,416.0
flow_2756_0,201.0,286.0
flow_2759_0,230.0,300.0
flow_2035_0,242.0,306.0
flow_607_0,261.0,330.0
flow_610_0,270.0,321.0
flow_1437_0,275.0,346.0
flow_2024_0,286.0,356.0
flow_2765_0,305.0,386.0
flow_2029_0,311.0,386.0
flow_1838_0,314.0,396.0
flow_1226_0,314.0,426.0
flow_2042_0,322.0,426.0
flow_2045_0,328.0,380.0
flow_2046_0,332.0,421.0
flow_1439_0,376.0,430.0
flow_2768_0,381.0,451.0
flow_1440_0,392.0,444.0
flow_2081_0,401.0,471.0
flow_1441_0,405.0,497.0
flow_2038_0,416.0,526.0
flow_2065_0,425.0,478.0
flow_2070_0,434.0,749.0
flow_1436_0,481.0,546.0
flow_1659_0,484.0,555.0
flow_2071_0,492.0,545.0
flow_2772_0,501.0,570.0
flow_1234_0,501.0,553.0
flow_2775_0,503.0,573.0
flow_642_0,512.0,563.0
flow_2061_0,519.0,589.0
flow_2079_0,526.0,606.0
flow_2776_0,531.0,601.0
flow_2777_0,534.0,626.0
flow_239_0,535.0,1162.0
flow_1847_0,538.0,631.0
flow_2780_0,551.0,646.0
flow_2080_0,552.0,605.0
flow_240_0,571.0,636.0
flow_1657_0,589.0,640.0
flow_1445_0,592.0,696.0
flow_1450_0,602.0,701.0
flow_2785_0,611.0,681.0
flow_11_0,631.0,736.0
flow_2063_0,634.0,686.0
flow_2127_0,651.0,721.0
flow_2083_0,652.0,705.0
flow_2088_0,663.0,736.0
flow_266_0,674.0,746.0
flow_2100_0,681.0,996.0
flow_2789_0,681.0,750.0
flow_670_0,684.0,754.0
flow_270_0,689.0,758.0
flow_2106_0,693.0,745.0
flow_2792_0,721.0,796.0
flow_2113_0,731.0,783.0
flow_1857_0,741.0,816.0
flow_2126_0,751.0,806.0
flow_662_0,761.0,826.0
flow_666_0,765.0,817.0
flow_674_0,766.0,831.0
flow_2129_0,772.0,833.0
flow_1846_0,791.0,896.0
flow_2797_0,801.0,926.0
flow_2132_0,816.0,896.0
flow_2135_0,842.0,900.0
flow_1466_0,843.0,912.0
flow_2186_0,851.0,920.0
flow_222_0,851.0,1277.0
flow_2139_0,853.0,966.0
flow_1680_0,854.0,924.0
flow_1683_0,858.0,936.0
flow_2143_0,859.0,911.0
flow_1258_0,862.0,913.0
flow_2144_0,862.0,971.0
flow_284_0,864.0,966.0
flow_2121_0,868.0,937.0
flow_1457_0,869.0,940.0
flow_689_0,881.0,986.0
flow_2205_0,891.0,1066.0
flow_2130_0,906.0,976.0
flow_2801_0,911.0,980.0
flow_2802_0,914.0,984.0
flow_2151_0,930.0,991.0
flow_2803_0,931.0,1001.0
flow_1681_0,931.0,986.0
flow_683_0,937.0,1076.0
flow_2805_0,943.0,1080.0
flow_1692_0,969.0,1076.0
flow_2136_0,971.0,1083.0
flow_2158_0,972.0,1036.0
flow_1473_0,972.0,1025.0
flow_46_0,984.0,1066.0
flow_1694_0,1010.0,1080.0
flow_2165_0,1025.0,1078.0
flow_2254_0,1031.0,1100.0
flow_2812_0,1041.0,1111.0
flow_1231_0,1061.0,1113.0
flow_2062_0,1064.0,1156.0
flow_720_0,1072.0,1123.0
flow_721_0,1074.0,1156.0
flow_1274_0,1077.0,1160.0
flow_2166_0,1078.0,1286.0
flow_2168_0,1080.0,1346.0
flow_2815_0,1091.0,1166.0
flow_739_0,1091.0,1160.0
flow_58_0,1113.0,1196.0
flow_1281_0,1136.0,1246.0
flow_1279_0,1141.0,1201.0
flow_1698_0,1144.0,1251.0
flow_1475_0,1144.0,1203.0
flow_741_0,1161.0,1212.0
flow_294_0,1161.0,1212.0
flow_2817_0,1171.0,1246.0
flow_1478_0,1172.0,1224.0
flow_2819_0,1174.0,1244.0
flow_1480_0,1175.0,1227.0
flow_2177_0,1187.0,1239.0
flow_777_0,1191.0,1386.0
flow_2820_0,1194.0,1406.0
flow_2182_0,1194.0,1256.0
flow_1485_0,1202.0,1255.0
flow_339_0,1204.0,1386.0
flow_1865_0,1211.0,1406.0
flow_2272_0,1213.0,1410.0
flow_2190_0,1213.0,1265.0
flow_2193_0,1222.0,1273.0
flow_2821_0,1241.0,1311.0
flow_2283_0,1241.0,1311.0
flow_1286_0,1244.0,1297.0
flow_1867_0,1244.0,1314.0
flow_2824_0,1244.0,1390.0
flow_1693_0,1259.0,1392.0
flow_350_0,1268.0,1861.0
flow_2825_0,1271.0,1395.0
flow_2150_0,1273.0,1397.0
flow_1476_0,1296.0,1393.0
flow_1292_0,1297.0,1366.0
flow_1877_0,1311.0,1396.0
flow_1293_0,1314.0,1366.0
flow_1878_0,1315.0,1385.0
flow_2829_0,1321.0,1400.0
flow_2830_0,1323.0,1416.0
flow_755_0,1329.0,1426.0
flow_766_0,1335.0,1420.0
flow_1861_0,1341.0,1446.0
flow_2831_0,1341.0,1436.0
flow_2832_0,1343.0,1440.0
flow_285_0,1362.0,1432.0
flow_1282_0,1364.0,1746.0
flow_304_0,1371.0,1423.0
flow_2806_0,1373.0,1426.0
flow_333_0,1376.0,1427.0
flow_56_0,1381.0,1481.0
flow_1496_0,1383.0,1483.0
flow_1881_0,1401.0,1471.0
flow_2835_0,1401.0,1471.0
flow_326_0,1425.0,1496.0
flow_330_0,1430.0,1482.0
flow_2837_0,1433.0,1506.0
flow_794_0,1445.0,1546.0
flow_1507_0,1446.0,1706.0
flow_800_0,1447.0,1550.0
flow_1511_0,1451.0,1526.0
flow_2353_0,1465.0,1535.0
flow_2838_0,1471.0,1541.0
flow_2839_0,1474.0,1552.0
flow_1718_0,1497.0,1567.0
flow_1720_0,1500.0,1576.0
flow_1721_0,1502.0,2176.0
flow_1723_0,1506.0,1597.0
flow_1724_0,1524.0,2072.0
flow_789_0,1531.0,1616.0
flow_793_0,1533.0,1620.0
flow_2844_0,1561.0,1631.0
flow_2176_0,1563.0,1646.0
flow_1722_0,1586.0,1656.0
flow_2191_0,1610.0,1686.0
flow_2200_0,1612.0,1664.0
flow_1309_0,1621.0,1710.0
flow_2847_0,1631.0,1726.0
flow_1739_0,1641.0,1717.0
flow_1520_0,1665.0,1746.0
flow_1735_0,1674.0,1756.0
flow_351_0,1681.0,1733.0
flow_365_0,1684.0,1736.0
flow_2851_0,1691.0,1761.0
flow_2210_0,1695.0,1748.0
flow_324_0,1711.0,1796.0
flow_1733_0,1746.0,1806.0
flow_1749_0,1761.0,1831.0
