,enter_time,leave_time
flow_1652_0,104.0,196.0
flow_1655_0,173.0,256.0
flow_207_0,181.0,260.0
flow_208_0,183.0,296.0
flow_209_0,201.0,301.0
flow_211_0,204.0,274.0
flow_1223_0,222.0,275.0
flow_1_0,241.0,346.0
flow_1658_0,242.0,346.0
flow_4_0,243.0,351.0
flow_214_0,251.0,351.0
flow_215_0,254.0,324.0
flow_216_0,256.0,327.0
flow_217_0,260.0,366.0
flow_218_0,263.0,333.0
flow_219_0,281.0,370.0
flow_221_0,284.0,354.0
flow_11_0,301.0,371.0
flow_225_0,331.0,446.0
flow_227_0,333.0,450.0
flow_1662_0,334.0,404.0
flow_1663_0,357.0,496.0
flow_229_0,371.0,500.0
flow_230_0,373.0,526.0
flow_1665_0,376.0,529.0
flow_1227_0,393.0,476.0
flow_232_0,411.0,556.0
flow_233_0,413.0,559.0
flow_234_0,416.0,486.0
flow_235_0,418.0,626.0
flow_2763_0,421.0,496.0
flow_237_0,422.0,491.0
flow_238_0,451.0,631.0
flow_243_0,453.0,633.0
flow_1839_0,461.0,635.0
flow_2055_0,465.0,535.0
flow_2063_0,466.0,537.0
flow_1671_0,477.0,638.0
flow_244_0,481.0,676.0
flow_1230_0,483.0,596.0
flow_246_0,484.0,554.0
flow_247_0,511.0,681.0
flow_2081_0,511.0,600.0
flow_248_0,514.0,584.0
flow_1675_0,545.0,615.0
flow_2035_0,561.0,666.0
flow_610_0,563.0,670.0
flow_619_0,571.0,686.0
flow_249_0,581.0,816.0
flow_250_0,584.0,654.0
flow_1678_0,596.0,666.0
flow_1238_0,602.0,655.0
flow_637_0,611.0,690.0
flow_1679_0,613.0,820.0
flow_2074_0,621.0,836.0
flow_1681_0,647.0,726.0
flow_1244_0,656.0,796.0
flow_1245_0,658.0,800.0
flow_1682_0,658.0,728.0
flow_2042_0,691.0,802.0
flow_1248_0,692.0,745.0
flow_1685_0,712.0,839.0
flow_1676_0,719.0,805.0
flow_251_0,781.0,851.0
flow_252_0,783.0,854.0
flow_253_0,786.0,886.0
flow_254_0,788.0,890.0
flow_1231_0,791.0,861.0
flow_1689_0,792.0,866.0
flow_256_0,795.0,866.0
flow_2768_0,821.0,916.0
flow_257_0,831.0,920.0
