,enter_time,leave_time
flow_2029_0,171.0,246.0
flow_2027_0,208.0,296.0
flow_1838_0,211.0,286.0
flow_607_0,241.0,316.0
flow_2035_0,255.0,307.0
flow_2042_0,270.0,326.0
flow_2756_0,281.0,406.0
flow_1437_0,286.0,366.0
flow_1226_0,304.0,370.0
flow_2024_0,336.0,406.0
flow_610_0,351.0,417.0
flow_2045_0,352.0,405.0
flow_2046_0,356.0,456.0
flow_2081_0,421.0,491.0
flow_2038_0,436.0,506.0
flow_2065_0,442.0,493.0
flow_11_0,451.0,526.0
flow_1439_0,453.0,530.0
flow_1440_0,456.0,507.0
flow_2070_0,465.0,778.0
flow_1659_0,468.0,538.0
flow_1441_0,492.0,546.0
flow_2759_0,511.0,646.0
flow_2765_0,513.0,650.0
flow_239_0,519.0,1392.0
flow_2071_0,522.0,575.0
flow_1445_0,552.0,606.0
flow_2079_0,556.0,656.0
flow_2080_0,558.0,610.0
flow_240_0,561.0,613.0
flow_2083_0,564.0,615.0
flow_2088_0,575.0,626.0
flow_1234_0,582.0,633.0
flow_1847_0,609.0,686.0
flow_2768_0,611.0,756.0
flow_2772_0,614.0,691.0
flow_2061_0,619.0,689.0
flow_2775_0,631.0,700.0
flow_2776_0,634.0,704.0
flow_642_0,637.0,689.0
flow_2100_0,652.0,991.0
flow_2106_0,665.0,716.0
flow_2113_0,675.0,728.0
flow_1436_0,679.0,730.0
flow_2127_0,681.0,751.0
flow_1857_0,684.0,827.0
flow_2126_0,712.0,776.0
flow_1657_0,726.0,780.0
flow_2777_0,731.0,826.0
flow_2129_0,732.0,906.0
flow_1450_0,732.0,906.0
flow_2780_0,733.0,831.0
flow_2785_0,735.0,806.0
flow_2789_0,738.0,846.0
flow_2792_0,741.0,850.0
flow_2132_0,766.0,910.0
flow_2135_0,769.0,966.0
flow_2063_0,771.0,823.0
flow_222_0,787.0,1267.0
flow_1865_0,801.0,956.0
flow_2139_0,802.0,971.0
flow_2143_0,808.0,860.0
flow_2144_0,811.0,1036.0
flow_1681_0,811.0,911.0
flow_2797_0,821.0,956.0
flow_2186_0,821.0,896.0
flow_2151_0,822.0,1039.0
flow_670_0,824.0,894.0
flow_683_0,841.0,946.0
flow_2801_0,845.0,950.0
flow_2158_0,847.0,1076.0
