,enter_time,leave_time
flow_607_0,146.0,236.0
flow_2756_0,191.0,276.0
flow_2757_0,194.0,264.0
flow_2029_0,251.0,336.0
flow_2024_0,282.0,335.0
flow_2027_0,301.0,507.0
flow_619_0,334.0,397.0
flow_2758_0,341.0,411.0
flow_2759_0,344.0,1198.0
flow_2760_0,347.0,417.0
flow_2761_0,349.0,420.0
flow_2765_0,353.0,510.0
flow_2028_0,362.0,416.0
flow_2038_0,382.0,434.0
flow_214_0,391.0,456.0
flow_1442_0,405.0,458.0
flow_2766_0,451.0,521.0
flow_2768_0,454.0,606.0
flow_2046_0,461.0,531.0
flow_1444_0,473.0,536.0
flow_1447_0,478.0,530.0
flow_2764_0,501.0,556.0
flow_1440_0,509.0,579.0
flow_2772_0,511.0,611.0
flow_2773_0,515.0,584.0
flow_2775_0,518.0,626.0
flow_2776_0,520.0,630.0
flow_1448_0,522.0,575.0
flow_2777_0,523.0,726.0
flow_2054_0,524.0,586.0
flow_2779_0,541.0,611.0
flow_2780_0,544.0,730.0
flow_2785_0,546.0,732.0
flow_2787_0,549.0,620.0
flow_1847_0,555.0,608.0
flow_2057_0,561.0,636.0
flow_2058_0,564.0,616.0
flow_2061_0,566.0,618.0
flow_1452_0,572.0,625.0
flow_2789_0,581.0,735.0
flow_2792_0,632.0,738.0
flow_1234_0,635.0,726.0
flow_239_0,651.0,731.0
flow_2079_0,661.0,734.0
flow_1441_0,675.0,747.0
flow_1239_0,677.0,746.0
flow_649_0,681.0,750.0
flow_1459_0,692.0,745.0
flow_2796_0,693.0,796.0
flow_2797_0,709.0,1211.0
flow_670_0,715.0,821.0
flow_683_0,718.0,836.0
flow_222_0,731.0,1086.0
flow_1461_0,732.0,806.0
flow_1463_0,735.0,810.0
flow_2798_0,751.0,826.0
flow_2799_0,754.0,824.0
flow_2094_0,770.0,886.0
flow_2801_0,773.0,842.0
flow_2802_0,790.0,859.0
flow_1464_0,802.0,886.0
flow_1468_0,805.0,890.0
flow_36_0,813.0,926.0
flow_38_0,816.0,868.0
flow_2063_0,824.0,906.0
flow_1857_0,831.0,910.0
flow_2803_0,861.0,956.0
flow_2805_0,863.0,961.0
flow_43_0,876.0,930.0
flow_2097_0,883.0,946.0
flow_2098_0,885.0,950.0
flow_2186_0,901.0,1036.0
flow_1466_0,911.0,1036.0
flow_2093_0,936.0,1016.0
flow_1258_0,938.0,1040.0
flow_2811_0,951.0,1021.0
flow_1470_0,952.0,1005.0
flow_2812_0,954.0,1041.0
flow_1231_0,974.0,1045.0
flow_2121_0,979.0,1031.0
flow_266_0,991.0,1061.0
flow_2100_0,994.0,1066.0
flow_2815_0,1001.0,1070.0
flow_2166_0,1001.0,1076.0
flow_2168_0,1004.0,1166.0
flow_2051_0,1011.0,1086.0
flow_2102_0,1017.0,1146.0
flow_2817_0,1022.0,1166.0
flow_690_0,1031.0,1091.0
flow_768_0,1031.0,1151.0
flow_1450_0,1036.0,1093.0
flow_46_0,1041.0,1171.0
flow_2818_0,1061.0,1131.0
flow_2130_0,1062.0,1115.0
flow_2819_0,1064.0,1186.0
flow_2820_0,1067.0,1190.0
flow_777_0,1075.0,1256.0
flow_56_0,1081.0,1260.0
flow_2136_0,1082.0,1134.0
flow_1473_0,1087.0,1170.0
flow_285_0,1091.0,1156.0
flow_2821_0,1091.0,1286.0
flow_60_0,1093.0,1144.0
flow_288_0,1094.0,1206.0
flow_2822_0,1097.0,1167.0
flow_270_0,1101.0,1186.0
flow_1457_0,1104.0,1174.0
flow_1683_0,1106.0,1190.0
flow_2254_0,1109.0,1256.0
flow_1271_0,1123.0,1213.0
flow_2145_0,1127.0,1206.0
flow_2824_0,1141.0,1290.0
flow_2825_0,1143.0,1406.0
flow_2169_0,1150.0,1210.0
flow_2175_0,1155.0,1212.0
flow_2184_0,1161.0,1215.0
flow_2096_0,1180.0,1231.0
flow_1496_0,1181.0,1410.0
flow_1886_0,1197.0,1248.0
flow_2827_0,1201.0,1271.0
flow_1692_0,1201.0,1276.0
flow_2828_0,1203.0,1274.0
flow_2192_0,1204.0,1346.0
flow_2829_0,1208.0,1436.0
flow_2830_0,1217.0,1440.0
flow_2831_0,1232.0,1442.0
flow_2810_0,1239.0,1346.0
flow_1877_0,1241.0,1406.0
flow_2832_0,1250.0,1445.0
flow_304_0,1258.0,1410.0
flow_2833_0,1262.0,1332.0
flow_2806_0,1274.0,1436.0
flow_1488_0,1275.0,1328.0
flow_2834_0,1277.0,1347.0
flow_1281_0,1281.0,1441.0
flow_1694_0,1283.0,1443.0
flow_1282_0,1291.0,1821.0
flow_2110_0,1299.0,1350.0
flow_2835_0,1300.0,1448.0
flow_2150_0,1312.0,1451.0
flow_1490_0,1322.0,1376.0
flow_2176_0,1327.0,1526.0
flow_1494_0,1329.0,1381.0
flow_2836_0,1331.0,1426.0
flow_1500_0,1335.0,1386.0
flow_1505_0,1340.0,1392.0
flow_2837_0,1351.0,1530.0
flow_2191_0,1357.0,1596.0
flow_2199_0,1363.0,1416.0
flow_2212_0,1377.0,1456.0
flow_2838_0,1381.0,1601.0
flow_2839_0,1383.0,1603.0
flow_1698_0,1401.0,1471.0
flow_1476_0,1403.0,1474.0
flow_1289_0,1411.0,1476.0
flow_718_0,1411.0,1476.0
flow_2840_0,1411.0,1506.0
flow_1290_0,1415.0,1466.0
flow_330_0,1415.0,1506.0
flow_351_0,1418.0,1510.0
flow_2129_0,1421.0,1473.0
flow_1693_0,1422.0,1475.0
